Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Score,week
1.0,Harrison Butker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,69.9%,0.0,14
1.0,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,14
1.0,Matt Gay,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,16.6%,0.0,14
1.0,Joey Slye,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.7%,0.0,14
1.0,Harrison Mevis,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.4%,0.0,14
1.0,Jack Browning,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0%,0.0,14
68.0,Chase McLaughlin,4.0,4.0,100.0,43,0.0,1.0,1.0,2.0,0.0,4,4,1,18.0,18.0,70.4%,35.5,15
67.0,Cam Little,4.0,4.0,100.0,43,0.0,2.0,0.0,2.0,0.0,1,1,1,15.0,15.0,5.2%,33.5,15
66.0,Will Reichard,3.0,3.0,100.0,52,0.0,0.0,1.0,1.0,1.0,3,3,1,15.0,15.0,13.4%,32.60000000000001,15
65.0,Joshua Karty,4.0,4.0,100.0,48,0.0,3.0,0.0,1.0,0.0,0,0,1,13.0,13.0,12.1%,32.2,15
64.0,Chad Ryland,3.0,3.0,100.0,49,0.0,0.0,1.0,2.0,0.0,3,3,1,14.0,14.0,3.7%,31.900000000000002,15
63.0,Brandon McManus,3.0,3.0,100.0,39,0.0,2.0,1.0,0.0,0.0,3,3,1,12.0,12.0,8.4%,30.700000000000003,15
62.0,Brandon Aubrey,3.0,4.0,75.0,52,0.0,0.0,0.0,2.0,1.0,3,3,1,16.0,16.0,96.6%,28.500000000000004,15
60.0,Blake Grupe,2.0,2.0,100.0,51,0.0,0.0,0.0,1.0,1.0,1,1,1,10.0,10.0,3.8%,28.400000000000002,15
60.0,Jake Elliott,2.0,2.0,100.0,41,0.0,0.0,1.0,1.0,0.0,3,3,1,10.0,10.0,60.6%,28.400000000000002,15
59.0,Ka'imi Fairbairn,2.0,2.0,100.0,44,0.0,1.0,0.0,1.0,0.0,2,2,1,9.0,9.0,64.5%,27.8,15
58.0,Jake Moody,2.0,2.0,100.0,53,0.0,0.0,0.0,1.0,1.0,0,0,1,9.0,9.0,12.5%,27.700000000000003,15
57.0,Jason Myers,2.0,2.0,100.0,48,0.0,0.0,0.0,2.0,0.0,1,1,1,9.0,9.0,9.6%,27.7,15
54.0,Matt Gay,2.0,2.0,100.0,49,0.0,0.0,1.0,1.0,0.0,1,1,1,8.0,8.0,16.6%,27.0,15
54.0,Jason Sanders,2.0,2.0,100.0,55,0.0,0.0,1.0,0.0,1.0,0,1,1,8.0,8.0,46.1%,27.0,15
54.0,Chris Boswell,2.0,2.0,100.0,49,0.0,0.0,1.0,1.0,0.0,1,1,1,8.0,8.0,72.5%,27.0,15
53.0,Wil Lutz,1.0,1.0,100.0,44,0.0,0.0,0.0,1.0,0.0,4,4,1,8.0,8.0,35.8%,26.3,15
52.0,Cade York,1.0,1.0,100.0,21,0.0,1.0,0.0,0.0,0.0,4,5,1,7.0,7.0,2.9%,25.700000000000003,15
51.0,Cairo Santos,2.0,2.0,100.0,39,0.0,1.0,1.0,0.0,0.0,0,0,1,6.0,6.0,16.2%,25.7,15
50.0,Tyler Bass,2.0,3.0,66.7,50,0.0,0.0,0.0,1.0,1.0,6,6,1,15.0,15.0,60.3%,25.44,15
49.0,Cameron Dicker,1.0,1.0,100.0,41,0.0,0.0,0.0,1.0,0.0,2,2,1,6.0,6.0,91.7%,24.900000000000002,15
48.0,Daniel Carlson,1.0,1.0,100.0,52,0.0,0.0,0.0,0.0,1.0,0,1,1,5.0,5.0,15.2%,24.200000000000003,15
47.0,Greg Joseph,2.0,3.0,66.7,41,0.0,1.0,0.0,1.0,0.0,2,2,1,9.0,9.0,0.7%,21.34,15
46.0,Younghoe Koo,2.0,3.0,66.7,48,0.0,0.0,0.0,2.0,0.0,1,1,1,9.0,9.0,21.6%,21.240000000000002,15
44.0,Anders Carlson,1.0,2.0,50.0,43,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,1.4%,15.8,15
44.0,Joey Slye,1.0,2.0,50.0,50,0.0,0.0,0.0,0.0,1.0,2,2,1,7.0,7.0,2.7%,15.8,15
43.0,Jake Bates,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,6,1,6.0,6.0,92.2%,4.4,15
42.0,Justin Tucker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,1,5.0,5.0,14.6%,3.5,15
41.0,Harrison Butker,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,69.9%,2.3,15
40.0,Nick Folk,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,1.0%,2.1,15
38.0,Graham Gano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,3.3%,1.4,15
38.0,Eddy Pineiro,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.4%,1.4,15
37.0,Riley Patterson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.0%,0.7,15
69.0,Jason Sanders,5.0,5.0,100.0,54,0.0,0.0,2.0,2.0,1.0,2,2,1,21.0,21.0,46.1%,38.199999999999996,16
68.0,Brandon Aubrey,4.0,4.0,100.0,58,0.0,0.0,0.0,1.0,3.0,2,2,1,21.0,21.0,96.6%,37.5,16
67.0,Chad Ryland,3.0,3.0,100.0,58,0.0,0.0,1.0,1.0,1.0,3,3,1,15.0,15.0,3.7%,32.60000000000001,16
66.0,Jake Elliott,4.0,5.0,80.0,50,0.0,1.0,0.0,2.0,1.0,3,3,1,19.0,19.0,60.6%,32.400000000000006,16
65.0,Brandon McManus,2.0,2.0,100.0,55,0.0,0.0,0.0,1.0,1.0,4,4,1,13.0,13.0,8.4%,30.5,16
64.0,Justin Tucker,2.0,2.0,100.0,51,0.0,1.0,0.0,0.0,1.0,4,4,1,12.0,12.0,14.6%,29.9,16
62.0,Wil Lutz,2.0,2.0,100.0,55,0.0,0.0,0.0,1.0,1.0,3,3,1,12.0,12.0,35.8%,29.800000000000004,16
62.0,Will Reichard,2.0,2.0,100.0,52,0.0,0.0,0.0,1.0,1.0,3,3,1,12.0,12.0,13.4%,29.800000000000004,16
61.0,Harrison Butker,2.0,2.0,100.0,44,0.0,1.0,0.0,1.0,0.0,3,3,1,10.0,10.0,69.9%,28.5,16
60.0,Cameron Dicker,2.0,2.0,100.0,57,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,91.7%,28.400000000000002,16
59.0,Joshua Karty,2.0,2.0,100.0,45,0.0,0.0,1.0,1.0,0.0,1,2,1,8.0,8.0,12.1%,27.0,16
57.0,Tyler Bass,1.0,1.0,100.0,50,0.0,0.0,0.0,0.0,1.0,3,3,1,8.0,8.0,60.3%,26.3,16
57.0,Ka'imi Fairbairn,2.0,2.0,100.0,38,0.0,0.0,2.0,0.0,0.0,1,2,1,7.0,7.0,64.5%,26.3,16
55.0,Chris Boswell,1.0,1.0,100.0,51,0.0,0.0,0.0,0.0,1.0,2,2,1,7.0,7.0,72.5%,25.600000000000005,16
55.0,Chase McLaughlin,1.0,1.0,100.0,45,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,70.4%,25.600000000000005,16
54.0,Eddy Pineiro,1.0,1.0,100.0,29,0.0,1.0,0.0,0.0,0.0,3,4,1,6.0,6.0,1.4%,25.000000000000004,16
53.0,Cairo Santos,1.0,1.0,100.0,30,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5.0,16.2%,24.200000000000003,16
52.0,Riley Patterson,2.0,3.0,66.7,52,0.0,0.0,1.0,0.0,1.0,4,4,1,12.0,12.0,1.0%,23.340000000000003,16
51.0,Jake Bates,2.0,3.0,66.7,34,0.0,0.0,2.0,0.0,0.0,4,4,1,10.0,10.0,92.2%,21.94,16
50.0,Daniel Carlson,2.0,3.0,66.7,49,0.0,0.0,1.0,1.0,0.0,1,1,1,8.0,8.0,15.2%,20.54,16
48.0,Matt Gay,1.0,2.0,50.0,31,0.0,0.0,1.0,0.0,0.0,5,5,1,8.0,8.0,16.6%,16.5,16
48.0,Cade York,1.0,2.0,50.0,59,0.0,0.0,0.0,0.0,1.0,3,3,1,8.0,8.0,2.9%,16.5,16
47.0,Jason Myers,1.0,2.0,50.0,43,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,9.6%,15.8,16
46.0,Jake Moody,1.0,2.0,50.0,21,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,12.5%,14.5,16
45.0,Anders Carlson,1.0,2.0,50.0,21,0.0,1.0,0.0,0.0,0.0,0,1,1,3.0,3.0,1.4%,13.1,16
44.0,Zane Gonzalez,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,7.4%,2.8,16
43.0,Joey Slye,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,2.7%,2.1,16
42.0,Brayden Narveson,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,0.7%,1.6,16
41.0,Cam Little,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,5.2%,1.4,16
40.0,Graham Gano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,3.3%,0.7,16
1.0,Younghoe Koo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,21.6%,0.0,16
1.0,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,16
67.0,Cameron Dicker,4.0,4.0,100.0,41,0.0,1.0,2.0,1.0,0.0,4,4,1,17.0,17.0,91.7%,34.8,17
66.0,Daniel Carlson,4.0,4.0,100.0,54,0.0,1.0,2.0,0.0,1.0,1,2,1,15.0,15.0,15.2%,33.4,17
65.0,Chase McLaughlin,2.0,2.0,100.0,34,0.0,1.0,1.0,0.0,0.0,6,6,1,12.0,12.0,70.4%,29.9,17
64.0,Jake Elliott,2.0,2.0,100.0,31,0.0,1.0,1.0,0.0,0.0,5,5,1,11.0,11.0,60.6%,29.2,17
63.0,Jake Bates,2.0,2.0,100.0,57,0.0,0.0,0.0,1.0,1.0,2,4,1,11.0,11.0,92.2%,29.100000000000005,17
62.0,Jason Sanders,2.0,2.0,100.0,54,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,46.1%,28.400000000000002,17
61.0,Cam Little,2.0,2.0,100.0,48,0.0,0.0,0.0,2.0,0.0,2,2,1,10.0,10.0,5.2%,28.4,17
60.0,Joshua Karty,2.0,2.0,100.0,53,0.0,1.0,0.0,0.0,1.0,1,1,1,9.0,9.0,12.1%,27.8,17
59.0,Jason Myers,2.0,2.0,100.0,50,0.0,1.0,0.0,0.0,1.0,0,0,1,8.0,8.0,9.6%,27.099999999999998,17
57.0,Justin Tucker,1.0,1.0,100.0,52,0.0,0.0,0.0,0.0,1.0,4,4,1,9.0,9.0,14.6%,27.000000000000004,17
57.0,Graham Gano,1.0,1.0,100.0,30,0.0,0.0,1.0,0.0,0.0,6,6,1,9.0,9.0,3.3%,27.000000000000004,17
56.0,Matthew Wright,2.0,2.0,100.0,39,0.0,1.0,1.0,0.0,0.0,1,1,1,7.0,7.0,2.3%,26.400000000000002,17
55.0,Tyler Bass,1.0,1.0,100.0,39,0.0,0.0,1.0,0.0,0.0,5,5,1,8.0,8.0,60.3%,26.3,17
53.0,Zane Gonzalez,1.0,1.0,100.0,31,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,7.4%,24.900000000000002,17
53.0,Wil Lutz,1.0,1.0,100.0,30,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,35.8%,24.900000000000002,17
52.0,Brandon McManus,1.0,1.0,100.0,22,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,8.4%,24.3,17
51.0,Harrison Butker,1.0,1.0,100.0,32,0.0,0.0,1.0,0.0,0.0,2,3,1,5.0,5.0,69.9%,24.200000000000003,17
48.0,Chris Boswell,1.0,1.0,100.0,36,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,72.5%,23.500000000000004,17
48.0,Cairo Santos,1.0,1.0,100.0,42,0.0,0.0,0.0,1.0,0.0,0,0,1,4.0,4.0,16.2%,23.500000000000004,17
48.0,Blake Grupe,1.0,1.0,100.0,34,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,3.8%,23.500000000000004,17
46.0,Dustin Hopkins,1.0,1.0,100.0,25,0.0,1.0,0.0,0.0,0.0,0,0,1,3.0,3.0,2.7%,22.9,17
46.0,Chad Ryland,1.0,1.0,100.0,28,0.0,1.0,0.0,0.0,0.0,0,1,1,3.0,3.0,3.7%,22.9,17
45.0,Matt Gay,2.0,3.0,66.7,32,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,16.6%,21.34,17
44.0,Will Reichard,2.0,4.0,50.0,50,0.0,1.0,0.0,0.0,1.0,3,3,1,11.0,11.0,13.4%,19.599999999999998,17
43.0,Cade York,1.0,2.0,50.0,22,0.0,1.0,0.0,0.0,0.0,3,3,1,6.0,6.0,2.9%,15.2,17
42.0,Riley Patterson,1.0,2.0,50.0,39,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,1.0%,15.100000000000001,17
41.0,Jake Moody,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,5,1,4.0,4.0,12.5%,3.2,17
40.0,Eddy Pineiro,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.4%,1.6,17
39.0,Brandon Aubrey,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,96.6%,0.9000000000000001,17
38.0,Joey Slye,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,2.7%,0.7,17
1.0,Younghoe Koo,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,21.6%,0.0,17
1.0,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,17
