Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,FL,G,FPTS,FPTS/G,ROST,Score,week
211.0,Cole Kmet,3.0,4,0.0,19.0,26.0,2.0,0.0,0,0,1,8.7,8.7,26.5%,12.79,5
210.0,Theo Johnson,5.0,5,0.0,9.6,22.0,1.0,0.0,0,0,1,9.8,9.8,17.6%,12.35,5
209.0,Brenton Strange,4.0,4,0.0,6.0,12.0,0.0,0.0,0,0,1,12.4,12.4,33.2%,12.18,5
208.0,Connor Heyward,2.0,4,0.0,11.5,16.0,0.0,0.0,0,0,1,10.3,10.3,0.1%,11.235,5
207.0,Jordan Akins,3.0,3,0.0,7.3,10.0,0.0,0.0,0,0,1,11.2,11.2,1.0%,10.985,5
206.0,Cade Otton,3.0,4,0.0,14.7,22.0,1.0,0.0,0,0,1,7.4,7.4,37.4%,10.735000000000001,5
205.0,Pat Freiermuth,3.0,3,0.0,7.3,19.0,0.0,0.0,0,1,1,9.2,9.2,59.4%,10.485,5
204.0,Dalton Kincaid,2.0,6,0.0,17.0,26.0,1.0,0.0,0,0,1,5.4,5.4,81.1%,9.73,5
203.0,Dalton Schultz,4.0,6,0.0,8.5,18.0,0.0,0.0,0,0,1,7.4,7.4,23.2%,9.655000000000001,5
202.0,Juwan Johnson,5.0,5,0.0,6.2,11.0,0.0,0.0,0,0,1,8.1,8.1,18.0%,9.45,5
201.0,Hunter Henry,2.0,4,0.0,16.0,25.0,1.0,0.0,0,0,1,5.2,5.2,48.6%,9.34,5
200.0,Foster Moreau,2.0,2,0.0,6.5,7.0,0.0,0.0,0,0,1,9.3,9.3,1.4%,8.885000000000002,5
199.0,Johnny Mundt,2.0,2,0.0,15.5,20.0,1.0,0.0,0,0,1,5.1,5.1,0.1%,8.694999999999999,5
198.0,Mike Gesicki,2.0,2,0.0,15.5,19.0,0.0,0.0,0,0,1,5.1,5.1,33.7%,8.495,5
197.0,Noah Gray,2.0,2,0.0,14.5,15.0,0.0,0.0,0,0,1,4.9,4.9,16.3%,7.805,5
196.0,Noah Fant,3.0,3,0.0,8.0,12.0,0.0,0.0,0,0,1,5.4,5.4,17.7%,7.23,5
195.0,Adam Trautman,1.0,1,0.0,19.0,19.0,0.0,0.0,0,0,1,2.9,2.9,0.7%,7.130000000000001,5
194.0,Gerald Everett,2.0,2,0.0,11.0,17.0,0.0,0.0,0,0,1,4.2,4.2,1.4%,6.99,5
193.0,Brevyn Spann-Ford,2.0,3,0.0,10.0,13.0,0.0,0.0,0,0,1,4.0,4.0,0.1%,6.3,5
192.0,Elijah Higgins,1.0,1,0.0,2.0,2.0,0.0,0.0,0,0,1,7.2,7.2,2.0%,5.890000000000001,5
191.0,Ja'Tavion Sanders,3.0,5,0.0,4.3,10.0,0.0,0.0,0,0,1,4.3,4.3,19.6%,5.705,5
190.0,Luke Farrell,2.0,2,0.0,8.5,11.0,0.0,0.0,0,0,1,3.7,3.7,0.1%,5.665000000000001,5
189.0,David Njoku,1.0,3,0.0,14.0,14.0,0.0,0.0,0,0,1,2.4,2.4,90.3%,5.53,5
188.0,Hunter Long,2.0,2,0.0,8.0,9.0,0.0,0.0,0,0,1,3.6,3.6,0.1%,5.32,5
187.0,AJ Barner,1.0,1,0.0,13.0,13.0,0.0,0.0,0,0,1,2.3,2.3,4.5%,5.209999999999999,5
186.0,Zach Ertz,2.0,8,0.0,5.0,7.0,0.0,0.0,0,0,1,3.0,3.0,47.9%,4.25,5
185.0,Erick All Jr.,2.0,2,0.0,5.0,5.0,0.0,0.0,0,0,1,3.0,3.0,1.1%,4.050000000000001,5
184.0,Austin Hooper,1.0,3,0.0,9.0,9.0,0.0,0.0,0,0,1,1.9,1.9,3.5%,3.9299999999999993,5
182.0,Nate Adkins,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,1.1%,3.61,5
182.0,Luke Schoonmaker,1.0,2,0.0,8.0,8.0,0.0,0.0,0,0,1,1.8,1.8,4.6%,3.61,5
181.0,Cade Stover,2.0,2,0.0,3.0,5.0,0.0,0.0,0,0,1,2.6,2.6,3.8%,3.4699999999999998,5
179.0,Will Mallory,1.0,1,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,1.0%,3.29,5
179.0,Pharaoh Brown,1.0,1,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,0.1%,3.29,5
174.0,Lucas Krull,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,1.0%,2.6500000000000004,5
174.0,Drew Ogletree,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,1.1%,2.6500000000000004,5
174.0,Darnell Washington,1.0,2,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,3.0%,2.6500000000000004,5
224.0,Cole Kmet,5.0,5,0.0,14.0,31.0,2.0,0.0,0,0,1,24.0,24.0,26.5%,23.95,6
223.0,George Kittle,5.0,6,0.0,11.6,29.0,1.0,0.0,0,0,1,22.8,22.8,97.9%,22.450000000000003,6
222.0,Sam LaPorta,1.0,1,0.0,52.0,52.0,1.0,0.0,0,0,1,12.2,12.2,97.7%,21.990000000000002,6
221.0,Evan Engram,10.0,10,0.0,10.2,24.0,1.0,0.0,0,1,1,18.2,18.2,87.6%,20.27,6
220.0,Trey McBride,8.0,8,0.0,12.0,27.0,1.0,0.0,0,0,1,17.6,17.6,98.3%,19.720000000000002,6
219.0,Mark Andrews,3.0,4,0.0,22.0,38.0,1.0,0.0,0,0,1,15.6,15.6,94.0%,19.17,6
218.0,Brock Bowers,9.0,10,0.0,7.9,18.0,0.0,0.0,0,0,1,16.1,16.1,98.9%,17.405,6
217.0,Kyle Pitts,3.0,5,0.0,23.3,52.0,1.0,0.0,0,0,1,10.0,10.0,53.2%,16.845,6
216.0,Hunter Henry,3.0,5,0.0,13.7,30.0,1.0,0.0,0,0,1,13.1,13.1,48.6%,15.375,6
215.0,Grant Calcaterra,4.0,4,0.0,16.8,34.0,2.0,0.0,0,0,1,10.7,10.7,2.8%,15.01,6
214.0,Foster Moreau,2.0,2,0.0,27.0,41.0,1.0,0.0,0,0,1,7.4,7.4,1.4%,14.130000000000003,6
213.0,Zach Ertz,4.0,5,0.0,17.0,24.0,2.0,0.0,0,0,1,10.8,10.8,47.9%,14.110000000000001,6
212.0,Noah Fant,6.0,6,0.0,10.5,12.0,0.0,0.0,0,0,1,12.3,12.3,17.7%,13.485000000000001,6
211.0,Dalton Kincaid,6.0,7,0.0,8.5,15.0,0.0,0.0,0,0,1,11.1,11.1,81.1%,12.645000000000001,6
210.0,Ja'Tavion Sanders,5.0,7,0.0,9.8,21.0,1.0,0.0,0,0,1,9.9,9.9,19.6%,12.350000000000001,6
209.0,Juwan Johnson,3.0,3,0.0,16.0,27.0,1.0,0.0,0,0,1,7.8,7.8,18.0%,11.71,6
208.0,Mo Alie-Cox,4.0,4,0.0,10.3,22.0,1.0,0.0,0,0,1,8.1,8.1,0.6%,10.915,6
207.0,Ben Sims,2.0,2,0.0,19.0,28.0,1.0,0.0,0,0,1,5.8,5.8,0.0%,10.51,6
206.0,David Njoku,5.0,7,0.0,6.2,14.0,0.0,0.0,0,0,1,8.1,8.1,90.3%,9.75,6
205.0,Cade Otton,2.0,6,0.0,7.5,8.0,0.0,0.0,0,0,1,9.5,9.5,37.4%,9.275,6
204.0,Will Dissly,4.0,5,0.0,6.5,20.0,1.0,0.0,0,0,1,6.6,6.6,8.4%,9.095,6
203.0,Dawson Knox,1.0,1,0.0,12.0,12.0,0.0,0.0,0,0,1,8.2,8.2,5.6%,9.09,6
202.0,Theo Johnson,3.0,3,0.0,10.0,15.0,0.0,0.0,0,0,1,6.0,6.0,17.6%,8.25,6
201.0,Dalton Schultz,4.0,8,0.0,6.8,9.0,0.0,0.0,0,0,1,6.7,6.7,23.2%,8.01,6
200.0,Drew Ogletree,2.0,2,0.0,12.0,22.0,1.0,0.0,0,0,1,4.4,4.4,1.1%,7.880000000000001,6
199.0,Isaiah Likely,2.0,4,0.0,13.5,18.0,0.0,0.0,0,0,1,4.7,4.7,50.8%,7.8149999999999995,6
198.0,Harrison Bryant,3.0,5,0.0,8.0,14.0,0.0,0.0,0,0,1,5.4,5.4,0.1%,7.430000000000001,6
197.0,Tucker Kraft,2.0,4,2.0,6.5,8.0,0.0,0.0,1,0,1,3.5,3.5,85.2%,5.425,6
196.0,Pat Freiermuth,2.0,3,0.0,8.0,8.0,0.0,0.0,0,0,1,3.6,3.6,59.4%,5.220000000000001,6
195.0,AJ Barner,1.0,1,0.0,13.0,13.0,0.0,0.0,0,0,1,2.3,2.3,4.5%,5.209999999999999,6
194.0,Jake Ferguson,3.0,4,0.0,3.7,6.0,0.0,0.0,0,0,1,4.1,4.1,70.4%,5.074999999999999,6
193.0,Brenton Strange,1.0,2,0.0,11.0,11.0,0.0,0.0,0,0,1,2.1,2.1,33.2%,4.57,6
192.0,Lucas Krull,2.0,4,0.0,5.5,8.0,0.0,0.0,0,0,1,3.1,3.1,1.0%,4.495,6
191.0,Erick All Jr.,2.0,3,0.0,5.0,9.0,0.0,0.0,0,0,1,3.0,3.0,1.1%,4.45,6
190.0,Chig Okonkwo,3.0,3,0.0,2.0,5.0,0.0,0.0,0,0,1,3.6,3.6,25.0%,4.37,6
189.0,Stone Smartt,1.0,1,0.0,10.0,10.0,0.0,0.0,0,0,1,2.0,2.0,2.9%,4.25,6
188.0,Tyler Conklin,2.0,3,0.0,5.0,6.0,0.0,0.0,0,0,1,3.0,3.0,13.9%,4.15,6
187.0,Darnell Washington,1.0,1,0.0,9.0,9.0,0.0,0.0,0,0,1,1.9,1.9,3.0%,3.9299999999999993,6
186.0,Jeremy Ruckert,2.0,3,0.0,3.5,8.0,0.0,0.0,0,0,1,2.7,2.7,1.9%,3.9150000000000005,6
185.0,Nate Adkins,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,1.1%,2.6500000000000004,6
184.0,Connor Heyward,1.0,1,0.0,4.0,4.0,0.0,0.0,0,0,1,1.4,1.4,0.1%,2.33,6
182.0,Josh Whyle,1.0,1,0.0,2.0,2.0,0.0,0.0,0,0,1,1.2,1.2,0.9%,1.69,6
182.0,Marcedes Lewis,1.0,1,0.0,2.0,2.0,0.0,0.0,0,0,1,1.2,1.2,0.0%,1.69,6
181.0,Austin Hooper,1.0,2,0.0,5.0,5.0,0.0,0.0,0,1,1,-0.5,-0.5,3.5%,1.2500000000000002,6
1.0,Elijah Arroyo,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,17.4%,0.0,6
1.0,Dominique Dafney,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0%,0.0,6
1.0,Charlie Kolar,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.1%,0.0,6
1.0,Hunter Long,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.1%,0.0,6
1.0,Tommy Tremble,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.6%,0.0,6
1.0,Kenny Yeboah,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0%,0.0,6
228.0,David Njoku,10.0,14,0.0,7.6,15.0,0.0,0.0,0,0,1,23.6,23.6,90.3%,22.660000000000004,7
227.0,Jonnu Smith,7.0,7,0.0,13.7,18.0,0.0,0.0,0,0,1,22.6,22.6,90.5%,22.125,7
226.0,Brock Bowers,10.0,14,0.0,9.3,25.0,1.0,0.0,0,0,1,19.3,19.3,98.9%,21.005,7
225.0,Cade Otton,8.0,10,0.0,12.5,28.0,2.0,0.0,0,0,1,18.0,18.0,37.4%,20.275,7
224.0,Hunter Henry,8.0,9,0.0,11.5,32.0,1.0,0.0,0,0,1,17.2,17.2,48.6%,19.865,7
223.0,George Kittle,6.0,7,0.0,15.3,41.0,2.0,0.0,0,0,1,15.2,15.2,97.9%,19.335,7
222.0,Mark Andrews,4.0,4,0.0,10.3,20.0,1.0,0.0,0,0,1,20.1,20.1,94.0%,19.115000000000002,7
221.0,Will Dissly,8.0,11,0.0,10.1,18.0,0.0,0.0,0,0,1,16.1,16.1,8.4%,17.384999999999998,7
220.0,Ja'Tavion Sanders,6.0,6,0.0,10.2,29.0,1.0,0.0,0,0,1,12.1,12.1,19.6%,15.099999999999998,7
219.0,Kyle Pitts,7.0,9,0.0,9.3,13.0,0.0,0.0,0,0,1,13.5,13.5,53.2%,14.594999999999999,7
218.0,Zach Ertz,4.0,5,0.0,10.0,15.0,0.0,0.0,0,0,1,14.0,14.0,47.9%,14.2,7
217.0,Noah Fant,4.0,4,0.0,16.3,28.0,2.0,0.0,0,0,1,10.5,10.5,17.7%,14.195,7
216.0,Noah Gray,4.0,4,0.0,16.5,26.0,2.0,0.0,0,0,1,10.6,10.6,16.3%,14.094999999999999,7
215.0,Tucker Kraft,3.0,4,0.0,11.0,14.0,0.0,0.0,0,0,1,12.3,12.3,85.2%,12.709999999999999,7
214.0,Pat Freiermuth,2.0,3,0.0,25.5,30.0,2.0,0.0,0,0,1,7.1,7.1,59.4%,12.695,7
213.0,Chig Okonkwo,4.0,4,0.0,12.5,26.0,1.0,0.0,0,0,1,9.0,9.0,25.0%,12.274999999999999,7
212.0,Dalton Kincaid,3.0,6,0.0,17.3,25.0,1.0,0.0,0,0,1,8.2,8.2,81.1%,11.984999999999998,7
211.0,Trey McBride,5.0,7,0.0,10.2,14.0,0.0,0.0,0,0,1,10.1,10.1,98.3%,11.749999999999998,7
210.0,Stone Smartt,1.0,2,0.0,31.0,31.0,1.0,0.0,0,0,1,4.1,4.1,2.9%,11.07,7
209.0,Jordan Akins,4.0,4,0.0,10.5,21.0,1.0,0.0,0,0,1,8.2,8.2,1.0%,10.914999999999997,7
208.0,Foster Moreau,2.0,2,0.0,19.0,32.0,1.0,0.0,0,0,1,5.8,5.8,1.4%,10.91,7
207.0,Lucas Krull,3.0,4,0.0,13.7,23.0,1.0,0.0,0,0,1,7.1,7.1,1.0%,10.474999999999998,7
206.0,Dalton Schultz,1.0,2,0.0,28.0,28.0,1.0,0.0,0,0,1,3.8,3.8,23.2%,10.11,7
205.0,Evan Engram,5.0,5,0.0,7.0,13.0,0.0,0.0,0,0,1,8.5,8.5,87.6%,10.05,7
204.0,Darnell Washington,4.0,4,0.0,9.0,18.0,0.0,0.0,0,0,1,7.6,7.6,3.0%,9.87,7
203.0,Tyler Conklin,4.0,4,0.0,1.8,5.0,0.0,0.0,0,0,1,10.7,10.7,13.9%,9.66,7
202.0,Sam LaPorta,1.0,2,0.0,25.0,25.0,1.0,0.0,0,0,1,3.5,3.5,97.7%,9.15,7
201.0,Colby Parkinson,2.0,2,0.0,16.0,23.0,1.0,0.0,0,0,1,5.2,5.2,3.3%,9.14,7
200.0,Austin Hooper,4.0,5,0.0,8.0,11.0,0.0,0.0,0,0,1,7.2,7.2,3.5%,8.74,7
199.0,Josh Whyle,3.0,4,0.0,11.3,12.0,0.0,0.0,0,0,1,6.4,6.4,0.9%,8.425,7
198.0,Nick Vannett,4.0,4,0.0,6.3,11.0,0.0,0.0,0,0,1,6.5,6.5,0.0%,7.995,7
197.0,Ben Sinnott,2.0,2,0.0,3.0,3.0,0.0,0.0,0,0,1,8.6,8.6,16.0%,7.469999999999999,7
196.0,Travis Kelce,4.0,5,0.0,4.3,7.0,0.0,0.0,0,0,1,5.7,5.7,95.1%,6.735,7
195.0,Juwan Johnson,3.0,6,0.0,6.0,12.0,0.0,0.0,0,0,1,4.8,4.8,18.0%,6.51,7
194.0,Harrison Bryant,2.0,2,0.0,9.5,12.0,0.0,0.0,0,0,1,3.9,3.9,0.1%,6.055,7
193.0,Cade Stover,1.0,1,0.0,15.0,15.0,0.0,0.0,0,0,1,2.5,2.5,3.8%,5.85,7
192.0,Isaiah Likely,2.0,4,0.0,8.5,10.0,0.0,0.0,0,0,1,3.7,3.7,50.8%,5.565,7
191.0,Charlie Kolar,1.0,1,0.0,14.0,14.0,0.0,0.0,0,0,1,2.4,2.4,0.1%,5.53,7
190.0,Johnny Mundt,4.0,5,0.0,2.0,3.0,0.0,0.0,0,0,1,4.8,4.8,0.1%,5.359999999999999,7
189.0,Daniel Bellinger,1.0,1,0.0,11.0,11.0,0.0,0.0,0,0,1,2.1,2.1,2.7%,4.57,7
188.0,Eric Tomlinson,1.0,1,0.0,7.0,7.0,0.0,0.0,0,0,1,1.7,1.7,0.0%,3.29,7
187.0,Ian Thomas,2.0,2,0.0,2.0,2.0,0.0,0.0,0,0,1,2.4,2.4,0.1%,2.88,7
181.0,Will Mallory,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,1.0%,2.6500000000000004,7
181.0,Grant Calcaterra,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,2.8%,2.6500000000000004,7
181.0,AJ Barner,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,4.5%,2.6500000000000004,7
181.0,Dawson Knox,1.0,3,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,5.6%,2.6500000000000004,7
181.0,Josh Oliver,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,1.1%,2.6500000000000004,7
181.0,Hunter Long,1.0,1,0.0,5.0,5.0,0.0,0.0,0,0,1,1.5,1.5,0.1%,2.6500000000000004,7
180.0,Julian Hill,1.0,2,0.0,4.0,4.0,0.0,0.0,0,0,1,1.4,1.4,0.6%,2.33,7
178.0,Ben Sims,1.0,1,0.0,2.0,2.0,0.0,0.0,0,0,1,1.2,1.2,0.0%,1.69,7
231.0,Cade Otton,9.0,10,0.0,9.0,29.0,1.0,0.0,0,0,1,29.1,29.1,37.4%,27.87,8
230.0,Kyle Pitts,4.0,5,0.0,22.8,49.0,2.0,0.0,0,0,1,25.1,25.1,53.2%,27.490000000000002,8
229.0,George Kittle,6.0,7,0.0,21.3,43.0,3.0,0.0,0,0,1,24.8,24.8,97.9%,27.255000000000003,8
228.0,Travis Kelce,10.0,12,0.0,9.0,25.0,1.0,0.0,0,0,1,25.0,25.0,95.1%,24.95,8
227.0,Trey McBride,9.0,11,0.0,13.8,37.0,1.0,0.0,0,0,1,21.4,21.4,98.3%,23.999999999999996,8
226.0,Tucker Kraft,3.0,3,0.0,26.0,67.0,1.0,0.0,0,0,1,16.8,16.8,85.2%,23.509999999999998,8
225.0,Adam Trautman,4.0,4,0.0,21.3,37.0,1.0,0.0,0,0,1,18.5,18.5,0.7%,21.345,8
224.0,David Njoku,5.0,7,0.0,12.2,23.0,2.0,0.0,0,0,1,17.1,17.1,90.3%,18.05,8
223.0,Sam LaPorta,6.0,6,0.0,8.0,24.0,1.0,0.0,0,0,1,16.8,16.8,97.7%,17.56,8
222.0,Zach Ertz,7.0,11,0.0,11.0,20.0,1.0,0.0,0,0,1,14.7,14.7,47.9%,16.49,8
221.0,Tyler Conklin,3.0,4,0.0,14.0,27.0,1.0,0.0,0,0,1,13.2,13.2,13.9%,15.19,8
220.0,Mike Gesicki,7.0,8,0.0,10.4,24.0,1.0,0.0,0,1,1,12.3,12.3,33.7%,15.12,8
219.0,Mark Andrews,5.0,5,0.0,7.2,11.0,0.0,0.0,0,0,1,14.6,14.6,94.0%,14.149999999999999,8
218.0,Evan Engram,4.0,5,0.0,9.0,14.0,0.0,0.0,0,0,1,13.6,13.6,87.6%,13.67,8
217.0,Brenton Strange,5.0,5,0.0,11.8,21.0,2.0,0.0,0,0,1,10.9,10.9,33.2%,13.45,8
216.0,Josh Oliver,2.0,2,0.0,15.0,25.0,1.0,0.0,0,0,1,11.0,11.0,1.1%,13.25,8
215.0,Taysom Hill,2.0,4,20.0,10.5,14.0,0.0,0.0,4,0,1,6.2,6.2,19.9%,13.015,8
214.0,Grant Calcaterra,3.0,3,0.0,19.3,28.0,1.0,0.0,0,0,1,8.8,8.8,2.8%,13.005,8
213.0,Brock Bowers,5.0,5,0.0,11.6,19.0,0.0,0.0,0,0,1,10.8,10.8,98.9%,12.950000000000001,8
212.0,Dalton Kincaid,4.0,7,0.0,7.8,12.0,0.0,0.0,0,0,1,13.1,13.1,81.1%,12.94,8
211.0,Dawson Knox,2.0,2,0.0,25.0,27.0,2.0,0.0,0,0,1,7.0,7.0,5.6%,12.25,8
210.0,Isaiah Likely,4.0,4,0.0,11.8,25.0,1.0,0.0,0,0,1,8.7,8.7,50.8%,11.86,8
209.0,Dalton Schultz,4.0,6,0.0,13.0,17.0,0.0,0.0,0,0,1,9.2,9.2,23.2%,11.49,8
208.0,Juwan Johnson,3.0,4,0.0,16.0,22.0,1.0,0.0,0,0,1,7.8,7.8,18.0%,11.21,8
207.0,Will Dissly,5.0,7,0.0,8.2,16.0,0.0,0.0,0,0,1,9.1,9.1,8.4%,10.950000000000001,8
206.0,Hunter Henry,5.0,6,0.0,9.0,12.0,0.0,0.0,0,0,1,9.5,9.5,48.6%,10.95,8
205.0,Darnell Washington,1.0,1,0.0,29.0,29.0,1.0,0.0,0,0,1,3.9,3.9,3.0%,10.43,8
204.0,Josh Whyle,2.0,2,0.0,16.5,33.0,1.0,0.0,0,0,1,5.3,5.3,0.9%,10.285,8
203.0,Theo Johnson,3.0,4,0.0,11.7,25.0,1.0,0.0,0,0,1,6.5,6.5,17.6%,9.954999999999998,8
202.0,Erick All Jr.,2.0,2,0.0,16.0,28.0,1.0,0.0,0,0,1,5.2,5.2,1.1%,9.64,8
201.0,Jake Ferguson,6.0,8,0.0,3.8,10.0,0.0,0.0,0,0,1,8.3,8.3,70.4%,9.48,8
200.0,AJ Barner,2.0,2,0.0,17.0,20.0,1.0,0.0,0,0,1,5.4,5.4,4.5%,9.129999999999999,8
199.0,Brock Wright,1.0,1,0.0,8.0,8.0,0.0,0.0,0,0,1,7.8,7.8,0.8%,7.81,8
198.0,Jonnu Smith,4.0,6,0.0,5.0,12.0,0.0,0.0,0,0,1,6.0,6.0,90.5%,7.55,8
197.0,John Bates,1.0,2,0.0,20.0,20.0,1.0,0.0,0,0,1,3.0,3.0,0.6%,7.549999999999999,8
196.0,Noah Fant,3.0,4,0.0,7.3,14.0,0.0,0.0,0,0,1,5.2,5.2,17.7%,7.1850000000000005,8
195.0,Cole Kmet,1.0,1,0.0,14.0,14.0,0.0,0.0,0,0,1,4.4,4.4,26.5%,6.9300000000000015,8
194.0,Noah Gray,3.0,3,0.0,7.7,10.0,0.0,0.0,0,0,1,5.3,5.3,16.3%,6.915,8
193.0,Hunter Long,1.0,1,0.0,18.0,18.0,0.0,0.0,0,0,1,2.8,2.8,0.1%,6.81,8
192.0,Cade Stover,2.0,3,0.0,9.5,14.0,0.0,0.0,0,0,1,3.9,3.9,3.8%,6.255000000000001,8
191.0,Lucas Krull,2.0,2,0.0,9.0,15.0,0.0,0.0,0,0,1,3.8,3.8,1.0%,6.21,8
190.0,Nate Adkins,1.0,1,0.0,3.0,3.0,0.0,0.0,0,0,1,7.3,7.3,1.1%,6.209999999999999,8
189.0,Pat Freiermuth,2.0,2,0.0,9.5,11.0,0.0,0.0,0,0,1,3.9,3.9,59.4%,5.955,8
188.0,Jeremy Ruckert,3.0,3,0.0,4.7,10.0,0.0,0.0,0,0,1,4.4,4.4,1.9%,5.835000000000001,8
187.0,Austin Hooper,3.0,4,0.0,5.0,6.0,0.0,0.0,0,0,1,4.5,4.5,3.5%,5.55,8
186.0,Colby Parkinson,2.0,2,0.0,8.5,9.0,0.0,0.0,0,0,1,3.7,3.7,3.3%,5.465000000000001,8
185.0,Charlie Woerner,1.0,1,0.0,13.0,13.0,0.0,0.0,0,0,1,2.3,2.3,0.1%,5.209999999999999,8
184.0,Julian Hill,3.0,3,0.0,3.7,6.0,0.0,0.0,0,0,1,4.1,4.1,0.6%,5.074999999999999,8
183.0,Tommy Tremble,2.0,3,0.0,6.5,8.0,0.0,0.0,0,0,1,3.3,3.3,1.6%,4.785,8
182.0,Elijah Higgins,2.0,2,0.0,6.5,7.0,0.0,0.0,0,0,1,3.3,3.3,2.0%,4.6850000000000005,8
229.0,Mike Gesicki,5.0,6,0.0,20.0,47.0,2.0,0.0,0,0,1,27.0,27.0,33.7%,28.549999999999997,9
228.0,Travis Kelce,14.0,16,0.0,7.1,20.0,1.0,0.0,0,1,1,22.0,22.0,95.1%,23.465000000000003,9
227.0,Cade Otton,8.0,11,0.0,9.6,18.0,0.0,0.0,0,0,1,21.7,21.7,37.4%,21.229999999999997,9
226.0,Taysom Hill,4.0,5,19.0,10.3,15.0,0.0,1.0,5,0,1,16.0,16.0,19.9%,20.895,9
225.0,Ja'Tavion Sanders,4.0,5,0.0,21.8,46.0,2.0,0.0,0,0,1,12.7,12.7,19.6%,18.36,9
224.0,Theo Johnson,3.0,6,0.0,17.0,35.0,1.0,0.0,0,0,1,14.1,14.1,17.6%,17.07,9
223.0,Josh Oliver,5.0,5,0.0,11.6,14.0,0.0,0.0,0,0,1,16.8,16.8,1.1%,16.650000000000002,9
222.0,Jake Ferguson,7.0,10,0.0,10.1,27.0,1.0,0.0,0,0,1,14.1,14.1,70.4%,16.635,9
221.0,Brock Bowers,5.0,8,0.0,9.0,22.0,1.0,0.0,0,0,1,15.5,15.5,98.9%,16.25,9
220.0,Trey McBride,3.0,4,2.0,11.7,15.0,0.0,1.0,1,0,1,12.7,12.7,98.3%,14.195,9
219.0,Hunter Henry,7.0,8,0.0,8.0,13.0,0.0,0.0,0,0,1,12.6,12.6,48.6%,13.769999999999998,9
218.0,Evan Engram,5.0,10,0.0,9.0,24.0,1.0,0.0,0,0,1,11.5,11.5,87.6%,13.649999999999999,9
217.0,Nick Vannett,2.0,2,0.0,16.5,24.0,1.0,0.0,0,0,1,11.3,11.3,0.0%,13.585,9
216.0,Jonnu Smith,5.0,6,0.0,9.2,15.0,0.0,0.0,0,0,1,9.6,9.6,90.5%,11.349999999999998,9
215.0,Foster Moreau,1.0,2,0.0,17.0,17.0,0.0,0.0,0,0,1,8.7,8.7,1.4%,10.69,9
214.0,Juwan Johnson,2.0,2,0.0,20.5,25.0,1.0,0.0,0,0,1,6.1,6.1,18.0%,10.645,9
213.0,Drew Sample,4.0,4,0.0,3.5,5.0,0.0,0.0,0,0,1,11.4,11.4,0.6%,10.405000000000001,9
212.0,Chig Okonkwo,3.0,4,0.0,12.7,21.0,1.0,0.0,0,0,1,6.8,6.8,25.0%,9.915,9
211.0,Tucker Kraft,4.0,6,2.0,8.5,13.0,0.0,0.0,1,0,1,7.6,7.6,85.2%,9.795,9
210.0,Elijah Higgins,2.0,2,0.0,17.0,23.0,1.0,0.0,0,0,1,5.4,5.4,2.0%,9.43,9
208.0,Grant Calcaterra,5.0,5,0.0,6.0,10.0,0.0,0.0,0,0,1,8.0,8.0,2.8%,9.25,9
208.0,David Njoku,5.0,7,0.0,5.8,11.0,0.0,0.0,0,0,1,7.9,7.9,90.3%,9.25,9
207.0,Jordan Akins,3.0,4,0.0,10.7,21.0,1.0,0.0,0,0,1,6.2,6.2,1.0%,9.194999999999999,9
206.0,Dalton Kincaid,4.0,10,0.0,8.0,15.0,0.0,0.0,0,0,1,7.2,7.2,81.1%,9.14,9
205.0,T.J. Hockenson,3.0,4,0.0,9.0,19.0,0.0,0.0,0,0,1,5.7,5.7,94.3%,8.29,9
204.0,Kylen Granson,1.0,1,0.0,22.0,22.0,1.0,0.0,0,0,1,3.2,3.2,1.1%,8.19,9
203.0,AJ Barner,4.0,7,0.0,6.8,10.0,0.0,0.0,0,0,1,6.7,6.7,4.5%,8.11,9
202.0,Sam LaPorta,2.0,3,0.0,14.0,19.0,0.0,0.0,0,0,1,4.8,4.8,97.7%,8.06,9
