Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Score,week,year,Number,Position,Status,Height,Weight,Experience,College,Team,home_team_name,stadium_id,stadium_name,city,state,latitude,longitude,indoor_outdoor,surface_type,elevation,year_opened,away_team_name
25,Evan Mcpherson,1.0,2.0,50.0,27,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,44.5%,14.5,8,2021,2,K,ACT,0,185,5,Florida,CIN,cincinnati_bengals,cincinnati_bengals,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482,2000,
11,Brayden Narveson,2.0,3.0,66.7,41,0.0,0.0,1.0,1.0,0.0,4,4,1,11.0,11.0,0.7%,22.64,6,2021,1,K,ACT,72,190,1,NC State,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
28,Greg Zuerlein,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,1.3%,0.9,7,2021,,,,,,,,,,,,,,,,,,,,
17,Chase Mclaughlin,1.0,1.0,100.0,47,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,70.7%,25.6,9,2021,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,washington_commanders
12,Matt Gay,2.0,3.0,66.7,32,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,16.3%,21.34,17,2021,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,
24,Nick Folk,1.0,1.0,100.0,41,0.0,0.0,0.0,1.0,0.0,2,2,1,6.0,6.0,1.0%,24.9,2,2021,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
19,Evan Mcpherson,1.0,1.0,100.0,38,0.0,0.0,1.0,0.0,0.0,5,5,1,8.0,8.0,44.5%,26.3,13,2021,2,K,ACT,0,185,5,Florida,CIN,cincinnati_bengals,cincinnati_bengals,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482,2000,san_francisco_49ers
4,Jason Myers,3.0,3.0,100.0,36,0.0,1.0,2.0,0.0,0.0,3,3,1,12.0,12.0,9.1%,30.6,14,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,los_angeles_rams
30,Joey Slye,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.2%,0.0,14,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,pittsburgh_steelers
7,Cam Little,2.0,2.0,100.0,52,0.0,0.0,0.0,1.0,1.0,2,2,1,11.0,11.0,4.6%,29.1,4,2021,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,cincinnati_bengals
5,Parker Romo,4.0,4.0,100.0,45,0.0,1.0,2.0,1.0,0.0,0,0,1,13.0,13.0,1.2%,32.0,10,2021,11,K,ACT,72,180,1,Virginia Tech,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,baltimore_ravens
26,Joey Slye,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,2.2%,2.1,6,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
8,Austin Seibert,2.0,2.0,100.0,45,0.0,0.0,1.0,1.0,0.0,4,4,1,11.0,11.0,0.7%,29.1,4,2021,16,K,ACT,69,214,5,Oklahoma,FA,free_agent,,,,,,,,,,,
19,Chad Ryland,2.0,3.0,66.7,35,0.0,1.0,1.0,0.0,0.0,0,0,1,6.0,6.0,3.7%,19.24,12,2021,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,
6,Chad Ryland,3.0,3.0,100.0,49,0.0,0.0,1.0,2.0,0.0,3,3,1,14.0,14.0,3.7%,31.9,15,2021,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,indianapolis_colts
20,Anders Carlson,1.0,2.0,50.0,43,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,1.0%,15.8,15,2021,17,K,ACT,77,215,2,Auburn,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
14,Austin Seibert,2.0,3.0,66.7,51,0.0,0.0,0.0,1.0,1.0,0,2,1,9.0,9.0,0.7%,21.24,12,2021,16,K,ACT,69,214,5,Oklahoma,FA,free_agent,,,,,,,,,,,
13,Younghoe Koo,2.0,3.0,66.7,48,0.0,0.0,0.0,2.0,0.0,1,1,1,9.0,9.0,21.9%,21.24,15,2021,6,K,ACT,0,195,8,Georgia Southern,ATL,atlanta_falcons,atlanta_falcons,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050,2017,
19,Chase Mclaughlin,1.0,1.0,100.0,52,0.0,0.0,0.0,0.0,1.0,3,3,1,8.0,8.0,70.7%,26.3,8,2021,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,new_orleans_saints
23,Dustin Hopkins,1.0,1.0,100.0,34,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,2.3%,23.5,12,2021,7,K,ACT,0,210,12,Florida State,CLE,cleveland_browns,cleveland_browns,FirstEnergy Stadium,Cleveland,OH,41.5061,-81.6995,Outdoor,Grass,577,1999,baltimore_ravens
30,Matt Gay,1.0,2.0,50.0,34,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,16.3%,13.7,2,2021,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,
24,Greg Joseph,1.0,1.0,100.0,38,0.0,0.0,1.0,0.0,0.0,0,0,1,3.0,3.0,0.7%,22.8,7,2021,40,K,ACT,0,206,5,Florida Atlantic,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,indianapolis_colts
24,Jude Mcatamney,1.0,1.0,100.0,31,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,0.7%,23.5,9,2021,99,K,ACT,0,205,1,Rutgers,NYG,new_york_giants,new_york_giants,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,
30,Jason Sanders,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,45.6%,0.0,6,2021,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,jacksonville_jaguars
31,Greg Joseph,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.7%,0.0,9,2021,40,K,ACT,0,206,5,Florida Atlantic,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,arizona_cardinals
28,Daniel Carlson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,15.3%,0.7,6,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,
2,Chase Mclaughlin,4.0,5.0,80.0,51,0.0,2.0,1.0,0.0,1.0,2,2,1,16.0,16.0,70.7%,30.4,13,2021,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
27,Chad Ryland,1.0,1.0,100.0,28,0.0,1.0,0.0,0.0,0.0,0,1,1,3.0,3.0,3.7%,22.9,17,2021,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,seattle_seahawks
23,Jake Elliott,1.0,1.0,100.0,35,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,60.8%,24.9,13,2021,4,K,ACT,0,167,9,Memphis,PHI,philadelphia_eagles,philadelphia_eagles,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30,2003,
7,Jake Bates,2.0,2.0,100.0,58,0.0,0.0,0.0,0.0,2.0,2,2,1,12.0,12.0,92.5%,29.8,10,2021,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,cleveland_browns
14,Chase Mclaughlin,1.0,1.0,100.0,26,0.0,1.0,0.0,0.0,0.0,6,6,1,9.0,9.0,70.7%,27.1,6,2021,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
13,Cairo Santos,2.0,3.0,66.7,49,0.0,0.0,0.0,2.0,0.0,1,1,1,9.0,9.0,15.5%,21.24,12,2021,8,K,ACT,0,175,12,Tulane,CHI,chicago_bears,chicago_bears,Soldier Field,Chicago,IL,41.8623,-87.6167,Outdoor,Grass,595,1924,arizona_cardinals
11,Ka'Imi Fairbairn,2.0,3.0,66.7,54,0.0,1.0,0.0,0.0,1.0,3,3,1,11.0,11.0,65.1%,22.74,12,2021,15,K,ACT,0,183,10,UCLA,HOU,houston_texans,houston_texans,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50,2002,indianapolis_colts
21,Justin Tucker,1.0,2.0,50.0,49,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,12.5%,15.8,8,2021,,,,,,,,,,,,,,,,,,,,
12,Eddy Pineiro,2.0,2.0,100.0,53,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,1.1%,28.4,10,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,washington_commanders
8,Justin Tucker,3.0,4.0,75.0,48,0.0,0.0,1.0,2.0,0.0,2,2,1,13.0,13.0,12.5%,26.4,2,2021,,,,,,,,,,,,,,,,,,,,
18,Will Reichard,2.0,2.0,100.0,35,0.0,1.0,1.0,0.0,0.0,2,2,1,8.0,8.0,12.6%,27.1,8,2021,16,K,ACT,0,187,2,Alabama,MIN,minnesota_vikings,minnesota_vikings,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840,2016,dallas_cowboys
15,Jason Myers,2.0,2.0,100.0,50,0.0,1.0,0.0,0.0,1.0,2,2,1,10.0,10.0,9.1%,28.5,1,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,
19,Jason Myers,1.0,2.0,50.0,43,0.0,0.0,0.0,1.0,0.0,3,3,1,7.0,7.0,9.1%,15.8,16,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,
31,Eddy Pineiro,1.0,1.0,100.0,38,0.0,0.0,1.0,0.0,0.0,0,0,1,3.0,3.0,1.1%,22.8,2,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,
5,Jake Bates,2.0,2.0,100.0,57,0.0,0.0,0.0,1.0,1.0,2,4,1,11.0,11.0,92.5%,29.1,17,2021,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,
16,Cam Little,2.0,2.0,100.0,59,0.0,0.0,1.0,0.0,1.0,0,0,1,8.0,8.0,4.6%,27.0,11,2021,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,atlanta_falcons
29,Harrison Butker,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,69.5%,0.0,6,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,
1,Anders Carlson,4.0,4.0,100.0,42,0.0,1.0,1.0,2.0,0.0,2,2,1,16.0,16.0,1.0%,34.1,14,2021,17,K,ACT,77,215,2,Auburn,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,
2,Chase Mclaughlin,3.0,3.0,100.0,53,0.0,0.0,1.0,0.0,2.0,3,3,1,16.0,16.0,70.7%,33.3,5,2021,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
13,Jason Myers,2.0,2.0,100.0,50,0.0,1.0,0.0,0.0,1.0,0,0,1,8.0,8.0,9.1%,27.1,17,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,
12,Jake Bates,2.0,3.0,66.7,34,0.0,0.0,2.0,0.0,0.0,4,4,1,10.0,10.0,92.5%,21.94,16,2021,39,K,ACT,0,202,2,Arkansas,DET,detroit_lions,detroit_lions,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600,2002,seattle_seahawks
4,Chad Ryland,3.0,3.0,100.0,58,0.0,0.0,1.0,1.0,1.0,3,3,1,15.0,15.0,3.7%,32.6,16,2021,38,K,ACT,0,195,3,Maryland,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,
10,Harrison Butker,3.0,3.0,100.0,36,0.0,2.0,1.0,0.0,0.0,1,1,1,10.0,10.0,69.5%,29.3,10,2021,7,K,ACT,0,205,9,Georgia Tech,KC,kansas_city_chiefs,kansas_city_chiefs,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020,1972,
4,Brandon Aubrey,4.0,4.0,100.0,57,0.0,0.0,0.0,2.0,2.0,3,3,1,21.0,21.0,96.5%,37.5,1,2021,17,K,ACT,0,218,3,Notre Dame,DAL,dallas_cowboys,dallas_cowboys,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639,2009,tampa_bay_buccaneers
25,Cam Little,1.0,1.0,100.0,30,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,4.6%,23.5,6,2021,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,
13,Matt Gay,1.0,2.0,50.0,31,0.0,0.0,1.0,0.0,0.0,5,5,1,8.0,8.0,16.3%,16.5,16,2021,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,philadelphia_eagles
27,Daniel Carlson,1.0,4.0,25.0,27,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,15.3%,9.9,13,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,kansas_city_chiefs
27,Nick Folk,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.0%,1.4,3,2021,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
31,Matt Prater,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,0.8%,1.4,4,2021,5,K,ACT,70,195,18,UCF,ARI,arizona_cardinals,arizona_cardinals,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070,2006,
30,Cam Little,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,1.0,4.6%,0.7,9,2021,39,K,ACT,0,172,2,Arkansas,JAX,jacksonville_jaguars,jacksonville_jaguars,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16,1995,indianapolis_colts
26,Spencer Shrader,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,1.9%,2.1,11,2021,3,K,ACT,0,201,2,Notre Dame,IND,indianapolis_colts,indianapolis_colts,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700,2008,tampa_bay_buccaneers
28,Jason Sanders,1.0,1.0,100.0,34,0.0,0.0,1.0,0.0,0.0,1,1,1,4.0,4.0,45.6%,23.5,2,2021,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,buffalo_bills
13,Daniel Carlson,2.0,2.0,100.0,27,0.0,2.0,0.0,0.0,0.0,1,1,1,7.0,7.0,15.3%,26.5,14,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,
25,Ka'Imi Fairbairn,1.0,1.0,100.0,30,0.0,0.0,1.0,0.0,0.0,3,3,1,6.0,6.0,65.1%,24.9,4,2021,15,K,ACT,0,183,10,UCLA,HOU,houston_texans,houston_texans,NRG Stadium,Houston,TX,29.6847,-95.4107,Indoor,Turf,50,2002,buffalo_bills
10,Cameron Dicker,3.0,3.0,100.0,51,0.0,0.0,1.0,1.0,1.0,0,0,1,12.0,12.0,91.8%,30.5,13,2021,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
13,Cameron Dicker,2.0,2.0,100.0,37,0.0,1.0,1.0,0.0,0.0,3,3,1,9.0,9.0,91.8%,27.8,10,2021,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,minnesota_vikings
15,Matt Gay,2.0,3.0,66.7,35,0.0,0.0,2.0,0.0,0.0,3,3,1,9.0,9.0,16.3%,21.24,4,2021,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,
7,Jason Sanders,2.0,2.0,100.0,46,0.0,0.0,1.0,1.0,0.0,4,4,1,11.0,11.0,45.6%,29.1,11,2021,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,
1,Wil Lutz,5.0,5.0,100.0,54,0.0,0.0,2.0,1.0,2.0,2,2,1,22.0,22.0,34.5%,38.9,12,2021,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,
11,Tyler Bass,2.0,2.0,100.0,30,0.0,1.0,1.0,0.0,0.0,4,4,1,10.0,10.0,60.9%,28.5,7,2021,2,K,ACT,0,183,6,Georgia Southern,BUF,buffalo_bills,buffalo_bills,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600,1973,
21,Graham Gano,1.0,2.0,50.0,48,0.0,0.0,0.0,1.0,0.0,0,0,1,4.0,4.0,2.6%,13.7,14,2021,9,K,ACT,0,202,16,Florida State,NYG,new_york_giants,new_york_giants,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,dallas_cowboys
29,Jason Myers,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,3,1,2.0,2.0,9.1%,1.4,9,2021,5,K,ACT,0,190,11,Marist,SEA,seattle_seahawks,seattle_seahawks,Lumen Field,Seattle,WA,47.5952,-122.3316,Outdoor,Turf,20,2002,
2,Matthew Wright,4.0,4.0,100.0,50,0.0,0.0,2.0,1.0,1.0,1,1,1,16.0,16.0,2.1%,34.0,14,2021,37,K,ACT,0,174,4,UCF,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,buffalo_bills
29,Matt Gay,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,16.3%,0.0,14,2021,16,K,ACT,0,232,7,Utah,WAS,washington_commanders,washington_commanders,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300,1997,philadelphia_eagles
10,Austin Seibert,1.0,1.0,100.0,42,0.0,0.0,0.0,1.0,0.0,5,5,1,9.0,9.0,0.7%,27.0,3,2021,16,K,ACT,69,214,5,Oklahoma,FA,free_agent,,,,,,,,,,,
21,Wil Lutz,1.0,1.0,100.0,40,0.0,0.0,0.0,1.0,0.0,1,1,1,5.0,5.0,34.5%,24.2,6,2021,3,K,ACT,0,184,10,Georgia State,DEN,denver_broncos,denver_broncos,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280,2001,cleveland_browns
19,Spencer Shrader,2.0,2.0,100.0,45,0.0,1.0,0.0,1.0,0.0,0,0,1,7.0,7.0,1.9%,26.4,10,2021,3,K,ACT,0,201,2,Notre Dame,IND,indianapolis_colts,indianapolis_colts,Lucas Oil Stadium,Indianapolis,IN,39.7601,-86.1639,Indoor,Turf,700,2008,
20,Joey Slye,2.0,3.0,66.7,29,0.0,2.0,0.0,0.0,0.0,2,2,1,8.0,8.0,2.2%,20.74,2,2021,6,K,ACT,0,213,7,Virginia Tech,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
25,Zane Gonzalez,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,1,4.0,4.0,7.1%,2.8,16,2021,5,K,ACT,72,202,7,Arizona State,LAR,los_angeles_rams,los_angeles_rams,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
30,Graham Gano,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,2.6%,1.4,15,2021,9,K,ACT,0,202,16,Florida State,NYG,new_york_giants,new_york_giants,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3,2010,philadelphia_eagles
25,Greg Joseph,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,1,3.0,3.0,0.7%,2.3,3,2021,40,K,ACT,0,206,5,Florida Atlantic,SF,san_francisco_49ers,san_francisco_49ers,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13,2014,green_bay_packers
4,Evan Mcpherson,2.0,2.0,100.0,44,0.0,1.0,0.0,1.0,0.0,5,5,1,12.0,12.0,44.5%,29.9,9,2021,2,K,ACT,0,185,5,Florida,CIN,cincinnati_bengals,cincinnati_bengals,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482,2000,cleveland_browns
17,Chase Mclaughlin,2.0,2.0,100.0,55,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,70.7%,28.4,2,2021,4,K,ACT,0,190,7,Illinois,TB,tampa_bay_buccaneers,tampa_bay_buccaneers,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26,1998,
30,Nick Folk,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,2.0,1.0%,1.4,8,2021,6,K,ACT,73,222,17,Arizona,TEN,tennessee_titans,tennessee_titans,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476,1999,
10,Cameron Dicker,2.0,2.0,100.0,57,0.0,0.0,1.0,0.0,1.0,2,2,1,10.0,10.0,91.8%,28.4,16,2021,11,K,ACT,0,216,4,Texas,LAC,los_angeles_chargers,los_angeles_chargers,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100,2020,
29,Daniel Carlson,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,15.3%,0.0,10,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,kansas_city_chiefs
20,Eddy Pineiro,1.0,1.0,100.0,48,0.0,0.0,0.0,1.0,0.0,2,2,1,6.0,6.0,1.1%,24.9,9,2021,4,K,ACT,72,185,6,Florida,CAR,carolina_panthers,carolina_panthers,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748,1996,
27,Daniel Carlson,1.0,1.0,100.0,52,0.0,0.0,0.0,0.0,1.0,0,1,1,5.0,5.0,15.3%,24.2,15,2021,8,K,ACT,0,215,8,Auburn,LV,las_vegas_raiders,las_vegas_raiders,Allegiant Stadium,Las Vegas,NV,36.0908,-115.183,Indoor,Turf,2001,2020,
20,Brandon Mcmanus,1.0,1.0,100.0,22,0.0,1.0,0.0,0.0,0.0,2,2,1,5.0,5.0,7.8%,24.3,17,2021,17,K,ACT,0,201,12,Temple,GB,green_bay_packers,green_bay_packers,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640,1957,detroit_lions
2,Jason Sanders,3.0,3.0,100.0,50,0.0,0.0,1.0,0.0,2.0,2,2,1,15.0,15.0,45.6%,32.6,10,2021,7,K,ACT,0,195,8,New Mexico,MIA,miami_dolphins,miami_dolphins,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7,1987,
6,Chris Boswell,3.0,3.0,100.0,46,0.0,2.0,0.0,1.0,0.0,4,4,1,14.0,14.0,72.7%,32.1,7,2021,9,K,ACT,0,185,11,Rice,PIT,pittsburgh_steelers,pittsburgh_steelers,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730,2001,
