Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Score
125,Gerald Everett,48.0,63,478.0,10.0,41.0,5.0,4.0,3,20,0,2,15,117.8,7.9,0.8%,182.9
124,David Njoku,36.0,53,475.0,13.2,71.0,8.0,4.0,1,1,0,0,15,107.6,7.2,90.2%,178.39
123,Evan Engram,46.0,73,408.0,8.9,30.0,2.0,3.0,1,-3,0,1,15,102.5,6.8,87.0%,157.605
122,Dan Arnold,35.0,52,408.0,11.7,28.0,2.0,0.0,0,0,0,1,11,75.8,6.9,0.0%,144.505
121,Foster Moreau,30.0,44,373.0,12.4,44.0,6.0,3.0,0,0,0,0,15,85.3,5.7,1.4%,139.98
120,Austin Hooper,38.0,61,345.0,9.1,34.0,4.0,3.0,0,0,0,0,15,92.5,6.2,3.5%,136.445
119,Durham Smythe,34.0,41,357.0,10.5,25.0,5.0,0.0,2,3,0,0,16,70.0,4.4,0.6%,128.485
118,Albert Okwuegbunam Jr.,33.0,40,330.0,10.0,64.0,3.0,2.0,0,0,0,1,14,76.0,5.4,0.0%,128.21
117,Mo Alie-Cox,24.0,45,316.0,13.2,37.0,5.0,4.0,0,0,0,0,17,79.6,4.7,0.6%,121.34
116,Jack Doyle,29.0,43,302.0,10.4,34.0,3.0,3.0,0,0,0,0,15,79.2,5.3,2.0%,118.29000000000002
115,Anthony Firkser,34.0,43,291.0,8.6,24.0,1.0,2.0,0,0,0,1,15,73.1,4.9,0.0%,113.33
114,Jonnu Smith,28.0,45,294.0,10.5,28.0,5.0,1.0,9,40,0,0,16,67.4,4.2,90.4%,110.575
113,Ricky Seals-Jones,30.0,49,271.0,9.0,39.0,1.0,2.0,0,0,0,0,11,69.1,6.3,0.0%,107.85
112,Adam Trautman,27.0,43,263.0,9.7,32.0,2.0,2.0,0,0,0,1,11,63.3,5.8,0.7%,102.365
111,Cameron Brate,30.0,57,245.0,8.2,18.0,0.0,4.0,0,0,0,0,16,78.5,4.9,2.0%,102.28999999999999
110,Ryan Griffin,27.0,42,261.0,9.7,29.0,4.0,2.0,0,0,0,0,14,65.1,4.7,0.0%,101.86500000000001
109,Kyle Rudolph,26.0,39,257.0,9.9,60.0,3.0,1.0,0,0,0,0,15,59.7,4.0,1.0%,101.14499999999998
108,Josiah Deguara,25.0,33,245.0,9.8,62.0,3.0,2.0,0,0,0,0,14,61.5,4.4,0.0%,99.18
107,Harrison Bryant,21.0,28,233.0,11.1,41.0,4.0,3.0,0,0,0,0,15,62.3,4.2,0.1%,93.635
106,James O'Shaughnessy,24.0,34,244.0,10.2,30.0,5.0,0.0,0,0,0,0,7,50.4,7.2,0.0%,92.43
105,John Bates,20.0,25,249.0,12.5,32.0,4.0,1.0,0,0,0,0,13,50.9,3.9,0.6%,92.055
104,Hayden Hurst,26.0,31,221.0,8.5,33.0,1.0,3.0,0,0,0,1,12,64.1,5.3,0.6%,91.875
103,Geoff Swaim,31.0,40,210.0,6.8,26.0,2.0,3.0,0,0,0,0,16,70.0,4.4,0.0%,91.42999999999999
102,Will Dissly,21.0,26,231.0,11.0,39.0,5.0,1.0,0,0,0,0,13,50.1,3.9,8.0%,88.24000000000001
101,Logan Thomas,18.0,25,196.0,10.9,35.0,2.0,3.0,0,0,0,1,5,53.6,10.7,0.0%,82.49499999999999
100,Robert Tonyan,18.0,29,204.0,11.3,33.0,4.0,2.0,0,0,0,0,8,50.4,6.3,0.0%,81.335
99,Jordan Akins,24.0,33,214.0,8.9,31.0,1.0,0.0,1,3,0,2,12,41.7,3.5,1.0%,80.345
98,Marcedes Lewis,23.0,28,214.0,9.3,23.0,3.0,0.0,0,0,0,0,13,44.4,3.4,0.0%,80.225
97,Donald Parham Jr.,20.0,27,190.0,9.5,22.0,1.0,3.0,0,0,0,0,14,59.0,4.2,1.0%,79.105
96,Brevin Jordan,20.0,28,178.0,8.9,27.0,2.0,3.0,0,0,0,0,8,55.8,7.0,0.6%,76.775
