Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Score
233,Chris Olave,87.0,138,1123.0,12.9,51.0,16.0,5.0,0,0,0,0,16,231.3,14.5,87.9%,322.33500000000004
232,DK Metcalf,66.0,119,1114.0,16.9,73.0,19.0,8.0,0,0,0,0,16,225.4,14.1,95.0%,317.33500000000004
231,DeVonta Smith,81.0,112,1066.0,13.2,63.0,14.0,7.0,0,0,0,1,16,227.6,14.2,91.9%,308.03000000000003
230,Justin Jefferson,68.0,100,1074.0,15.8,52.0,25.0,5.0,1,-12,0,1,10,202.2,20.2,99.0%,304.87
229,Garrett Wilson,95.0,168,1042.0,11.0,68.0,11.0,3.0,4,0,0,2,17,213.2,12.5,95.6%,304.8
228,DeAndre Hopkins,75.0,137,1057.0,14.1,61.0,15.0,7.0,2,9,0,0,17,223.6,13.2,28.0%,303.71500000000003
227,Adam Thielen,103.0,137,1014.0,9.8,32.0,9.0,4.0,1,6,0,0,17,231.0,13.6,50.1%,297.12
226,Calvin Ridley,76.0,136,1016.0,13.4,59.0,17.0,8.0,9,23,0,0,17,229.9,13.5,86.1%,294.21
225,Chris Godwin,83.0,130,1024.0,12.3,47.0,14.0,2.0,4,38,1,0,17,209.2,12.3,89.3%,293.995
224,Jaylen Waddle,72.0,104,1014.0,14.1,60.0,12.0,4.0,3,12,0,0,14,198.6,14.2,88.0%,290.015
223,Terry McLaurin,79.0,132,1002.0,12.7,48.0,15.0,4.0,0,0,0,0,17,203.2,12.0,97.5%,288.35499999999996
222,Rashee Rice,79.0,102,938.0,11.9,67.0,10.0,7.0,1,-3,0,1,16,212.5,13.3,92.2%,275.135
221,Jordan Addison,70.0,108,911.0,13.0,62.0,15.0,10.0,1,2,0,0,17,221.3,13.0,89.2%,266.9
220,Tyler Lockett,79.0,122,894.0,11.3,37.0,9.0,5.0,0,0,0,0,17,202.4,11.9,17.8%,259.945
219,Drake London,69.0,110,905.0,13.1,45.0,17.0,2.0,0,0,0,0,16,174.4,10.9,97.6%,259.565
218,Deebo Samuel Sr.,60.0,89,892.0,14.9,54.0,15.0,7.0,37,225,5,0,15,243.7,16.2,86.5%,256.635
217,Zay Flowers,77.0,108,858.0,11.1,75.0,12.0,5.0,8,56,1,0,16,206.4,12.9,93.3%,254.31499999999997
216,Jakobi Meyers,71.0,106,807.0,11.4,33.0,8.0,8.0,4,24,2,0,16,218.6,13.7,84.5%,236.41000000000003
215,Jayden Reed,64.0,94,793.0,12.4,59.0,13.0,8.0,11,119,2,0,16,217.2,13.6,82.0%,233.71000000000004
214,Christian Kirk,57.0,85,787.0,13.8,57.0,13.0,3.0,1,6,0,2,12,150.3,12.5,47.6%,227.26999999999998
213,Courtland Sutton,59.0,90,772.0,13.1,46.0,14.0,10.0,0,0,0,3,16,190.2,11.9,91.2%,226.615
212,Josh Downs,68.0,98,771.0,11.3,59.0,10.0,2.0,0,0,0,0,17,157.1,9.2,62.6%,226.145
211,Darius Slayton,50.0,79,770.0,15.4,80.0,11.0,4.0,0,0,0,0,17,151.0,8.9,13.8%,223.41
210,Jerry Jeudy,54.0,87,758.0,14.0,47.0,10.0,2.0,0,0,0,0,16,141.8,8.9,88.8%,217.2
209,Cooper Kupp,59.0,95,737.0,12.5,62.0,10.0,5.0,1,-3,0,0,12,164.4,13.7,87.4%,216.475
208,Gabe Davis,45.0,81,746.0,16.6,57.0,12.0,7.0,1,-2,0,1,17,161.4,9.5,13.0%,215.14
207,Diontae Johnson,51.0,87,717.0,14.1,71.0,10.0,5.0,0,0,0,0,13,152.7,11.7,17.8%,209.815
206,Rashid Shaheed,46.0,75,719.0,15.6,58.0,12.0,5.0,7,37,0,1,16,155.6,9.7,66.2%,207.69
205,Tank Dell,47.0,75,709.0,15.1,68.0,10.0,7.0,11,51,0,0,11,165.0,15.0,18.8%,207.265
204,Tyler Boyd,67.0,98,667.0,10.0,64.0,6.0,2.0,2,11,0,0,17,145.8,8.6,2.0%,199.7
203,Romeo Doubs,59.0,96,674.0,11.4,36.0,7.0,8.0,0,0,0,0,17,174.4,10.3,30.4%,199.16
202,Brandin Cooks,54.0,81,657.0,12.2,37.0,11.0,8.0,5,35,0,0,16,173.2,10.8,11.6%,193.78
201,Tee Higgins,42.0,76,656.0,15.6,80.0,8.0,5.0,0,0,0,0,12,137.6,11.5,97.5%,192.34
200,Elijah Moore,59.0,104,640.0,10.8,42.0,9.0,2.0,9,11,0,2,17,132.1,7.8,7.5%,188.37
