Rank,Player,REC,TGT,Rec Yds,Y/R,LG,20+,Rec TD,ATT,Rec Yds,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
10515,Jauan Jennings,1,4,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,84.2%,SF,san_francisco_49ers,2024,5,6.85,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,San Francisco 49ers
10516,Ja'Lynn Polk,1,6,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,5.3%,NE,new_england_patriots,2024,5,6.85,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New England Patriots
10517,Bo Melton,1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,1.6%,GB,green_bay_packers,2024,5,6.35,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
10518,Elijah Moore,3,4,11,3.7,6,0,0,0,0,0,0,1,1.1,1.1,8.2%,BUF,buffalo_bills,2024,5,4.96,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Buffalo Bills
10519,Jalen Brooks,1,1,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,0.8%,DAL,dallas_cowboys,2024,5,5.35,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
10520,Chris Olave,2,4,10,5.0,6,0,0,0,0,0,0,1,1.0,1.0,88.5%,NO,new_orleans_saints,2024,5,4.55,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,New Orleans Saints
10521,Olamide Zaccheaus,1,3,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,2.1%,CHI,chicago_bears,2024,5,5.35,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
10522,Brandon Johnson,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,1.0%,PIT,pittsburgh_steelers,2024,5,4.85,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Pittsburgh Steelers
10523,Ashton Dulin,0,0,0,0.0,0,0,0,1,9,0,0,1,0.9,0.9,0.1%,IND,indianapolis_colts,2024,5,0.0,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Indianapolis Colts
10524,Xavier Legette,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,39.0%,CAR,carolina_panthers,2024,5,4.35,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Carolina Panthers
10525,Greg Dortch,1,2,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,4.6%,ARI,arizona_cardinals,2024,5,3.85,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,Arizona Cardinals
10526,Calvin Austin Iii,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,11.7%,PIT,pittsburgh_steelers,2024,5,3.35,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Pittsburgh Steelers
10527,Xavier Smith,2,2,6,3.0,11,0,0,0,0,0,0,1,0.6,0.6,0.1%,LAR,los_angeles_rams,2024,5,3.75,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Los Angeles Rams
10528,Kendrick Bourne,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,2.7%,NE,new_england_patriots,2024,5,3.35,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New England Patriots
10530,Jake Bobo,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,2.3%,SEA,seattle_seahawks,2024,5,1.85,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Seattle Seahawks
10531,Devin Duvernay,0,0,0,0.0,0,0,0,1,3,0,0,1,0.3,0.3,0.1%,CHI,chicago_bears,2024,5,0.0,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
10532,Mason Tipton,1,4,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,1.3%,NO,new_orleans_saints,2024,5,1.35,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,New Orleans Saints
10533,Parker Washington,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,7.3%,JAC,jacksonville_jaguars,2024,5,0.0,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Jacksonville Jaguars
10534,Jermaine Burton,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,7.8%,CIN,cincinnati_bengals,2024,5,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Cincinnati Bengals
10535,John Metchie Iii,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.3%,HOU,houston_texans,2024,5,0.0,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
10536,Ben Skowronek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,PIT,pittsburgh_steelers,2024,5,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Pittsburgh Steelers
10537,Alex Bachman,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LV,las_vegas_raiders,2024,5,0.0,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Las Vegas Raiders
10538,Laviska Shenault Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,BUF,buffalo_bills,2024,5,0.0,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Buffalo Bills
10539,Kj Hamler,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,BUF,buffalo_bills,2024,5,0.0,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Buffalo Bills
10540,James Proche Ii,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,TEN,tennessee_titans,2024,5,0.0,,,,,,,,,,Tennessee Titans
10541,Ihmir Smith-Marsette,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,NYG,new_york_giants,2024,5,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
10542,Kameron Johnson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,TB,tampa_bay_buccaneers,2024,5,0.0,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Tampa Bay Buccaneers
10543,Dee Williams,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NYG,new_york_giants,2024,5,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
10544,Malik Washington,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,8.5%,MIA,miami_dolphins,2024,5,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
10545,Bub Means,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.5%,NO,new_orleans_saints,2024,5,0.0,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,New Orleans Saints
10546,Ryan Flournoy,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.9%,DAL,dallas_cowboys,2024,5,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
10547,Jalen Nailor,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,5.5%,MIN,minnesota_vikings,2024,5,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
10548,Skyy Moore,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,KC,kansas_city_chiefs,2024,5,0.0,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
10549,Tyler Scott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.9%,CHI,chicago_bears,2024,5,0.0,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
10550,Tyrell Shavers,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,BUF,buffalo_bills,2024,5,0.0,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Buffalo Bills
10551,Xavier Gipson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,NYJ,new_york_jets,2024,5,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,New York Jets
10552,Irvin Charles,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,NYJ,new_york_jets,2024,5,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,New York Jets
10553,Charlie Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CIN,cincinnati_bengals,2024,5,0.0,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Cincinnati Bengals
10554,Bryce Ford-Wheaton,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,NYG,new_york_giants,2024,5,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
10555,Cedric Tillman,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,34.3%,CLE,cleveland_browns,2024,5,0.0,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Cleveland Browns
10556,Jalin Hyatt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.8%,NYG,new_york_giants,2024,5,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Giants
10557,Robert Woods,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.9%,PIT,pittsburgh_steelers,2024,5,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Pittsburgh Steelers
10559,Marquez Valdes-Scantling,0,3,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,8.2%,SEA,seattle_seahawks,2024,5,0.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Seattle Seahawks
10560,Cedrick Wilson Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,NO,new_orleans_saints,2024,5,0.0,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,New Orleans Saints
10561,Braxton Berrios,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,HOU,houston_texans,2024,5,0.0,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
10562,Trent Taylor,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SF,san_francisco_49ers,2024,5,0.0,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,San Francisco 49ers
10563,Quinton Bell,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,MIA,miami_dolphins,2024,5,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
10564,Scotty Miller,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,PIT,pittsburgh_steelers,2024,5,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Pittsburgh Steelers
10565,Cody Thompson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,TB,tampa_bay_buccaneers,2024,5,0.0,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Tampa Bay Buccaneers
10567,Trent Sherfield Sr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,DEN,denver_broncos,2024,5,0.0,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,Denver Broncos
10568,Deandre Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CLE,cleveland_browns,2024,5,0.0,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Cleveland Browns
10569,Curtis Samuel,1,4,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,8.9%,BUF,buffalo_bills,2024,5,0.35,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Buffalo Bills
10694,Charlie Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CIN,cincinnati_bengals,2024,6,0.0,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
10707,Chris Olave,1,1,5,5.0,5,0,0,0,0,0,1,1,-1.5,-1.5,88.5%,NO,new_orleans_saints,2024,6,2.75,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,New Orleans Saints
10571,Chris Godwin,11,13,125,11.4,55,2,2,0,0,0,0,1,24.5,24.5,89.6%,TB,tampa_bay_buccaneers,2024,6,43.51,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Tampa Bay Buccaneers
10572,Deebo Samuel Sr.,3,5,102,34.0,76,1,1,4,15,0,0,1,17.7,17.7,87.4%,WAS,washington_commanders,2024,6,39.85,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Washington Commanders
10573,A.J. Brown,6,9,116,19.3,40,2,1,0,0,0,0,1,17.6,17.6,99.0%,PHI,philadelphia_eagles,2024,6,38.7,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
10574,Allen Lazard,6,7,114,19.0,52,2,1,0,0,0,0,1,17.4,17.4,6.3%,NYJ,new_york_jets,2024,6,39.35,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,New York Jets
10575,Terry Mclaurin,6,7,53,8.8,14,0,2,1,0,0,0,1,17.3,17.3,97.6%,WAS,washington_commanders,2024,6,19.07,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Washington Commanders
10576,Romeo Doubs,3,4,49,16.3,20,1,2,0,0,0,0,1,16.9,16.9,30.7%,GB,green_bay_packers,2024,6,18.84,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
10577,Garrett Wilson,8,10,107,13.4,24,2,1,0,0,0,0,1,16.7,16.7,95.9%,NYJ,new_york_jets,2024,6,34.66,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,New York Jets
10580,Demario Douglas,6,9,92,15.3,35,2,1,0,0,0,0,1,15.2,15.2,23.7%,NE,new_england_patriots,2024,6,31.6,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New England Patriots
10581,Jameson Williams,3,4,76,25.3,37,2,1,1,11,0,0,1,14.7,14.7,91.4%,DET,detroit_lions,2024,6,28.24,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
10582,Diontae Johnson,6,10,78,13.0,19,0,1,0,0,0,0,1,13.8,13.8,18.1%,CLE,cleveland_browns,2024,6,25.95,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Cleveland Browns
10583,Stefon Diggs,6,7,77,12.8,26,1,1,0,0,0,0,1,13.7,13.7,84.7%,NE,new_england_patriots,2024,6,26.47,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New England Patriots
10584,Zay Flowers,9,9,132,14.7,44,2,0,1,2,0,0,1,13.4,13.4,94.5%,BAL,baltimore_ravens,2024,6,42.96,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
10585,Drake London,6,10,74,12.3,24,1,1,0,0,0,0,1,13.4,13.4,97.7%,ATL,atlanta_falcons,2024,6,25.44,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Atlanta Falcons
10586,Christian Watson,3,4,68,22.7,44,1,1,0,0,0,0,1,12.8,12.8,17.6%,GB,green_bay_packers,2024,6,26.46,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
10587,Josh Downs,7,9,66,9.4,22,1,1,1,-1,0,0,1,12.5,12.5,62.6%,IND,indianapolis_colts,2024,6,23.16,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
10588,Tyler Lockett,4,8,65,16.3,37,1,1,0,0,0,0,1,12.5,12.5,18.5%,TEN,tennessee_titans,2024,6,24.4,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Tennessee Titans
10589,Devonta Smith,3,4,64,21.3,45,1,1,0,0,0,0,1,12.4,12.4,93.6%,PHI,philadelphia_eagles,2024,6,25.34,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
10590,Kayshon Boutte,3,3,59,19.7,40,1,1,0,0,0,0,1,11.9,11.9,13.6%,NE,new_england_patriots,2024,6,23.36,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New England Patriots
10591,Tank Dell,7,9,57,8.1,20,1,1,0,0,0,0,1,11.7,11.7,18.4%,HOU,houston_texans,2024,6,20.52,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
10592,Courtland Sutton,4,6,53,13.3,20,1,1,0,0,0,0,1,11.3,11.3,92.5%,DEN,denver_broncos,2024,6,19.24,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Denver Broncos
10593,Bub Means,5,8,45,9.0,14,0,1,0,0,0,0,1,10.5,10.5,1.5%,NO,new_orleans_saints,2024,6,16.25,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,New Orleans Saints
10594,Amon-Ra St. Brown,4,4,37,9.3,16,0,1,0,0,0,0,1,9.7,9.7,99.3%,DET,detroit_lions,2024,6,14.14,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
10595,Troy Franklin,2,3,31,15.5,29,1,1,1,5,0,0,1,9.6,9.6,14.1%,DEN,denver_broncos,2024,6,14.28,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Denver Broncos
10596,Michael Pittman Jr.,3,5,35,11.7,16,0,1,0,0,0,0,1,9.5,9.5,73.0%,IND,indianapolis_colts,2024,6,13.66,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Indianapolis Colts
10597,Ceedee Lamb,7,14,89,12.7,27,1,0,1,2,0,0,1,9.1,9.1,98.7%,DAL,dallas_cowboys,2024,6,29.4,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Dallas Cowboys
10598,Jayden Reed,6,6,28,4.7,7,0,1,1,0,0,0,1,8.8,8.8,84.4%,GB,green_bay_packers,2024,6,11.0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Green Bay Packers
10599,Xavier Legette,3,4,23,7.7,13,0,1,0,0,0,0,1,8.3,8.3,39.0%,CAR,carolina_panthers,2024,6,9.76,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Carolina Panthers
10600,Michael Wilson,2,4,21,10.5,18,0,1,0,0,0,0,1,8.1,8.1,17.2%,ARI,arizona_cardinals,2024,6,9.82,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Arizona Cardinals
10601,Kristian Wilkerson,2,3,18,9.0,9,0,1,0,0,0,0,1,7.8,7.8,1.0%,BUF,buffalo_bills,2024,6,7.95,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
10602,Devaughn Vele,4,6,78,19.5,37,2,0,0,0,0,0,1,7.8,7.8,7.9%,DEN,denver_broncos,2024,6,27.72,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Denver Broncos
10603,Tee Higgins,7,7,77,11.0,24,1,0,0,0,0,0,1,7.7,7.7,97.6%,CIN,cincinnati_bengals,2024,6,25.85,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
10604,Kalif Raymond,4,6,73,18.3,38,1,0,0,0,0,0,1,7.3,7.3,1.4%,DET,detroit_lions,2024,6,26.3,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
10605,Rashid Shaheed,1,7,11,11.0,11,0,0,1,2,0,0,1,7.3,7.3,67.5%,NO,new_orleans_saints,2024,6,5.85,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,New Orleans Saints
10606,Ja'Marr Chase,5,6,72,14.4,33,1,0,0,0,0,0,1,7.2,7.2,99.3%,CIN,cincinnati_bengals,2024,6,25.31,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
10607,Rashod Bateman,4,4,71,17.8,23,1,0,0,0,0,0,1,7.1,7.1,43.3%,BAL,baltimore_ravens,2024,6,24.22,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
10608,Nick Westbrook-Ikhine,1,2,9,9.0,9,0,1,0,0,0,0,1,6.9,6.9,6.0%,MIA,miami_dolphins,2024,6,5.35,,,,,,,,,,Miami Dolphins
10609,Mack Hollins,1,2,8,8.0,8,0,1,0,0,0,0,1,6.8,6.8,2.8%,NE,new_england_patriots,2024,6,4.85,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New England Patriots
10610,Tim Patrick,3,3,68,22.7,42,1,0,0,0,0,0,1,6.8,6.8,3.0%,DET,detroit_lions,2024,6,25.76,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
10611,Noah Brown,4,8,58,14.5,28,1,0,0,0,0,0,1,5.8,5.8,3.4%,WAS,washington_commanders,2024,6,20.98,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Washington Commanders
10612,Darius Slayton,6,11,57,9.5,15,0,0,0,0,0,0,1,5.7,5.7,14.8%,NYG,new_york_giants,2024,6,19.27,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,New York Giants
10613,Sterling Shepard,3,4,23,7.7,9,0,0,4,31,0,0,1,5.4,5.4,1.0%,TB,tampa_bay_buccaneers,2024,6,8.86,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,Tampa Bay Buccaneers
10614,Deandre Hopkins,4,6,54,13.5,23,1,0,0,0,0,0,1,5.4,5.4,27.9%,BAL,baltimore_ravens,2024,6,19.33,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
10615,George Pickens,3,8,53,17.7,31,1,0,0,0,0,0,1,5.3,5.3,91.5%,DAL,dallas_cowboys,2024,6,20.16,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Dallas Cowboys
10616,Jaxon Smith-Njigba,5,9,53,10.6,19,0,0,0,0,0,0,1,5.3,5.3,97.1%,SEA,seattle_seahawks,2024,6,18.49,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Seattle Seahawks
10617,Wan'Dale Robinson,5,11,50,10.0,15,0,0,0,0,0,0,1,5.0,5.0,30.0%,NYG,new_york_giants,2024,6,17.25,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,New York Giants
10618,Dk Metcalf,3,11,48,16.0,30,1,0,0,0,0,0,1,4.8,4.8,95.4%,PIT,pittsburgh_steelers,2024,6,18.55,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
10619,Simi Fehoko,2,4,44,22.0,30,1,0,0,0,0,0,1,4.4,4.4,1.0%,ARI,arizona_cardinals,2024,6,18.1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,Arizona Cardinals
10620,Curtis Samuel,3,4,44,14.7,38,1,0,0,0,0,0,1,4.4,4.4,8.9%,BUF,buffalo_bills,2024,6,18.16,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
10621,Jalen Tolbert,4,5,43,10.8,26,1,0,0,0,0,0,1,4.3,4.3,16.5%,DAL,dallas_cowboys,2024,6,16.47,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Dallas Cowboys
10622,Ladd Mcconkey,4,8,43,10.8,15,0,0,0,0,0,0,1,4.3,4.3,98.1%,LAC,los_angeles_chargers,2024,6,15.27,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Chargers
10624,Rome Odunze,2,2,40,20.0,28,1,0,0,0,0,0,1,4.0,4.0,88.3%,CHI,chicago_bears,2024,6,16.6,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
10625,Laviska Shenault Jr.,0,0,0,0.0,0,0,0,0,0,0,1,1,4.0,4.0,0.1%,BUF,buffalo_bills,2024,6,-0.1,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
10626,Christian Kirk,3,6,39,13.0,15,0,0,0,0,0,0,1,3.9,3.9,46.2%,HOU,houston_texans,2024,6,14.25,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,Houston Texans
