Rank,Player,Team Name,Score,FPTS,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,G,ROST,week,year
162,Jake Elliott,Philadelphia Eagles,28.5,10.0,2,2,100.0,38,0,1,1,0,0,4,4,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,1,2024
163,Jason Myers,Seattle Seahawks,28.5,10.0,2,2,100.0,50,0,1,0,0,1,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,1,2024
67,Dustin Hopkins,Cleveland Browns,31.2,13.0,3,3,100.0,53,0,0,1,1,1,1,1,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,2,2024
131,Will Reichard,Minnesota Vikings,30.0,11.0,3,3,100.0,39,0,2,1,0,0,2,2,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,12.2%,2,2024
240,Tyler Bass,Buffalo Bills,16.5,8.0,1,2,50.0,43,0,0,0,1,0,4,4,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,2,2024
506,Graham Gano,New York Giants,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,2.6%,2,2024
239,Joey Slye,Tennessee Titans,20.74,8.0,2,3,66.7,29,0,2,0,0,0,2,2,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.1%,2,2024
164,Cameron Dicker,Los Angeles Chargers,28.4,10.0,2,2,100.0,46,0,0,0,2,0,2,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,91.8%,2,2024
165,Younghoe Koo,Atlanta Falcons,29.2,10.0,3,3,100.0,39,0,1,2,0,0,1,1,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,2,2024
166,Jake Bates,Detroit Lions,29.2,10.0,3,3,100.0,35,0,1,2,0,0,1,1,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,92.8%,2,2024
167,Harrison Butker,Kansas City Chiefs,28.4,10.0,2,2,100.0,51,1,0,0,0,1,2,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,2,2024
168,Chase Mclaughlin,Tampa Bay Buccaneers,28.4,10.0,2,2,100.0,55,0,0,1,0,1,2,2,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,2,2024
238,Blake Grupe,New Orleans Saints,26.4,8.0,1,1,100.0,26,0,1,0,0,0,5,6,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,3.3%,2,2024
362,Jake Moody,San Francisco 49ers,24.2,5.0,1,1,100.0,31,0,0,1,0,0,2,2,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,12.5%,2,2024
199,Chris Boswell,Pittsburgh Steelers,27.8,9.0,2,2,100.0,53,0,1,0,0,1,1,1,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,2,2024
399,Jason Sanders,Miami Dolphins,23.5,4.0,1,1,100.0,34,0,0,1,0,0,1,1,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,44.9%,2,2024
94,Jason Myers,Seattle Seahawks,30.5,12.0,3,3,100.0,44,0,0,2,1,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,2,2024
400,Joshua Karty,Los Angeles Rams,23.6,4.0,1,1,100.0,29,0,1,0,0,0,1,1,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,12.3%,2,2024
401,Matt Gay,Washington Commanders,13.7,4.0,1,2,50.0,34,0,0,1,0,0,1,1,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,2,2024
29,Evan Mcpherson,Cincinnati Bengals,34.1,16.0,4,4,100.0,53,0,1,1,1,1,1,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,44.3%,2,2024
23,Brandon Aubrey,Dallas Cowboys,34.7,17.0,4,4,100.0,52,0,0,1,2,1,1,1,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,96.8%,2,2024
318,Wil Lutz,Denver Broncos,25.7,6.0,2,2,100.0,35,0,1,1,0,0,0,0,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,34.5%,2,2024
284,Jake Elliott,Philadelphia Eagles,26.5,7.0,2,2,100.0,29,0,2,0,0,0,1,1,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,60.9%,2,2024
18,Daniel Carlson,Las Vegas Raiders,35.5,18.0,4,4,100.0,53,0,1,1,0,2,2,2,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,2,2024
132,Cairo Santos,Chicago Bears,29.1,11.0,2,2,100.0,54,0,0,0,0,2,1,1,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,15.2%,2,2024
12,Ka'Imi Fairbairn,Houston Texans,36.8,20.0,4,4,100.0,59,0,0,0,1,3,1,1,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,2,2024
283,Cam Little,Jacksonville Jaguars,20.04,7.0,2,3,66.7,25,0,2,0,0,0,1,1,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,4.9%,2,2024
485,Jake Elliott,Philadelphia Eagles,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,3,2024
462,Daniel Carlson,Las Vegas Raiders,1.6,2.0,0,1,0.0,0,0,0,0,0,0,2,2,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,1,14.9%,3,2024
439,Greg Joseph,San Francisco 49ers,2.3,3.0,0,1,0.0,0,0,0,0,0,0,3,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,0.7%,3,2024
438,Jason Sanders,Miami Dolphins,13.1,3.0,1,2,50.0,23,0,1,0,0,0,0,0,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,44.9%,3,2024
437,Matt Gay,Washington Commanders,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,3,2024
507,Graham Gano,New York Giants,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.6%,3,2024
96,Tyler Bass,Buffalo Bills,29.9,12.0,2,2,100.0,43,0,1,0,1,0,5,6,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,3,2024
133,Brandon Aubrey,Dallas Cowboys,29.1,11.0,2,2,100.0,65,0,0,0,0,2,1,1,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,96.8%,3,2024
285,Younghoe Koo,Atlanta Falcons,25.6,7.0,1,1,100.0,54,0,0,0,0,1,2,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,21.9%,3,2024
403,Cameron Dicker,Los Angeles Chargers,23.6,4.0,1,1,100.0,28,0,1,0,0,0,1,1,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,91.8%,3,2024
402,Joey Slye,Tennessee Titans,23.5,4.0,1,1,100.0,44,0,0,0,1,0,0,0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,2.1%,3,2024
95,Will Reichard,Minnesota Vikings,29.8,12.0,2,2,100.0,58,0,0,1,0,1,4,4,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,12.2%,3,2024
461,Jake Bates,Detroit Lions,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,3,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,92.8%,3,2024
242,Jason Myers,Seattle Seahawks,16.5,8.0,1,2,50.0,56,0,0,0,0,1,3,3,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,3,2024
484,Dustin Hopkins,Cleveland Browns,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,2.2%,3,2024
200,Evan Mcpherson,Cincinnati Bengals,21.34,9.0,2,3,66.7,31,0,1,1,0,0,3,3,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,44.3%,3,2024
201,Joshua Karty,Los Angeles Rams,27.7,9.0,2,2,100.0,37,0,0,2,0,0,3,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,12.3%,3,2024
30,Wil Lutz,Denver Broncos,34.0,16.0,4,4,100.0,43,0,0,2,2,0,2,2,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,3,2024
363,Cam Little,Jacksonville Jaguars,24.2,5.0,1,1,100.0,41,0,0,0,1,0,1,1,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,4.9%,3,2024
241,Chris Boswell,Pittsburgh Steelers,20.54,8.0,2,3,66.7,38,0,0,2,0,0,2,2,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,3,2024
68,Harrison Butker,Kansas City Chiefs,31.3,13.0,3,3,100.0,53,0,1,0,1,1,1,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,3,2024
319,Blake Grupe,New Orleans Saints,25.6,6.0,2,2,100.0,38,0,0,2,0,0,0,0,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,3.3%,3,2024
320,Cairo Santos,Chicago Bears,15.1,6.0,1,2,50.0,53,0,0,0,0,1,1,1,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,15.2%,3,2024
486,Chase Mclaughlin,Tampa Bay Buccaneers,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,70.7%,3,2024
321,Jake Moody,San Francisco 49ers,15.2,6.0,1,2,50.0,26,0,1,0,0,0,3,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,12.5%,3,2024
487,Ka'Imi Fairbairn,Houston Texans,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,65.3%,3,2024
135,Joey Slye,Tennessee Titans,29.1,11.0,2,2,100.0,63,0,0,0,0,2,1,1,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,2.1%,4,2024
324,Cameron Dicker,Los Angeles Chargers,15.1,6.0,1,2,50.0,50,0,0,0,0,1,1,1,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,91.8%,4,2024
323,Dustin Hopkins,Cleveland Browns,24.9,6.0,1,1,100.0,56,0,0,0,0,1,1,2,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,2.2%,4,2024
44,Joshua Karty,Los Angeles Rams,29.6,15.0,4,5,80.0,52,0,1,1,1,1,0,0,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,12.3%,4,2024
69,Jake Moody,San Francisco 49ers,31.4,13.0,3,3,100.0,41,0,2,0,1,0,3,3,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,12.5%,4,2024
70,Evan Mcpherson,Cincinnati Bengals,30.5,13.0,2,2,100.0,56,0,0,0,1,1,4,4,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,44.3%,4,2024
365,Harrison Butker,Kansas City Chiefs,14.4,5.0,1,2,50.0,37,0,0,1,0,0,2,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,4,2024
287,Cairo Santos,Chicago Bears,25.6,7.0,1,1,100.0,40,0,0,0,1,0,3,3,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,4,2024
286,Will Reichard,Minnesota Vikings,25.6,7.0,1,1,100.0,33,0,0,1,0,0,4,4,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,12.2%,4,2024
364,Wil Lutz,Denver Broncos,14.4,5.0,1,2,50.0,47,0,0,0,1,0,1,1,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,4,2024
203,Matt Gay,Washington Commanders,21.24,9.0,2,3,66.7,35,0,0,2,0,0,3,3,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,4,2024
202,Jason Sanders,Miami Dolphins,27.7,9.0,2,2,100.0,56,0,0,0,1,1,0,0,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,44.9%,4,2024
326,Ka'Imi Fairbairn,Houston Texans,24.9,6.0,1,1,100.0,30,0,0,1,0,0,3,3,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,4,2024
325,Jake Bates,Detroit Lions,4.2,6.0,0,0,0.0,0,0,0,0,0,0,6,6,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,92.8%,4,2024
169,Daniel Carlson,Las Vegas Raiders,28.4,10.0,2,2,100.0,52,0,0,1,0,1,2,2,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,4,2024
243,Chris Boswell,Pittsburgh Steelers,26.3,8.0,1,1,100.0,50,0,0,0,0,1,3,3,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,72.7%,4,2024
440,Jason Myers,Seattle Seahawks,2.3,3.0,0,1,0.0,0,0,0,0,0,0,3,3,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,8.6%,4,2024
14,Greg Joseph,San Francisco 49ers,36.9,19.0,5,5,100.0,52,0,1,1,2,1,0,0,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,0.7%,4,2024
13,Younghoe Koo,Atlanta Falcons,36.8,20.0,4,4,100.0,58,0,0,0,2,2,2,2,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,4,2024
134,Cam Little,Jacksonville Jaguars,29.1,11.0,2,2,100.0,52,0,0,0,1,1,2,2,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,4.9%,4,2024
136,Chase Mclaughlin,Tampa Bay Buccaneers,29.2,11.0,2,2,100.0,52,0,1,0,0,1,3,4,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,4,2024
137,Brandon Aubrey,Dallas Cowboys,22.64,11.0,2,3,66.7,60,0,0,0,1,1,2,2,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,96.8%,4,2024
288,Blake Grupe,New Orleans Saints,25.6,7.0,1,1,100.0,43,0,0,0,1,0,3,3,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,3.3%,4,2024
463,Jake Elliott,Philadelphia Eagles,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,60.9%,4,2024
322,Tyler Bass,Buffalo Bills,15.1,6.0,1,2,50.0,50,0,0,0,0,1,1,1,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,61.0%,4,2024
404,Joey Slye,Tennessee Titans,13.7,4.0,1,2,50.0,38,0,0,1,0,0,1,1,,,,,,,,,,1,2.1%,5,2024
405,Evan Mcpherson,Cincinnati Bengals,3.0,4.0,0,1,0.0,0,0,0,0,0,0,4,4,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,44.3%,5,2024
366,Daniel Carlson,Las Vegas Raiders,24.2,5.0,1,1,100.0,40,0,0,0,1,0,1,1,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,14.9%,5,2024
55,Harrison Butker,Kansas City Chiefs,29.0,14.0,4,5,80.0,38,0,2,2,0,0,2,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,5,2024
244,Jake Moody,San Francisco 49ers,27.2,8.0,2,2,100.0,28,0,2,0,0,0,2,2,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,12.5%,5,2024
245,Tyler Bass,Buffalo Bills,27.0,8.0,2,2,100.0,38,0,0,2,0,0,2,2,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,61.0%,5,2024
56,Cam Little,Jacksonville Jaguars,32.0,14.0,3,3,100.0,49,0,1,1,1,0,4,4,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,1,4.9%,5,2024
71,Wil Lutz,Denver Broncos,30.5,13.0,2,2,100.0,51,0,0,0,1,1,4,4,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,5,2024
328,Chris Boswell,Pittsburgh Steelers,24.9,6.0,1,1,100.0,41,0,0,0,1,0,2,2,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,72.7%,5,2024
489,Joshua Karty,Los Angeles Rams,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,2,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,12.3%,5,2024
488,Blake Grupe,New Orleans Saints,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,3.3%,5,2024
170,Matt Gay,Washington Commanders,28.4,10.0,2,2,100.0,37,0,0,2,0,0,4,4,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,15.7%,5,2024
171,Brandon Aubrey,Dallas Cowboys,21.94,10.0,2,3,66.7,55,0,0,1,0,1,2,2,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,96.8%,5,2024
172,Jason Myers,Seattle Seahawks,21.94,10.0,2,3,66.7,48,0,0,0,2,0,2,2,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,8.6%,5,2024
33,Ka'Imi Fairbairn,Houston Texans,33.3,16.0,3,3,100.0,59,0,0,0,1,2,2,2,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,5,2024
97,Jason Sanders,Miami Dolphins,25.7,12.0,3,4,75.0,54,0,0,1,1,1,0,0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,5,2024
32,Will Reichard,Minnesota Vikings,33.3,16.0,3,3,100.0,54,0,0,0,1,2,2,2,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,12.2%,5,2024
138,Chad Ryland,Arizona Cardinals,25.0,11.0,3,4,75.0,42,0,0,2,1,0,1,1,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,3.7%,5,2024
31,Chase Mclaughlin,Tampa Bay Buccaneers,33.3,16.0,3,3,100.0,53,0,0,1,0,2,3,3,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,70.7%,5,2024
204,Dustin Hopkins,Cleveland Browns,27.7,9.0,2,2,100.0,51,0,0,1,0,1,1,1,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,1,2.2%,5,2024
139,Greg Joseph,San Francisco 49ers,29.9,11.0,3,3,100.0,38,0,1,2,0,0,2,2,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,0.7%,5,2024
24,Younghoe Koo,Atlanta Falcons,26.4,17.0,3,5,60.0,54,0,0,0,1,2,3,3,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,5,2024
327,Cairo Santos,Chicago Bears,24.9,6.0,1,1,100.0,33,0,0,1,0,0,3,4,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,5,2024
406,Cam Little,Jacksonville Jaguars,23.5,4.0,1,1,100.0,30,0,0,1,0,0,1,1,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,4.9%,6,2024
25,Chris Boswell,Pittsburgh Steelers,34.7,17.0,4,4,100.0,52,0,0,2,1,1,2,2,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,6,2024
441,Joey Slye,Tennessee Titans,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,2.1%,6,2024
15,Jake Bates,Detroit Lions,36.1,19.0,4,4,100.0,48,0,0,2,2,0,5,5,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,92.8%,6,2024
205,Chase Mclaughlin,Tampa Bay Buccaneers,27.1,9.0,1,1,100.0,26,0,1,0,0,0,6,6,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,6,2024
174,Jake Elliott,Philadelphia Eagles,21.94,10.0,2,3,66.7,49,0,0,0,2,0,2,2,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,6,2024
99,Dustin Hopkins,Cleveland Browns,25.7,12.0,3,4,75.0,49,0,0,1,2,0,1,1,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,2.2%,6,2024
173,Blake Grupe,New Orleans Saints,28.5,10.0,2,2,100.0,42,0,1,0,1,0,3,3,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,3.3%,6,2024
100,Younghoe Koo,Atlanta Falcons,30.6,12.0,3,3,100.0,35,0,1,2,0,0,3,3,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,6,2024
490,Greg Joseph,San Francisco 49ers,1.1,1.0,0,2,0.0,0,0,0,0,0,0,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,0.7%,6,2024
72,Matthew Wright,Carolina Panthers,31.3,13.0,3,3,100.0,41,0,1,1,1,0,3,3,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,2.2%,6,2024
247,Matt Gay,Washington Commanders,27.2,8.0,2,2,100.0,26,0,2,0,0,0,2,2,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,15.7%,6,2024
329,Jason Myers,Seattle Seahawks,25.0,6.0,1,1,100.0,20,0,1,0,0,0,3,3,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,8.6%,6,2024
101,Ka'Imi Fairbairn,Houston Texans,23.34,12.0,2,3,66.7,46,0,0,1,1,0,5,5,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,6,2024
102,Brandon Aubrey,Dallas Cowboys,30.5,12.0,3,3,100.0,50,0,0,1,1,1,0,0,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,96.8%,6,2024
367,Wil Lutz,Denver Broncos,24.2,5.0,1,1,100.0,40,0,0,0,1,0,1,1,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,34.5%,6,2024
368,Cairo Santos,Chicago Bears,3.7,5.0,0,1,0.0,0,0,0,0,0,0,5,5,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,6,2024
369,Evan Mcpherson,Cincinnati Bengals,24.2,5.0,1,1,100.0,37,0,0,1,0,0,2,2,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,44.3%,6,2024
246,Chad Ryland,Arizona Cardinals,27.0,8.0,2,2,100.0,40,0,0,1,1,0,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,3.7%,6,2024
98,Cameron Dicker,Los Angeles Chargers,30.6,12.0,3,3,100.0,46,0,1,1,1,0,2,2,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,91.8%,6,2024
370,Tyler Bass,Buffalo Bills,14.5,5.0,1,2,50.0,22,0,1,0,0,0,2,3,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,6,2024
491,Daniel Carlson,Las Vegas Raiders,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,14.9%,6,2024
