Rank,Player,Team Name,Score,FPTS,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,G,ROST,week,year
423,Chris Boswell,Pittsburgh Steelers,13.8,4.0,1,2,50.0,29,0,1,0,0,0,1,1,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,72.7%,13,2023
424,Blake Grupe,New Orleans Saints,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,3.3%,13,2023
287,Harrison Butker,Kansas City Chiefs,26.3,7.0,2,2,100.0,34,0,0,2,0,0,1,1,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,69.3%,13,2023
384,Wil Lutz,Denver Broncos,24.2,5.0,1,1,100.0,34,0,0,1,0,0,2,2,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,34.5%,13,2023
383,Jason Myers,Seattle Seahawks,3.7,5.0,0,1,0.0,0,0,0,0,0,0,5,5,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,8.6%,13,2023
243,Younghoe Koo,Atlanta Falcons,27.1,8.0,2,2,100.0,42,0,1,0,1,0,1,1,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,13,2023
288,Jake Elliott,Philadelphia Eagles,26.4,7.0,2,2,100.0,39,0,1,1,0,0,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,60.9%,13,2023
335,Jake Moody,San Francisco 49ers,4.2,6.0,0,0,0.0,0,0,0,0,0,0,6,6,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,12.5%,13,2023
44,Brandon Aubrey,Dallas Cowboys,33.3,15.0,4,4,100.0,38,0,0,4,0,0,3,3,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,96.8%,13,2023
450,Chase Mclaughlin,Tampa Bay Buccaneers,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,13,2023
500,Chad Ryland,Arizona Cardinals,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,3.7%,13,2023
246,Tyler Bass,Buffalo Bills,27.0,8.0,2,2,100.0,39,0,0,2,0,0,2,2,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,14,2023
127,Chase Mclaughlin,Tampa Bay Buccaneers,29.1,11.0,2,2,100.0,55,0,0,1,0,1,3,3,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,14,2023
385,Jason Myers,Seattle Seahawks,24.2,5.0,1,1,100.0,40,0,0,0,1,0,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,8.6%,14,2023
387,Harrison Butker,Kansas City Chiefs,24.3,5.0,1,1,100.0,27,0,1,0,0,0,2,2,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,69.3%,14,2023
386,Younghoe Koo,Atlanta Falcons,11.36,5.0,1,3,33.3,20,0,1,0,0,0,2,2,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,21.9%,14,2023
501,Matt Gay,Washington Commanders,0.2,0.0,0,1,0.0,0,0,0,0,0,0,0,1,,,,,,,,,,1,15.7%,14,2023
502,Daniel Carlson,Las Vegas Raiders,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,14.9%,14,2023
128,Cairo Santos,Chicago Bears,30.0,11.0,3,3,100.0,46,0,2,0,1,0,1,2,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,14,2023
453,Greg Joseph,San Francisco 49ers,13.0,3.0,1,2,50.0,36,0,0,1,0,0,0,0,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,0.7%,14,2023
489,Cameron Dicker,Los Angeles Chargers,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,91.8%,14,2023
166,Jake Elliott,Philadelphia Eagles,28.4,10.0,2,2,100.0,52,0,0,0,1,1,1,1,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,60.9%,14,2023
167,Evan Mcpherson,Cincinnati Bengals,28.4,10.0,2,2,100.0,35,0,0,2,0,0,4,4,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,44.3%,14,2023
4,Brandon Aubrey,Dallas Cowboys,38.2,22.0,4,4,100.0,60,0,0,0,1,3,3,3,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,96.8%,14,2023
199,Jason Sanders,Miami Dolphins,21.34,9.0,2,3,66.7,31,0,1,1,0,0,3,3,Nissan Stadium,Outdoor,Grass,476.0,1999.0,Nashville,TN,36.1665,-86.7713,1,44.9%,14,2023
451,Chad Ryland,Arizona Cardinals,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,,,,,,,,,,1,3.7%,14,2023
452,Brandon Mcmanus,Green Bay Packers,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,7.7%,14,2023
425,Jake Moody,San Francisco 49ers,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,12.5%,14,2023
426,Blake Grupe,New Orleans Saints,3.0,4.0,0,1,0.0,0,0,0,0,0,0,4,4,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,3.3%,14,2023
200,Dustin Hopkins,Cleveland Browns,27.0,9.0,1,1,100.0,55,0,0,0,0,1,4,4,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,14,2023
338,Wil Lutz,Denver Broncos,25.0,6.0,1,1,100.0,23,0,1,0,0,0,3,3,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,14,2023
337,Chris Boswell,Pittsburgh Steelers,24.9,6.0,1,1,100.0,56,0,0,0,0,1,1,1,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,1,72.7%,14,2023
491,Younghoe Koo,Atlanta Falcons,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Bank of America Stadium,Outdoor,Grass,748.0,1996.0,Charlotte,NC,35.2258,-80.8528,1,21.9%,15,2023
202,Evan Mcpherson,Cincinnati Bengals,27.8,9.0,2,2,100.0,34,0,1,1,0,0,3,3,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,1,44.3%,15,2023
130,Harrison Butker,Kansas City Chiefs,22.74,11.0,2,3,66.7,54,0,1,0,0,1,3,3,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,15,2023
289,Tyler Bass,Buffalo Bills,25.7,7.0,1,1,100.0,23,0,1,0,0,0,4,4,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,15,2023
389,Wil Lutz,Denver Broncos,24.3,5.0,1,1,100.0,23,0,1,0,0,0,2,2,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,34.5%,15,2023
129,Chase Mclaughlin,Tampa Bay Buccaneers,29.1,11.0,2,2,100.0,46,0,0,1,1,0,4,4,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,15,2023
492,Chris Boswell,Pittsburgh Steelers,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,2,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,72.7%,15,2023
390,Chad Ryland,Arizona Cardinals,14.5,5.0,1,2,50.0,25,0,1,0,0,0,2,2,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,3.7%,15,2023
340,Greg Joseph,San Francisco 49ers,24.9,6.0,1,1,100.0,39,0,0,1,0,0,3,3,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,0.7%,15,2023
339,Cairo Santos,Chicago Bears,24.9,6.0,1,1,100.0,41,0,0,0,1,0,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,15.2%,15,2023
203,Daniel Carlson,Las Vegas Raiders,6.3,9.0,0,0,0.0,0,0,0,0,0,0,9,9,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,15,2023
388,Jake Elliott,Philadelphia Eagles,24.3,5.0,1,1,100.0,27,0,1,0,0,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,60.9%,15,2023
201,Jason Myers,Seattle Seahawks,27.8,9.0,2,2,100.0,43,0,1,0,1,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,15,2023
168,Jake Moody,San Francisco 49ers,27.7,10.0,1,1,100.0,43,0,0,0,1,0,6,6,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,12.5%,15,2023
101,Jason Sanders,Miami Dolphins,30.6,12.0,3,3,100.0,37,0,1,2,0,0,3,3,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,15,2023
427,Brandon Aubrey,Dallas Cowboys,23.5,4.0,1,1,100.0,32,0,0,1,0,0,1,1,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,96.8%,15,2023
472,Joey Slye,Tennessee Titans,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,3,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,2.1%,15,2023
490,Brandon Mcmanus,Green Bay Packers,1.1,1.0,0,2,0.0,0,0,0,0,0,0,1,1,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,7.7%,15,2023
454,Cameron Dicker,Los Angeles Chargers,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,91.8%,15,2023
75,Matt Gay,Washington Commanders,23.7,13.0,3,5,60.0,42,0,1,1,1,0,3,3,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,15.7%,15,2023
248,Blake Grupe,New Orleans Saints,26.3,8.0,1,1,100.0,50,0,0,0,0,1,3,3,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,3.3%,15,2023
27,Ka'Imi Fairbairn,Houston Texans,34.9,17.0,4,4,100.0,54,0,2,0,0,2,1,1,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,15,2023
247,Dustin Hopkins,Cleveland Browns,27.0,8.0,2,2,100.0,34,0,0,2,0,0,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,15,2023
60,Chase Mclaughlin,Tampa Bay Buccaneers,32.0,14.0,3,3,100.0,51,0,1,1,0,1,3,3,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,16,2023
28,Jake Elliott,Philadelphia Eagles,34.9,17.0,4,4,100.0,44,0,2,0,2,0,3,3,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,1,60.9%,16,2023
455,Evan Mcpherson,Cincinnati Bengals,22.8,3.0,1,1,100.0,35,0,0,1,0,0,0,0,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,44.3%,16,2023
5,Jason Sanders,Miami Dolphins,39.0,22.0,5,5,100.0,57,0,1,1,0,3,1,1,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,16,2023
249,Jason Myers,Seattle Seahawks,27.2,8.0,2,2,100.0,28,0,2,0,0,0,2,2,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,8.6%,16,2023
7,Cameron Dicker,Los Angeles Chargers,38.3,21.0,5,5,100.0,53,0,1,0,3,1,1,1,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,91.8%,16,2023
473,Harrison Butker,Kansas City Chiefs,1.6,2.0,0,1,0.0,0,0,0,0,0,0,2,2,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,69.3%,16,2023
474,Blake Grupe,New Orleans Saints,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,3.3%,16,2023
11,Younghoe Koo,Atlanta Falcons,37.0,19.0,5,5,100.0,47,0,2,1,2,0,2,2,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,1,21.9%,16,2023
102,Chris Boswell,Pittsburgh Steelers,29.8,12.0,2,2,100.0,50,0,0,1,0,1,4,4,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,16,2023
475,Dustin Hopkins,Cleveland Browns,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,2.2%,16,2023
503,Brandon Mcmanus,Green Bay Packers,0.2,0.0,0,1,0.0,0,0,0,0,0,0,0,0,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,16,2023
476,Ka'Imi Fairbairn,Houston Texans,1.4,2.0,0,0,0.0,0,0,0,0,0,0,2,2,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,1,65.3%,16,2023
170,Cairo Santos,Chicago Bears,28.5,10.0,2,2,100.0,49,0,1,0,1,0,3,3,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,16,2023
169,Chad Ryland,Arizona Cardinals,21.94,10.0,2,3,66.7,56,0,0,1,0,1,2,3,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,3.7%,16,2023
429,Matt Gay,Washington Commanders,23.5,4.0,1,1,100.0,33,0,0,1,0,0,1,1,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,1,15.7%,16,2023
428,Joey Slye,Tennessee Titans,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,2.1%,16,2023
493,Wil Lutz,Denver Broncos,0.9,1.0,0,1,0.0,0,0,0,0,0,0,1,1,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,1,34.5%,16,2023
341,Jake Moody,San Francisco 49ers,24.9,6.0,1,1,100.0,45,0,0,0,1,0,2,2,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,12.5%,16,2023
342,Greg Joseph,San Francisco 49ers,25.0,6.0,1,1,100.0,26,0,1,0,0,0,3,3,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,0.7%,16,2023
343,Tyler Bass,Buffalo Bills,25.0,6.0,1,1,100.0,29,0,1,0,0,0,3,3,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,16,2023
344,Daniel Carlson,Las Vegas Raiders,25.7,6.0,2,2,100.0,35,0,1,1,0,0,0,0,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,1,14.9%,16,2023
204,Brandon Aubrey,Dallas Cowboys,27.7,9.0,2,2,100.0,43,0,0,1,1,0,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,96.8%,16,2023
61,Brandon Mcmanus,Green Bay Packers,32.8,14.0,4,4,100.0,35,0,2,2,0,0,2,2,Lambeau Field,Outdoor,Grass,640.0,1957.0,Green Bay,WI,44.5013,-88.0622,1,7.7%,17,2023
250,Jake Elliott,Philadelphia Eagles,26.3,8.0,1,1,100.0,43,0,0,0,1,0,4,4,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,60.9%,17,2023
131,Wil Lutz,Denver Broncos,25.1,11.0,3,4,75.0,43,0,1,1,1,0,1,1,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,34.5%,17,2023
2,Harrison Butker,Kansas City Chiefs,41.2,24.0,6,6,100.0,54,0,2,0,3,1,1,1,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,17,2023
345,Greg Joseph,San Francisco 49ers,24.9,6.0,1,1,100.0,54,0,0,0,0,1,1,1,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,0.7%,17,2023
207,Daniel Carlson,Las Vegas Raiders,27.7,9.0,2,2,100.0,40,0,0,1,1,0,2,2,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,1,14.9%,17,2023
132,Brandon Aubrey,Dallas Cowboys,29.1,11.0,2,2,100.0,51,0,0,0,1,1,2,2,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,96.8%,17,2023
206,Tyler Bass,Buffalo Bills,27.8,9.0,2,2,100.0,35,0,1,1,0,0,3,3,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,17,2023
205,Jake Moody,San Francisco 49ers,27.8,9.0,2,2,100.0,38,0,1,1,0,0,3,3,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,12.5%,17,2023
34,Ka'Imi Fairbairn,Houston Texans,34.2,16.0,4,4,100.0,51,0,2,1,0,1,2,2,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,17,2023
45,Cairo Santos,Chicago Bears,27.9,15.0,3,4,75.0,42,0,1,0,2,0,4,4,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,17,2023
290,Jason Sanders,Miami Dolphins,26.4,7.0,2,2,100.0,38,0,1,1,0,0,1,1,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,1,44.9%,17,2023
391,Joey Slye,Tennessee Titans,24.2,5.0,1,1,100.0,47,0,0,0,1,0,1,1,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,2.1%,17,2023
392,Younghoe Koo,Atlanta Falcons,11.26,5.0,1,3,33.3,38,0,0,1,0,0,2,2,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,21.9%,17,2023
393,Evan Mcpherson,Cincinnati Bengals,24.2,5.0,1,1,100.0,34,0,0,1,0,0,2,2,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,44.3%,17,2023
494,Chase Mclaughlin,Tampa Bay Buccaneers,0.7,1.0,0,0,0.0,0,0,0,0,0,0,1,1,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,70.7%,17,2023
456,Chad Ryland,Arizona Cardinals,2.3,3.0,0,1,0.0,0,0,0,0,0,0,3,3,State Farm Stadium,Indoor,Turf,1070.0,2006.0,Glendale,AZ,33.5275,-112.2625,1,3.7%,17,2023
105,Blake Grupe,New Orleans Saints,30.6,12.0,3,3,100.0,45,0,1,1,1,0,2,2,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,3.3%,17,2023
76,Cameron Dicker,Los Angeles Chargers,26.4,13.0,3,4,75.0,52,0,0,1,0,2,0,0,Empower Field at Mile High,Outdoor,Turf,5280.0,2001.0,Denver,CO,39.7439,-105.0201,1,91.8%,17,2023
77,Jason Myers,Seattle Seahawks,31.3,13.0,3,3,100.0,43,0,1,0,2,0,2,2,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,8.6%,17,2023
104,Matt Gay,Washington Commanders,30.5,12.0,3,3,100.0,45,0,0,2,1,0,2,2,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,15.7%,17,2023
103,Chris Boswell,Pittsburgh Steelers,30.7,12.0,3,3,100.0,39,0,2,1,0,0,3,3,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,17,2023
1,Chris Boswell,Pittsburgh Steelers,42.5,26.0,6,6,100.0,57,0,1,0,2,3,0,0,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,72.7%,1,2024
436,Spencer Shrader,Indianapolis Colts,2.1,3.0,0,0,0.0,0,0,0,0,0,0,3,3,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,1.9%,1,2024
2,Jake Moody,San Francisco 49ers,42.5,26.0,6,6,100.0,53,0,1,1,2,2,2,2,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,1,12.5%,1,2024
93,Cameron Dicker,Los Angeles Chargers,30.7,12.0,3,3,100.0,53,0,2,0,0,1,1,1,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,91.8%,1,2024
66,Cairo Santos,Chicago Bears,31.3,13.0,3,3,100.0,50,0,1,0,1,1,1,1,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,15.2%,1,2024
197,Joshua Karty,Los Angeles Rams,27.8,9.0,2,2,100.0,41,0,1,0,1,0,2,2,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,12.3%,1,2024
5,Blake Grupe,New Orleans Saints,38.2,22.0,4,4,100.0,57,0,0,1,1,2,5,5,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,1,3.3%,1,2024
198,Harrison Butker,Kansas City Chiefs,27.7,9.0,2,2,100.0,32,0,0,2,0,0,3,3,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,1,69.3%,1,2024
43,Chase Mclaughlin,Tampa Bay Buccaneers,32.7,15.0,3,3,100.0,56,0,1,1,0,1,4,4,Raymond James Stadium,Outdoor,Grass,26.0,1998.0,Tampa,FL,27.9759,-82.5033,1,70.7%,1,2024
8,Brandon Aubrey,Dallas Cowboys,37.5,21.0,4,4,100.0,57,0,0,0,2,2,3,3,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,96.8%,1,2024
396,Daniel Carlson,Las Vegas Raiders,13.7,4.0,1,2,50.0,32,0,0,1,0,0,1,1,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,1,14.9%,1,2024
397,Younghoe Koo,Atlanta Falcons,23.6,4.0,1,1,100.0,24,0,1,0,0,0,1,1,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,1,21.9%,1,2024
130,Wil Lutz,Denver Broncos,29.8,11.0,3,3,100.0,45,0,0,2,1,0,1,1,Lumen Field,Outdoor,Turf,20.0,2002.0,Seattle,WA,47.5952,-122.3316,1,34.5%,1,2024
159,Jason Sanders,Miami Dolphins,21.94,10.0,2,3,66.7,52,0,0,1,0,1,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,44.9%,1,2024
398,Will Reichard,Minnesota Vikings,2.8,4.0,0,0,0.0,0,0,0,0,0,0,4,4,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,12.2%,1,2024
317,Evan Mcpherson,Cincinnati Bengals,24.9,6.0,1,1,100.0,51,0,0,0,0,1,1,1,Gillette Stadium,Outdoor,Turf,289.0,2002.0,Foxborough,MA,42.0909,-71.2643,1,44.3%,1,2024
236,Graham Gano,New York Giants,27.1,8.0,2,2,100.0,50,0,1,0,0,1,0,0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,1,2.6%,1,2024
22,Ka'Imi Fairbairn,Houston Texans,34.0,17.0,3,3,100.0,51,0,0,0,0,3,2,2,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,1,65.3%,1,2024
237,Jake Bates,Detroit Lions,27.1,8.0,2,2,100.0,32,0,1,1,0,0,2,2,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,1,92.8%,1,2024
281,Cam Little,Jacksonville Jaguars,25.6,7.0,1,1,100.0,53,0,0,0,0,1,2,2,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,1,4.9%,1,2024
282,Dustin Hopkins,Cleveland Browns,25.6,7.0,1,1,100.0,51,0,0,0,0,1,2,2,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,1,2.2%,1,2024
160,Tyler Bass,Buffalo Bills,28.4,10.0,2,2,100.0,39,0,0,2,0,0,4,4,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,1,61.0%,1,2024
161,Joey Slye,Tennessee Titans,29.1,10.0,3,3,100.0,37,0,0,3,0,0,1,1,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,1,2.1%,1,2024
