Rank,Player,ATT,Rush Yds,Y/A,LG,20+,Rush TD,REC,TGT,Rec Yds,Y/R,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
5643,Kenneth Gainwell,7,17,2.4,4,0,0,1,2,7,7.0,0,0,1,2.4,2.4,4.2%,PIT,pittsburgh_steelers,2023,5,10.01,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
5644,Rhamondre Stevenson,8,24,3.0,8,0,0,0,2,0,0.0,0,0,1,2.4,2.4,83.3%,NE,new_england_patriots,2023,5,13.25,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New England Patriots
5647,Michael Carter,1,8,8.0,8,0,0,3,3,14,4.7,0,0,1,2.2,2.2,1.0%,ARI,arizona_cardinals,2023,5,6.3,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Arizona Cardinals
5648,Tyrion Davis-Price,6,21,3.5,15,0,0,0,0,0,0.0,0,0,1,2.1,2.1,0.0%,TEN,tennessee_titans,2023,5,11.63,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Tennessee Titans
5649,James Cook,5,-4,-0.8,5,0,0,3,4,25,8.3,0,0,1,2.1,2.1,97.7%,BUF,buffalo_bills,2023,5,-0.07,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Buffalo Bills
5650,Michael Burton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,2.0,2.0,0.1%,DEN,denver_broncos,2023,5,1.0,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Denver Broncos
5651,Roschon Johnson,3,19,6.3,10,0,0,0,0,0,0.0,0,0,1,1.9,1.9,28.0%,CHI,chicago_bears,2023,5,10.75,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
5652,Cam Akers,5,15,3.0,6,0,0,2,2,3,1.5,0,0,1,1.8,1.8,2.9%,NO,new_orleans_saints,2023,5,8.8,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5654,Rico Dowdle,5,15,3.0,8,0,0,0,1,0,0.0,0,0,1,1.5,1.5,41.4%,CAR,carolina_panthers,2023,5,8.45,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Carolina Panthers
5657,Miles Sanders,7,32,4.6,9,0,0,0,1,0,0.0,0,1,1,1.2,1.2,12.0%,DAL,dallas_cowboys,2023,5,16.29,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Dallas Cowboys
5658,Tank Bigsby,3,8,2.7,7,0,0,0,0,0,0.0,0,0,1,0.8,0.8,73.8%,JAC,jacksonville_jaguars,2023,5,4.7,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Jacksonville Jaguars
5659,Zonovan Knight,0,0,0.0,0,0,0,1,1,8,8.0,0,0,1,0.8,0.8,0.0%,NYJ,new_york_jets,2023,5,0.5,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Jets
5660,Deuce Vaughn,3,7,2.3,4,0,0,1,1,1,1.0,0,0,1,0.8,0.8,1.6%,DAL,dallas_cowboys,2023,5,4.3,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Dallas Cowboys
5662,Patrick Taylor Jr.,2,2,1.0,5,0,0,2,5,5,2.5,0,0,1,0.7,0.7,0.8%,SF,san_francisco_49ers,2023,5,1.8,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
5663,Cordarrelle Patterson,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,1.0%,PIT,pittsburgh_steelers,2023,5,0.45,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Pittsburgh Steelers
5664,Trayveon Williams,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.1%,NE,new_england_patriots,2023,5,3.35,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New England Patriots
5666,Clyde Edwards-Helaire,3,4,1.3,2,0,0,0,0,0,0.0,0,0,1,0.4,0.4,3.2%,NO,new_orleans_saints,2023,5,2.5,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5667,Chase Brown,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,95.1%,CIN,cincinnati_bengals,2023,5,0.2,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5668,Ronnie Rivers,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.6%,LAR,los_angeles_rams,2023,5,0.75,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Los Angeles Rams
5669,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,buffalo_bills,2023,5,0.0,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Buffalo Bills
5671,Hunter Luepke,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,DAL,dallas_cowboys,2023,5,0.0,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,Dallas Cowboys
5672,Emanuel Wilson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,3.5%,GB,green_bay_packers,2023,5,0.0,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Green Bay Packers
5674,Patrick Ricard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,BAL,baltimore_ravens,2023,5,0.0,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Baltimore Ravens
5676,Alec Ingold,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,MIA,miami_dolphins,2023,5,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
5677,Devin Singletary,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,8.8%,NYG,new_york_giants,2023,5,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,New York Giants
5680,C.J. Ham,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,MIN,minnesota_vikings,2023,5,0.0,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Minnesota Vikings
5623,Dameon Pierce,20,66,3.3,15,0,0,1,1,16,16.0,0,0,1,8.2,8.2,10.1%,HOU,houston_texans,2023,5,36.4,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Houston Texans
5622,Justice Hill,7,32,4.6,14,0,1,4,4,13,3.3,0,1,1,8.5,8.5,21.4%,BAL,baltimore_ravens,2023,5,20.74,Acrisure Stadium,Outdoor,Grass,730.0,2001.0,Pittsburgh,PA,40.4468,-80.0158,Baltimore Ravens
5621,Kyle Juszczyk,0,0,0.0,0,0,0,4,4,26,6.5,1,0,1,8.6,8.6,1.3%,SF,san_francisco_49ers,2023,5,4.7,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
5620,Kendre Miller,12,37,3.1,8,0,0,4,4,53,13.3,0,0,1,9.0,9.0,19.5%,NO,new_orleans_saints,2023,5,23.22,Caesars Superdome,Indoor,Turf,3.0,1975.0,New Orleans,LA,29.9509,-90.0815,New Orleans Saints
5619,Joe Mixon,25,81,3.2,10,0,0,4,4,13,3.3,0,0,1,9.4,9.4,96.9%,HOU,houston_texans,2023,5,44.53,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Houston Texans
5618,Bijan Robinson,14,46,3.3,13,0,0,2,2,12,6.0,1,1,1,9.8,9.8,98.7%,ATL,atlanta_falcons,2023,5,27.6,Mercedes-Benz Stadium,Indoor,Turf,1050.0,2017.0,Atlanta,GA,33.755,-84.4008,Atlanta Falcons
5617,Alexander Mattison,8,26,3.3,7,0,0,2,3,20,10.0,1,0,1,10.6,10.6,8.8%,MIA,miami_dolphins,2023,5,18.5,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
5616,D'Andre Swift,17,70,4.1,17,0,0,6,6,38,6.3,0,0,1,10.8,10.8,89.4%,CHI,chicago_bears,2023,5,39.82,Soldier Field,Outdoor,Grass,595.0,1924.0,Chicago,IL,41.8623,-87.6167,Chicago Bears
5615,Craig Reynolds,7,52,7.4,19,0,1,0,0,0,0.0,0,0,1,11.2,11.2,1.1%,DET,detroit_lions,2023,5,31.21,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
5614,Emari Demercado,10,45,4.5,11,0,1,1,3,12,12.0,0,0,1,11.7,11.7,1.7%,ARI,arizona_cardinals,2023,5,28.28,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Arizona Cardinals
5613,Christian Mccaffrey,19,51,2.7,8,0,1,2,3,27,13.5,0,1,1,11.8,11.8,98.5%,SF,san_francisco_49ers,2023,5,31.65,Levi's Stadium,Outdoor,Grass,13.0,2014.0,Santa Clara,CA,37.403,-121.9692,San Francisco 49ers
5600,Travis Etienne Jr.,26,136,5.2,35,2,2,4,5,48,12.0,0,0,1,32.4,32.4,84.2%,JAC,jacksonville_jaguars,2023,5,81.98,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Jacksonville Jaguars
5601,Zack Moss,23,165,7.2,56,1,2,2,2,30,15.0,0,0,1,31.5,31.5,16.8%,CIN,cincinnati_bengals,2023,5,94.38,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5609,A.J. Dillon,20,76,3.8,11,0,1,0,1,0,0.0,0,0,1,13.6,13.6,5.6%,PHI,philadelphia_eagles,2023,5,43.97,Lincoln Financial Field,Outdoor,Grass,30.0,2003.0,Philadelphia,PA,39.9008,-75.1675,Philadelphia Eagles
5612,Isiah Pacheco,16,55,3.4,11,0,1,1,1,9,9.0,0,0,1,12.4,12.4,90.8%,KC,kansas_city_chiefs,2023,5,33.56,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5608,Raheem Mostert,10,65,6.5,23,1,1,2,2,13,6.5,0,0,1,13.8,13.8,15.9%,LV,las_vegas_raiders,2023,5,38.72,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Las Vegas Raiders
5610,Tyjae Spears,7,34,4.9,19,0,1,4,5,35,8.8,0,0,1,12.9,12.9,69.7%,TEN,tennessee_titans,2023,5,23.99,Lucas Oil Stadium,Indoor,Turf,700.0,2008.0,Indianapolis,IN,39.7601,-86.1639,Tennessee Titans
5602,Breece Hall,22,177,8.0,72,1,1,3,3,17,5.7,0,0,1,25.4,25.4,96.7%,NYJ,new_york_jets,2023,5,96.45,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Jets
5603,De'Von Achane,11,151,13.7,76,2,1,1,1,14,14.0,0,1,1,20.5,20.5,97.9%,MIA,miami_dolphins,2023,5,81.76,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
5611,Jordan Mason,10,69,6.9,26,1,1,0,1,0,0.0,0,0,1,12.9,12.9,69.8%,MIN,minnesota_vikings,2023,5,39.94,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Minnesota Vikings
5606,Jaleel Mclaughlin,9,68,7.6,38,2,0,3,4,21,7.0,1,0,1,14.9,14.9,17.6%,DEN,denver_broncos,2023,5,40.39,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Denver Broncos
5607,Josh Jacobs,20,69,3.5,24,1,1,5,5,20,4.0,0,0,1,14.9,14.9,98.5%,GB,green_bay_packers,2023,5,41.92,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Green Bay Packers
5604,David Montgomery,19,109,5.7,42,1,1,2,6,20,10.0,0,0,1,18.9,18.9,94.0%,DET,detroit_lions,2023,5,61.86,Ford Field,Indoor,Turf,600.0,2002.0,Detroit,MI,42.34,-83.0456,Detroit Lions
5692,Christian Mccaffrey,11,43,3.9,27,1,0,3,3,9,3.0,1,0,1,11.2,11.2,98.5%,SF,san_francisco_49ers,2023,6,26.94,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,San Francisco 49ers
5710,Tyjae Spears,4,15,3.8,12,0,0,1,1,48,48.0,0,0,1,6.3,6.3,69.7%,TEN,tennessee_titans,2023,6,10.97,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Tennessee Titans
5681,Raheem Mostert,17,115,6.8,49,1,2,3,3,17,5.7,1,0,1,31.2,31.2,15.9%,LV,las_vegas_raiders,2023,6,71.17,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Las Vegas Raiders
5682,Kyren Williams,20,158,7.9,31,2,1,0,0,0,0.0,0,0,1,21.8,21.8,97.7%,LAR,los_angeles_rams,2023,6,85.59,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Rams
5683,Travis Etienne Jr.,18,55,3.1,22,1,2,3,3,28,9.3,0,0,1,20.3,20.3,84.2%,JAC,jacksonville_jaguars,2023,6,38.26,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Jacksonville Jaguars
5684,Derrick Henry,12,97,8.1,63,1,1,2,2,16,8.0,0,0,1,17.3,17.3,98.7%,BAL,baltimore_ravens,2023,6,55.32,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5685,Breece Hall,12,39,3.3,9,0,1,5,5,54,10.8,0,0,1,15.3,15.3,96.7%,NYJ,new_york_jets,2023,6,27.8,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Jets
5686,Chuba Hubbard,19,88,4.6,19,0,1,1,1,2,2.0,0,0,1,15.0,15.0,94.9%,CAR,carolina_panthers,2023,6,50.19,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Carolina Panthers
5687,Kenneth Walker Iii,19,62,3.3,21,1,1,3,3,27,9.0,0,0,1,14.9,14.9,94.5%,SEA,seattle_seahawks,2023,6,38.44,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Seattle Seahawks
5688,Kareem Hunt,12,47,3.9,16,0,1,3,3,24,8.0,0,0,1,13.1,13.1,30.4%,KC,kansas_city_chiefs,2023,6,30.18,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5689,Rhamondre Stevenson,10,46,4.6,15,0,1,5,6,24,4.8,0,0,1,13.0,13.0,83.3%,NE,new_england_patriots,2023,6,29.79,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,New England Patriots
5690,Zack Moss,7,21,3.0,9,0,1,6,7,38,6.3,0,0,1,11.9,11.9,16.8%,CIN,cincinnati_bengals,2023,6,17.55,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5691,Brian Robinson Jr.,10,31,3.1,9,0,0,2,2,25,12.5,1,0,1,11.6,11.6,87.2%,WAS,washington_commanders,2023,6,21.42,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
5693,Tony Pollard,15,30,2.0,7,0,0,6,7,80,13.3,0,0,1,11.0,11.0,88.8%,TEN,tennessee_titans,2023,6,21.4,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Tennessee Titans
5776,Samaje Perine,0,0,0.0,0,0,0,2,2,16,8.0,0,1,1,-0.4,-0.4,3.6%,CIN,cincinnati_bengals,2023,6,-0.1,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5775,Elijah Mitchell,2,-3,-1.5,0,0,0,0,0,0,0.0,0,0,1,-0.3,-0.3,7.7%,KC,kansas_city_chiefs,2023,6,-1.53,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5774,Deejay Dallas,0,0,0.0,0,0,0,1,1,-1,-1.0,0,0,1,-0.1,-0.1,0.1%,ARI,arizona_cardinals,2023,6,0.05,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Arizona Cardinals
5773,C.J. Ham,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,MIN,minnesota_vikings,2023,6,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5770,Alec Ingold,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.7%,MIA,miami_dolphins,2023,6,0.0,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Miami Dolphins
5769,Velus Jones Jr.,2,15,7.5,17,0,0,1,1,5,5.0,0,0,1,0.0,0.0,0.0%,NO,new_orleans_saints,2023,6,8.17,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New Orleans Saints
5768,Pierre Strong Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,CLE,cleveland_browns,2023,6,0.0,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,Cleveland Browns
5765,Hunter Luepke,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,DAL,dallas_cowboys,2023,6,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Dallas Cowboys
5764,Scott Matlock,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,15.6%,LAC,los_angeles_chargers,2023,6,0.0,AT&T Stadium,Indoor,Turf,639.0,2009.0,Arlington,TX,32.7473,-97.0945,Los Angeles Chargers
5763,Trey Sermon,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,1.1%,PIT,pittsburgh_steelers,2023,6,0.0,,,,,,,,,,Pittsburgh Steelers
5762,Ty Chandler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,4.8%,MIN,minnesota_vikings,2023,6,0.0,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Minnesota Vikings
5761,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,buffalo_bills,2023,6,0.0,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,Buffalo Bills
5758,Michael Burton,2,2,1.0,3,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.1%,DEN,denver_broncos,2023,6,1.35,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Denver Broncos
5757,Eric Gray,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.8%,NYG,new_york_giants,2023,6,1.4,Highmark Stadium,Outdoor,Grass,600.0,1973.0,Orchard Park,NY,42.7738,-78.7868,New York Giants
5755,Patrick Ricard,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.8%,BAL,baltimore_ravens,2023,6,0.25,M&T Bank Stadium,Outdoor,Grass,10.0,1998.0,Baltimore,MD,39.2779,-76.6227,Baltimore Ravens
5754,Trayveon Williams,0,0,0.0,0,0,0,2,2,3,1.5,0,0,1,0.3,0.3,0.1%,NE,new_england_patriots,2023,6,0.35,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,New England Patriots
5752,Michael Carter,1,5,5.0,5,0,0,0,1,0,0.0,0,0,1,0.5,0.5,1.0%,ARI,arizona_cardinals,2023,6,3.35,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Arizona Cardinals
5751,Cordarrelle Patterson,1,0,0.0,0,0,0,1,1,6,6.0,0,0,1,0.6,0.6,1.0%,PIT,pittsburgh_steelers,2023,6,0.5,,,,,,,,,,Pittsburgh Steelers
5750,Tank Bigsby,3,2,0.7,3,0,0,1,1,6,6.0,0,0,1,0.8,0.8,73.8%,JAC,jacksonville_jaguars,2023,6,1.81,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Jacksonville Jaguars
5749,Zamir White,2,2,1.0,1,0,0,2,2,7,3.5,0,0,1,0.9,0.9,11.0%,LV,las_vegas_raiders,2023,6,1.9,Allegiant Stadium,Indoor,Turf,2001.0,2020.0,Las Vegas,NV,36.0908,-115.183,Las Vegas Raiders
5746,Kyle Juszczyk,0,0,0.0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,1.3%,SF,san_francisco_49ers,2023,6,0.55,FirstEnergy Stadium,Outdoor,Grass,577.0,1999.0,Cleveland,OH,41.5061,-81.6995,San Francisco 49ers
5745,Zach Evans,4,10,2.5,3,0,0,0,0,0,0.0,0,0,1,1.0,1.0,1.2%,NYJ,new_york_jets,2023,6,5.78,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,New York Jets
5743,Rico Dowdle,3,12,4.0,7,0,0,0,0,0,0.0,0,0,1,1.2,1.2,41.4%,CAR,carolina_panthers,2023,6,6.9,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Carolina Panthers
5742,Chase Brown,1,4,4.0,4,0,0,1,1,8,8.0,0,0,1,1.2,1.2,95.1%,CIN,cincinnati_bengals,2023,6,3.2,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Cincinnati Bengals
5741,Kendre Miller,2,-1,-0.5,3,0,0,1,2,13,13.0,0,0,1,1.2,1.2,19.5%,NO,new_orleans_saints,2023,6,0.38,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New Orleans Saints
5740,Ronnie Rivers,3,9,3.0,6,0,0,1,1,4,4.0,0,0,1,1.3,1.3,0.6%,LAR,los_angeles_rams,2023,6,5.55,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Los Angeles Rams
5695,Alvin Kamara,19,68,3.6,13,0,0,7,8,36,5.1,0,0,1,10.4,10.4,95.0%,NO,new_orleans_saints,2023,6,38.94,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New Orleans Saints
5696,Isiah Pacheco,16,62,3.9,15,0,0,6,6,36,6.0,0,0,1,9.8,9.8,90.8%,KC,kansas_city_chiefs,2023,6,35.59,GEHA Field at Arrowhead Stadium,Outdoor,Grass,1020.0,1972.0,Kansas City,MO,39.049,-94.4839,Kansas City Chiefs
5697,Saquon Barkley,24,93,3.9,34,1,0,4,5,5,1.3,0,0,1,9.8,9.8,99.0%,PHI,philadelphia_eagles,2023,6,50.14,MetLife Stadium,Outdoor,Turf,3.0,2010.0,East Rutherford,NJ,40.8136,-74.0744,Philadelphia Eagles
5736,Cam Akers,1,8,8.0,8,0,0,1,1,7,7.0,0,0,1,1.5,1.5,2.9%,NO,new_orleans_saints,2023,6,5.75,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New Orleans Saints
5698,D'Andre Swift,10,18,1.8,9,0,0,8,10,40,5.0,1,1,1,9.8,9.8,89.4%,CHI,chicago_bears,2023,6,14.97,U.S. Bank Stadium,Indoor,Turf,840.0,2016.0,Minneapolis,MN,44.974,-93.2581,Chicago Bears
5734,Clyde Edwards-Helaire,2,7,3.5,7,0,0,1,1,9,9.0,0,0,1,1.6,1.6,3.2%,NO,new_orleans_saints,2023,6,4.78,NRG Stadium,Indoor,Turf,50.0,2002.0,Houston,TX,29.6847,-95.4107,New Orleans Saints
5733,Emari Demercado,2,11,5.5,6,0,0,1,1,6,6.0,0,0,1,1.7,1.7,1.7%,ARI,arizona_cardinals,2023,6,6.92,SoFi Stadium,Outdoor,Turf,100.0,2020.0,Inglewood,CA,33.9535,-118.3392,Arizona Cardinals
5732,Kenneth Gainwell,2,13,6.5,12,0,0,1,2,4,4.0,0,0,1,1.7,1.7,4.2%,PIT,pittsburgh_steelers,2023,6,7.98,,,,,,,,,,Pittsburgh Steelers
5731,Zach Charbonnet,2,5,2.5,3,0,0,2,2,14,7.0,0,0,1,1.9,1.9,80.6%,SEA,seattle_seahawks,2023,6,3.98,Paycor Stadium,Outdoor,Turf,482.0,2000.0,Cincinnati,OH,39.0954,-84.516,Seattle Seahawks
5699,Salvon Ahmed,6,23,3.8,9,0,1,3,5,11,3.7,0,0,1,9.4,9.4,0.0%,IND,indianapolis_colts,2023,6,16.92,TIAA Bank Field,Outdoor,Grass,16.0,1995.0,Jacksonville,FL,30.3239,-81.6373,Indianapolis Colts
5700,Josh Jacobs,25,77,3.1,18,0,0,2,5,16,8.0,0,0,1,9.3,9.3,98.5%,GB,green_bay_packers,2023,6,42.46,,,,,,,,,,Green Bay Packers
5728,Raheem Blackshear,5,18,3.6,9,0,0,1,1,4,4.0,0,0,1,2.2,2.2,1.0%,CAR,carolina_panthers,2023,6,10.34,Hard Rock Stadium,Outdoor,Grass,7.0,1987.0,Miami Gardens,FL,25.958,-80.238,Carolina Panthers
5727,Chris Rodriguez Jr.,4,23,5.8,13,0,0,0,0,0,0.0,0,0,1,2.3,2.3,1.9%,WAS,washington_commanders,2023,6,12.77,FedExField,Outdoor,Grass,300.0,1997.0,Landover,MD,38.9078,-76.8645,Washington Commanders
5726,Chris Brooks,6,28,4.7,28,1,0,0,0,0,0.0,0,0,1,2.8,2.8,0.7%,GB,green_bay_packers,2023,6,15.3,,,,,,,,,,Green Bay Packers
