Rank,Player,ATT,Rush Yds,Y/A,LG,20+,Rush TD,REC,TGT,Rec Yds,Y/R,Rec TD,FL,G,FPTS,FPTS/G,ROST,team_abbr,team_name,year,week,Score,stadium_name,indoor_outdoor,surface_type,elevation,year_opened,city,state,latitude,longitude,Team Name
2854,Wayne Gallman Jr.,15,55,3.7,17,0,0,1,2,21,21.0,0,0,1,7.6,7.6,0.0%,FA,free_agent,2021,10,30.7,,,,,,,,,,Free Agent
2855,Larry Rountree Iii,5,10,2.0,5,0,1,0,0,0,0.0,0,0,1,7.0,7.0,0.0%,FA,free_agent,2021,10,9.2,,,,,,,,,,Free Agent
2856,Brandon Bolden,3,32,10.7,22,1,0,3,3,38,12.7,0,0,1,7.0,7.0,0.0%,FA,free_agent,2021,10,20.1,,,,,,,,,,Free Agent
2857,Devonta Freeman,10,35,3.5,12,0,0,3,4,23,7.7,0,0,1,5.8,5.8,0.0%,FA,free_agent,2021,10,20.48,,,,,,,,,,Free Agent
2858,Ameer Abdullah,9,24,2.7,15,0,0,4,4,27,6.8,0,0,1,5.1,5.1,0.8%,FA,free_agent,2021,10,15.06,,,,,,,,,,Free Agent
2859,Alex Collins,10,41,4.1,10,0,0,1,1,8,8.0,0,0,1,4.9,4.9,19.0%,FA,free_agent,2021,10,22.62,,,,,,,,,,Free Agent
2861,Myles Gaskin,14,31,2.2,11,0,0,1,2,14,14.0,0,0,1,4.5,4.5,0.0%,FA,free_agent,2021,10,18.03,,,,,,,,,,Free Agent
2862,Darrell Henderson Jr.,5,31,6.2,11,0,0,4,6,10,2.5,0,0,1,4.1,4.1,0.0%,FA,free_agent,2021,10,17.83,,,,,,,,,,Free Agent
2865,J.D. Mckissic,2,4,2.0,2,0,0,4,4,35,8.8,0,0,1,3.9,3.9,1.0%,FA,free_agent,2021,10,4.65,,,,,,,,,,Free Agent
2868,Tevin Coleman,4,29,7.3,15,0,0,2,3,4,2.0,0,0,1,3.3,3.3,0.0%,FA,free_agent,2021,10,16.4,,,,,,,,,,Free Agent
2869,Jerick Mckinnon,3,26,8.7,18,0,0,1,3,6,6.0,0,0,1,3.2,3.2,0.0%,FA,free_agent,2021,10,15.0,,,,,,,,,,Free Agent
2870,Sony Michel,4,20,5.0,7,0,0,2,2,11,5.5,0,0,1,3.1,3.1,0.0%,FA,free_agent,2021,10,11.9,,,,,,,,,,Free Agent
2826,Darrel Williams,11,43,3.9,21,1,0,9,9,101,11.2,1,0,1,20.4,20.4,0.0%,FA,free_agent,2021,10,32.14,,,,,,,,,,Free Agent
2841,Godwin Igwebuike,2,56,28.0,42,1,1,0,0,0,0.0,0,0,1,11.6,11.6,0.0%,FA,free_agent,2021,10,35.8,,,,,,,,,,Free Agent
2873,Jeff Wilson Jr.,10,28,2.8,6,0,0,0,0,0,0.0,0,0,1,2.8,2.8,1.0%,FA,free_agent,2021,10,15.42,,,,,,,,,,Free Agent
2875,Corey Clement,6,20,3.3,6,0,0,1,1,5,5.0,0,0,1,2.5,2.5,0.0%,FA,free_agent,2021,10,11.44,,,,,,,,,,Free Agent
2876,Eno Benjamin,6,22,3.7,9,0,0,0,1,0,0.0,0,0,1,2.2,2.2,0.0%,FA,free_agent,2021,10,12.16,,,,,,,,,,Free Agent
2877,Adrian Peterson,8,21,2.6,6,0,0,1,1,-1,-1.0,0,0,1,2.0,2.0,2.0%,FA,free_agent,2021,10,11.74,,,,,,,,,,Free Agent
2878,Derrick Gore,6,19,3.2,5,0,0,0,0,0,0.0,0,0,1,1.9,1.9,0.0%,FA,free_agent,2021,10,10.58,,,,,,,,,,Free Agent
2879,Mike Davis,4,18,4.5,7,0,0,0,1,0,0.0,0,0,1,1.8,1.8,1.0%,FA,free_agent,2021,10,10.07,,,,,,,,,,Free Agent
2884,Derek Watt,0,0,0.0,0,0,0,1,1,9,9.0,0,0,1,0.9,0.9,0.0%,FA,free_agent,2021,10,0.55,,,,,,,,,,Free Agent
2885,Dwayne Washington,2,8,4.0,4,0,0,0,0,0,0.0,0,0,1,0.8,0.8,0.0%,FA,free_agent,2021,10,4.8,,,,,,,,,,Free Agent
2886,Giovani Bernard,1,4,4.0,4,0,0,1,3,4,4.0,0,0,1,0.8,0.8,0.0%,FA,free_agent,2021,10,3.0,,,,,,,,,,Free Agent
2891,Joshua Kelley,1,6,6.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.0%,FA,free_agent,2021,10,4.0,,,,,,,,,,Free Agent
2893,Keith Smith,1,5,5.0,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.0%,FA,free_agent,2021,10,3.35,,,,,,,,,,Free Agent
2894,Carlos Hyde,2,4,2.0,5,0,0,1,2,0,0.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,10,2.6,,,,,,,,,,Free Agent
2895,Benny Snell Jr.,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,10,2.7,,,,,,,,,,Free Agent
2896,Jalen Richard,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,1.0%,FA,free_agent,2021,10,0.25,,,,,,,,,,Free Agent
2897,Ty Montgomery Ii,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,10,1.4,,,,,,,,,,Free Agent
2898,Patrick Laird,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,10,0.2,,,,,,,,,,Free Agent
2899,Le'Veon Bell,3,1,0.3,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,0.2%,FA,free_agent,2021,10,0.85,,,,,,,,,,Free Agent
2901,Deon Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,10,0.0,,,,,,,,,,Free Agent
2904,Tory Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,10,0.0,,,,,,,,,,Free Agent
2907,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,free_agent,2021,10,0.0,,,,,,,,,,Free Agent
2908,Kalen Ballage,0,0,0.0,0,0,0,0,2,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,10,0.0,,,,,,,,,,Free Agent
2909,Trenton Cannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,10,0.0,,,,,,,,,,Free Agent
2910,Jason Cabinda,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.1%,FA,free_agent,2021,10,1.3,,,,,,,,,,Free Agent
2911,Johnny Stanton Iv,1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,10,0.1,,,,,,,,,,Free Agent
2912,Peyton Barber,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,free_agent,2021,10,0.0,,,,,,,,,,Free Agent
2872,Nyheim Hines,2,12,6.0,9,0,0,2,4,17,8.5,0,0,1,2.9,2.9,0.1%,FA,free_agent,2021,10,8.15,,,,,,,,,,Free Agent
2829,Dalvin Cook,24,94,3.9,12,0,1,3,5,24,8.0,0,0,1,17.8,17.8,0.6%,FA,free_agent,2021,10,54.88,,,,,,,,,,Free Agent
2918,Dalvin Cook,22,86,3.9,13,0,1,3,4,29,9.7,0,0,1,19.5,19.5,0.6%,FA,free_agent,2021,11,51.94,,,,,,,,,,Free Agent
2921,Myles Gaskin,23,89,3.9,20,1,0,3,4,7,2.3,1,0,1,15.6,15.6,0.0%,FA,free_agent,2021,11,51.04,,,,,,,,,,Free Agent
2922,Devonta Freeman,16,49,3.1,10,0,1,6,6,31,5.2,0,0,1,14.0,14.0,0.0%,FA,free_agent,2021,11,32.12,,,,,,,,,,Free Agent
2925,James Robinson,12,29,2.4,7,0,1,2,3,9,4.5,0,0,1,9.8,9.8,0.0%,FA,free_agent,2021,11,20.11,,,,,,,,,,Free Agent
2927,Mark Ingram Ii,16,88,5.5,28,1,0,6,8,25,4.2,0,1,1,9.3,9.3,0.6%,FA,free_agent,2021,11,47.18,,,,,,,,,,Free Agent
2928,Ronald Jones Ii,8,33,4.1,9,0,1,0,0,0,0.0,0,0,1,9.3,9.3,0.0%,FA,free_agent,2021,11,21.32,,,,,,,,,,Free Agent
2930,Dontrell Hilliard,7,35,5.0,16,0,0,8,10,47,5.9,0,0,1,8.2,8.2,0.0%,FA,free_agent,2021,11,22.1,,,,,,,,,,Free Agent
2933,Leonard Fournette,10,35,3.5,7,0,0,6,6,39,6.5,0,0,1,7.4,7.4,0.0%,FA,free_agent,2021,11,21.58,,,,,,,,,,Free Agent
2936,Ezekiel Elliott,9,32,3.6,8,0,0,6,6,36,6.0,0,0,1,6.8,6.8,5.1%,FA,free_agent,2021,11,19.84,,,,,,,,,,Free Agent
2938,Matt Breida,5,51,10.2,28,1,0,1,2,16,16.0,0,0,1,6.7,6.7,0.0%,FA,free_agent,2021,11,28.43,,,,,,,,,,Free Agent
2939,Damien Harris,10,56,5.6,17,0,0,1,1,9,9.0,0,0,1,6.5,6.5,4.6%,FA,free_agent,2021,11,30.39,,,,,,,,,,Free Agent
2941,Jordan Howard,10,63,6.3,18,0,0,0,0,0,0.0,0,0,1,6.3,6.3,0.0%,FA,free_agent,2021,11,33.44,,,,,,,,,,Free Agent
2943,Jeff Wilson Jr.,19,50,2.6,11,0,0,1,2,8,8.0,0,0,1,5.8,5.8,1.0%,FA,free_agent,2021,11,27.79,,,,,,,,,,Free Agent
2946,J.D. Mckissic,7,46,6.6,15,0,0,1,2,4,4.0,0,0,1,5.0,5.0,1.0%,FA,free_agent,2021,11,24.99,,,,,,,,,,Free Agent
2947,Adrian Peterson,9,40,4.4,16,0,0,2,2,4,2.0,0,0,1,4.4,4.4,2.0%,FA,free_agent,2021,11,21.96,,,,,,,,,,Free Agent
2949,D'Onta Foreman,7,25,3.6,9,0,0,1,1,15,15.0,0,0,1,4.0,4.0,2.7%,FA,free_agent,2021,11,14.59,,,,,,,,,,Free Agent
2950,Rex Burkhead,18,40,2.2,9,0,0,0,0,0,0.0,0,0,1,4.0,4.0,10.0%,FA,free_agent,2021,11,22.13,,,,,,,,,,Free Agent
2951,Alex Collins,10,36,3.6,11,0,0,0,0,0,0.0,0,0,1,3.6,3.6,19.0%,FA,free_agent,2021,11,19.54,,,,,,,,,,Free Agent
2952,David Johnson,13,18,1.4,5,0,0,3,4,16,5.3,0,0,1,3.4,3.4,0.0%,FA,free_agent,2021,11,11.61,,,,,,,,,,Free Agent
2953,Qadree Ollison,9,34,3.8,12,0,0,2,3,0,0.0,0,0,1,3.4,3.4,0.0%,FA,free_agent,2021,11,18.67,,,,,,,,,,Free Agent
2954,Latavius Murray,10,32,3.2,8,0,0,2,2,1,0.5,0,0,1,3.3,3.3,0.0%,FA,free_agent,2021,11,17.73,,,,,,,,,,Free Agent
2955,Nyheim Hines,4,31,7.8,19,0,0,0,0,0,0.0,0,0,1,3.1,3.1,0.1%,FA,free_agent,2021,11,17.07,,,,,,,,,,Free Agent
2956,Kenyan Drake,5,23,4.6,7,0,0,1,2,6,6.0,0,0,1,2.9,2.9,1.1%,FA,free_agent,2021,11,13.09,,,,,,,,,,Free Agent
2957,Darrel Williams,5,15,3.0,10,0,0,1,3,11,11.0,0,0,1,2.6,2.6,0.0%,FA,free_agent,2021,11,9.1,,,,,,,,,,Free Agent
2958,D'Ernest Johnson,5,26,5.2,13,0,0,0,0,0,0.0,0,0,1,2.6,2.6,1.0%,FA,free_agent,2021,11,14.28,,,,,,,,,,Free Agent
2961,Mike Davis,3,1,0.3,1,0,0,3,4,20,6.7,0,0,1,2.1,2.1,1.0%,FA,free_agent,2021,11,2.14,,,,,,,,,,Free Agent
2962,Devontae Booker,3,15,5.0,9,0,0,1,1,5,5.0,0,0,1,2.0,2.0,0.0%,FA,free_agent,2021,11,8.9,,,,,,,,,,Free Agent
2963,Nick Bawden,0,0,0.0,0,0,0,1,1,20,20.0,0,0,1,2.0,2.0,0.0%,FA,free_agent,2021,11,1.1,,,,,,,,,,Free Agent
2964,Eno Benjamin,6,15,2.5,5,0,0,1,1,5,5.0,0,0,1,2.0,2.0,0.0%,FA,free_agent,2021,11,8.82,,,,,,,,,,Free Agent
2966,Rashaad Penny,2,19,9.5,18,0,0,0,0,0,0.0,0,0,1,1.9,1.9,0.0%,FA,free_agent,2021,11,11.13,,,,,,,,,,Free Agent
2967,Boston Scott,6,16,2.7,5,0,0,2,2,2,1.0,0,0,1,1.8,1.8,0.0%,FA,free_agent,2021,11,9.3,,,,,,,,,,Free Agent
2968,Duke Johnson Jr.,4,18,4.5,6,0,0,0,0,0,0.0,0,0,1,1.8,1.8,0.0%,FA,free_agent,2021,11,10.07,,,,,,,,,,Free Agent
2969,Tevin Coleman,5,16,3.2,5,0,0,1,1,2,2.0,0,0,1,1.8,1.8,0.0%,FA,free_agent,2021,11,9.18,,,,,,,,,,Free Agent
2970,Brandon Bolden,1,1,1.0,1,0,0,2,2,15,7.5,0,0,1,1.6,1.6,0.0%,FA,free_agent,2021,11,1.7,,,,,,,,,,Free Agent
2972,Deon Jackson,6,12,2.0,4,0,0,0,0,0,0.0,0,0,1,1.2,1.2,0.0%,FA,free_agent,2021,11,6.9,,,,,,,,,,Free Agent
2973,Jamaal Williams,7,11,1.6,5,0,0,0,0,0,0.0,0,0,1,1.1,1.1,1.1%,FA,free_agent,2021,11,6.44,,,,,,,,,,Free Agent
2975,Dwayne Washington,1,3,3.0,3,0,0,1,1,6,6.0,0,0,1,0.9,0.9,0.0%,FA,free_agent,2021,11,2.45,,,,,,,,,,Free Agent
2976,Patrick Laird,1,4,4.0,4,0,0,1,1,5,5.0,0,0,1,0.9,0.9,0.0%,FA,free_agent,2021,11,3.05,,,,,,,,,,Free Agent
2977,Chris Evans,0,0,0.0,0,0,0,1,1,7,7.0,0,0,1,0.7,0.7,0.0%,FA,free_agent,2021,11,0.45,,,,,,,,,,Free Agent
2978,Benny Snell Jr.,2,7,3.5,4,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,FA,free_agent,2021,11,4.22,,,,,,,,,,Free Agent
2981,Ameer Abdullah,1,6,6.0,6,0,0,0,0,0,0.0,0,0,1,0.6,0.6,0.8%,FA,free_agent,2021,11,4.0,,,,,,,,,,Free Agent
2984,Larry Rountree Iii,2,5,2.5,5,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.0%,FA,free_agent,2021,11,3.08,,,,,,,,,,Free Agent
2986,Ke'Shawn Vaughn,3,4,1.3,3,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.0%,FA,free_agent,2021,11,2.5,,,,,,,,,,Free Agent
2987,Giovani Bernard,0,0,0.0,0,0,0,1,1,3,3.0,0,0,1,0.3,0.3,0.0%,FA,free_agent,2021,11,0.25,,,,,,,,,,Free Agent
2988,Kalen Ballage,1,3,3.0,3,0,0,0,1,0,0.0,0,0,1,0.3,0.3,0.0%,FA,free_agent,2021,11,2.05,,,,,,,,,,Free Agent
2989,Peyton Barber,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,1.0%,FA,free_agent,2021,11,2.05,,,,,,,,,,Free Agent
2990,Tony Jones Jr.,3,2,0.7,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,11,1.41,,,,,,,,,,Free Agent
2991,Justin Jackson,1,2,2.0,2,0,0,0,1,0,0.0,0,0,1,0.2,0.2,0.0%,FA,free_agent,2021,11,1.4,,,,,,,,,,Free Agent
2995,Anthony Mcfarland Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.1%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
2997,Gerrid Doaks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3000,Tory Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3001,Jerick Mckinnon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3002,Carlos Hyde,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3003,Jason Cabinda,2,21,10.5,21,1,0,0,1,0,0.0,0,0,1,0.0,0.0,1.1%,FA,free_agent,2021,11,11.22,,,,,,,,,,Free Agent
3004,Trenton Cannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3005,Corey Clement,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3006,Elijah Mcguire,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3007,Cethan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3008,Alex Armah Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3010,Ryan Nall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,11,0.0,,,,,,,,,,Free Agent
3012,Wayne Gallman Jr.,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,1,-0.3,-0.3,0.0%,FA,free_agent,2021,11,-1.85,,,,,,,,,,Free Agent
3013,Phillip Lindsay,1,-3,-3.0,0,0,0,0,0,0,0.0,0,0,1,-0.3,-0.3,0.0%,FA,free_agent,2021,11,-1.85,,,,,,,,,,Free Agent
3014,Godwin Igwebuike,0,0,0.0,0,0,0,1,1,-4,-4.0,0,0,1,-0.4,-0.4,0.0%,FA,free_agent,2021,11,-0.1,,,,,,,,,,Free Agent
2965,Keith Smith,3,8,2.7,5,0,0,1,1,11,11.0,0,0,1,1.9,1.9,0.0%,FA,free_agent,2021,11,5.36,,,,,,,,,,Free Agent
3093,Jermar Jefferson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
3015,Leonard Fournette,17,100,5.9,28,1,3,7,8,31,4.4,1,0,1,37.1,37.1,0.0%,FA,free_agent,2021,12,68.04,,,,,,,,,,Free Agent
3019,J.D. Mckissic,7,30,4.3,10,0,1,5,5,26,5.2,1,0,1,17.6,17.6,1.0%,FA,free_agent,2021,12,24.54,,,,,,,,,,Free Agent
3020,Dontrell Hilliard,12,131,10.9,68,1,1,1,2,2,2.0,0,1,1,17.3,17.3,0.0%,FA,free_agent,2021,12,70.83,,,,,,,,,,Free Agent
3021,Myles Gaskin,16,49,3.1,8,0,2,2,2,3,1.5,0,0,1,17.2,17.2,0.0%,FA,free_agent,2021,12,33.72,,,,,,,,,,Free Agent
3028,Darrell Henderson Jr.,16,55,3.4,7,0,0,4,4,18,4.5,1,0,1,13.3,13.3,0.0%,FA,free_agent,2021,12,33.91,,,,,,,,,,Free Agent
3030,Matt Breida,9,26,2.9,9,0,0,2,2,29,14.5,1,0,1,11.5,11.5,0.0%,FA,free_agent,2021,12,18.98,,,,,,,,,,Free Agent
3031,Damien Harris,11,40,3.6,14,0,1,1,1,12,12.0,0,0,1,11.2,11.2,4.6%,FA,free_agent,2021,12,25.74,,,,,,,,,,Free Agent
3032,Boston Scott,15,64,4.3,12,0,1,2,3,8,4.0,0,1,1,11.2,11.2,0.0%,FA,free_agent,2021,12,37.04,,,,,,,,,,Free Agent
3033,Ezekiel Elliott,9,25,2.8,8,0,1,6,8,24,4.0,0,0,1,10.9,10.9,5.1%,FA,free_agent,2021,12,19.02,,,,,,,,,,Free Agent
3034,Austin Walter,9,38,4.2,13,0,1,0,1,0,0.0,0,0,1,9.8,9.8,0.0%,FA,free_agent,2021,12,23.93,,,,,,,,,,Free Agent
3035,Ronald Jones Ii,7,37,5.3,11,0,1,0,0,0,0.0,0,0,1,9.7,9.7,0.0%,FA,free_agent,2021,12,23.4,,,,,,,,,,Free Agent
3036,James Robinson,17,86,5.1,12,0,0,3,4,29,9.7,0,1,1,9.5,9.5,0.0%,FA,free_agent,2021,12,46.12,,,,,,,,,,Free Agent
3037,D'Onta Foreman,19,109,5.7,30,1,0,1,1,3,3.0,0,1,1,9.2,9.2,2.7%,FA,free_agent,2021,12,56.4,,,,,,,,,,Free Agent
3038,Melvin Gordon Iii,17,83,4.9,16,0,0,1,2,5,5.0,0,0,1,8.8,8.8,0.0%,FA,free_agent,2021,12,44.28,,,,,,,,,,Free Agent
3040,Jamaal Williams,15,65,4.3,19,0,0,5,5,18,3.6,0,0,1,8.3,8.3,1.1%,FA,free_agent,2021,12,36.04,,,,,,,,,,Free Agent
3041,Dalvin Cook,10,39,3.9,30,1,0,6,7,64,10.7,0,1,1,8.3,8.3,0.6%,FA,free_agent,2021,12,23.78,,,,,,,,,,Free Agent
3043,Tevin Coleman,16,67,4.2,19,0,0,2,3,3,1.5,0,0,1,7.0,7.0,0.0%,FA,free_agent,2021,12,36.08,,,,,,,,,,Free Agent
3046,Devonta Freeman,16,52,3.3,8,0,0,1,1,8,8.0,0,0,1,6.0,6.0,0.0%,FA,free_agent,2021,12,28.6,,,,,,,,,,Free Agent
3047,David Johnson,10,39,3.9,7,0,0,2,3,16,8.0,0,0,1,5.5,5.5,0.0%,FA,free_agent,2021,12,22.08,,,,,,,,,,Free Agent
3048,Brandon Bolden,0,0,0.0,0,0,0,4,4,54,13.5,0,0,1,5.4,5.4,0.0%,FA,free_agent,2021,12,3.1,,,,,,,,,,Free Agent
3049,Rex Burkhead,12,27,2.3,10,0,0,3,3,27,9.0,0,0,1,5.4,5.4,10.0%,FA,free_agent,2021,12,16.7,,,,,,,,,,Free Agent
3053,Ty Montgomery Ii,6,14,2.3,8,0,0,5,7,31,6.2,0,0,1,4.5,4.5,0.0%,FA,free_agent,2021,12,9.99,,,,,,,,,,Free Agent
3054,Phillip Lindsay,12,42,3.5,9,0,0,0,0,0,0.0,0,0,1,4.2,4.2,0.0%,FA,free_agent,2021,12,22.72,,,,,,,,,,Free Agent
3056,Mike Davis,5,16,3.2,6,0,0,3,4,25,8.3,0,0,1,4.1,4.1,1.0%,FA,free_agent,2021,12,10.53,,,,,,,,,,Free Agent
3063,Kenyan Drake,7,25,3.6,4,0,0,2,2,5,2.5,0,0,1,3.0,3.0,1.1%,FA,free_agent,2021,12,14.19,,,,,,,,,,Free Agent
3064,Chris Evans,5,23,4.6,13,0,0,1,1,5,5.0,0,0,1,2.8,2.8,0.0%,FA,free_agent,2021,12,13.04,,,,,,,,,,Free Agent
3065,Kalen Ballage,3,21,7.0,13,0,0,1,2,6,6.0,0,0,1,2.7,2.7,0.0%,FA,free_agent,2021,12,12.25,,,,,,,,,,Free Agent
3066,Devontae Booker,3,10,3.3,6,0,0,1,1,17,17.0,0,0,1,2.7,2.7,0.0%,FA,free_agent,2021,12,6.74,,,,,,,,,,Free Agent
3069,Sony Michel,3,14,4.7,7,0,0,1,1,11,11.0,0,0,1,2.5,2.5,0.0%,FA,free_agent,2021,12,8.65,,,,,,,,,,Free Agent
3070,Ameer Abdullah,2,4,2.0,5,0,0,2,6,20,10.0,0,0,1,2.4,2.4,0.8%,FA,free_agent,2021,12,3.7,,,,,,,,,,Free Agent
3072,Joshua Kelley,1,5,5.0,5,0,0,2,3,15,7.5,0,0,1,2.0,2.0,0.0%,FA,free_agent,2021,12,4.3,,,,,,,,,,Free Agent
3074,Wayne Gallman Jr.,4,19,4.8,15,0,0,0,0,0,0.0,0,0,1,1.9,1.9,0.0%,FA,free_agent,2021,12,10.62,,,,,,,,,,Free Agent
3075,Carlos Hyde,6,16,2.7,8,0,0,0,1,0,0.0,0,0,1,1.6,1.6,0.0%,FA,free_agent,2021,12,9.01,,,,,,,,,,Free Agent
3077,Keith Smith,0,0,0.0,0,0,0,2,2,16,8.0,0,0,1,1.6,1.6,0.0%,FA,free_agent,2021,12,1.0,,,,,,,,,,Free Agent
3079,Latavius Murray,8,14,1.8,4,0,0,0,0,0,0.0,0,0,1,1.4,1.4,0.0%,FA,free_agent,2021,12,8.07,,,,,,,,,,Free Agent
3080,Anthony Mcfarland Jr.,2,2,1.0,3,0,0,1,1,11,11.0,0,0,1,1.3,1.3,1.1%,FA,free_agent,2021,12,2.0,,,,,,,,,,Free Agent
3081,Godwin Igwebuike,1,11,11.0,11,0,0,0,1,0,0.0,0,0,1,1.1,1.1,0.0%,FA,free_agent,2021,12,7.25,,,,,,,,,,Free Agent
3082,Adam Prentice,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1,1.0,1.0,0.0%,FA,free_agent,2021,12,0.6,,,,,,,,,,Free Agent
3085,Nyheim Hines,1,3,3.0,3,0,0,3,4,26,8.7,0,1,1,0.9,0.9,0.1%,FA,free_agent,2021,12,2.55,,,,,,,,,,Free Agent
3086,Alex Collins,7,14,2.0,7,0,0,1,1,13,13.0,0,1,1,0.7,0.7,19.0%,FA,free_agent,2021,12,7.65,,,,,,,,,,Free Agent
3087,Jeff Wilson Jr.,2,5,2.5,4,0,0,1,1,2,2.0,0,0,1,0.7,0.7,1.0%,FA,free_agent,2021,12,3.28,,,,,,,,,,Free Agent
3089,Benny Snell Jr.,2,5,2.5,4,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.0%,FA,free_agent,2021,12,3.08,,,,,,,,,,Free Agent
3090,Ty'Son Williams,1,1,1.0,1,0,0,0,1,0,0.0,0,0,1,0.1,0.1,1.2%,FA,free_agent,2021,12,0.75,,,,,,,,,,Free Agent
3067,Tony Jones Jr.,16,27,1.7,11,0,0,0,0,0,0.0,0,0,1,2.7,2.7,0.0%,FA,free_agent,2021,12,15.36,,,,,,,,,,Free Agent
3094,Darius Bradwell,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
3097,Tory Carter,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
3098,B.J. Emmons,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
3099,Taiwan Jones,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.0%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
3101,Jason Cabinda,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.1%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
3102,Justin Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
3103,Buddy Howell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
3104,Brandin Bryant,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,free_agent,2021,12,0.0,,,,,,,,,,Free Agent
