Year,Week,Rank,Player,Team,FPTS,Score,Y/A,FPTS/G,FPTS,Rush_TD,FL,ATT,REC,TGT,Y/R,Rush_Yds,LG,20+,Date,Time,stadium_name,city,state,latitude,longitude,indoor_outdoor,surface_type,elevation,year_opened,temp_C,precip_mm,wind_kph,rel_humidity,pressure_hpa
2024,13,33,Tyrone Tracy,new_york_giants,12.5,22.69,3.6,12.5,12.5,1,0,9,2,3,16.5,32,7,0,2024-11-28,4:30PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2024,13,34,Blake Corum,los_angeles_rams,4.2,22.6,5.3,4.2,4.2,0,0,8,0,0,0.0,42,10,0,2024-12-01,4:05PM,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3.0,1975.0,,,,,
2024,13,35,Chuba Hubbard,carolina_panthers,2.3,22.14,3.6,2.3,2.3,0,1,12,0,0,0.0,43,9,0,2024-12-01,4:05PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2024,13,36,Ameer Abdullah,las_vegas_raiders,5.3,21.98,3.9,5.3,5.3,0,0,10,2,2,7.0,39,11,0,2024-11-29,3:00PM,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020.0,1972.0,,,,,
2024,13,37,Tony Pollard,tennessee_titans,4.8,19.91,4.4,4.8,4.8,0,1,8,4,6,8.3,35,7,0,2024-12-01,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2024,13,38,Zach Charbonnet,seattle_seahawks,10.1,19.7,7.0,10.1,10.1,1,0,4,2,3,6.5,28,11,0,2024-12-01,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,13,39,Gus Edwards,los_angeles_chargers,3.3,17.55,5.3,3.3,3.3,0,0,6,1,1,1.0,32,12,0,2024-12-01,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2024,13,40,Jeremy Mcnichols,washington_commanders,3.2,17.4,5.3,3.2,3.2,0,0,6,0,0,0.0,32,12,0,2024-12-01,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2024,13,41,Nick Chubb,cleveland_browns,10.5,16.15,2.3,10.5,10.5,0,0,9,2,2,12.0,21,10,0,2024-12-02,8:15PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2024,13,42,Chris Brooks,green_bay_packers,2.9,15.94,9.3,2.9,2.9,0,0,3,2,2,0.5,28,18,0,2024-11-28,8:20PM,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640.0,1957.0,,,,,
2024,13,43,Ty Johnson,buffalo_bills,3.7,15.89,5.6,3.7,3.7,0,0,5,1,1,9.0,28,8,0,2024-12-01,8:20PM,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600.0,1973.0,,,,,
2024,13,44,Tank Bigsby,jacksonville_jaguars,3.5,15.75,4.0,3.5,3.5,0,0,7,1,1,7.0,28,19,0,2024-12-01,1:00PM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2024,13,45,Aaron Jones,minnesota_vikings,6.8,14.66,4.4,6.8,6.8,0,1,5,3,4,2.0,22,8,0,2024-12-01,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,13,46,De'Von Achane,miami_dolphins,13.0,14.6,2.0,13.0,13.0,0,0,7,8,9,7.0,14,13,0,2024-11-28,8:20PM,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640.0,1957.0,,,,,
2024,13,47,Isaac Guerendo,san_francisco_49ers,7.6,13.97,4.8,7.6,7.6,1,0,4,1,1,-3.0,19,15,0,2024-12-01,8:20PM,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600.0,1973.0,,,,,
2024,13,48,Devin Singletary,new_york_giants,2.3,12.69,3.3,2.3,2.3,0,0,7,0,1,0.0,23,7,0,2024-11-28,4:30PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2024,13,49,Cam Akers,houston_texans,2.2,12.22,5.5,2.2,2.2,0,0,4,0,0,0.0,22,18,0,2024-12-01,1:00PM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2024,13,50,Cam Akers,minnesota_vikings,2.2,12.22,5.5,2.2,2.2,0,0,4,0,0,0.0,22,18,0,2024-12-01,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,13,51,Emanuel Wilson,green_bay_packers,2.0,11.7,10.0,2.0,2.0,0,0,2,0,0,0.0,20,15,0,2024-11-28,8:20PM,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640.0,1957.0,,,,,
2024,13,52,Raheem Mostert,miami_dolphins,3.4,11.52,3.8,3.4,3.4,0,0,5,2,3,7.5,19,12,0,2024-11-28,8:20PM,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640.0,1957.0,,,,,
2024,13,53,Jonathon Brooks,carolina_panthers,4.1,11.5,3.0,4.1,4.1,0,0,6,3,3,7.7,18,9,0,2024-12-01,4:05PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2024,13,54,Trey Benson,arizona_cardinals,2.0,11.3,6.7,2.0,2.0,0,0,3,0,0,0.0,20,10,0,2024-12-01,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,13,55,Cordarrelle Patterson,pittsburgh_steelers,5.3,11.25,5.3,5.3,5.3,0,0,3,3,3,12.3,16,12,0,2024-12-01,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2024,13,56,Kimani Vidal,los_angeles_chargers,2.0,11.15,5.0,2.0,2.0,0,0,4,0,0,0.0,20,16,0,2024-12-01,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2024,13,57,Tyler Allgeier,atlanta_falcons,2.2,9.5,2.0,2.2,2.2,0,0,8,1,1,6.0,16,4,0,2024-12-01,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2024,13,58,Khalil Herbert,chicago_bears,1.4,9.2,14.0,1.4,1.4,0,0,1,0,0,0.0,14,14,0,2024-11-28,12:30PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,,,,,
2024,13,59,Khalil Herbert,cincinnati_bengals,1.4,9.2,14.0,1.4,1.4,0,0,1,0,0,0.0,14,14,0,2024-12-01,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2024,13,60,Kareem Hunt,kansas_city_chiefs,1.5,8.72,2.1,1.5,1.5,0,0,7,2,4,0.0,15,4,0,2024-11-29,3:00PM,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020.0,1972.0,,,,,
2024,13,61,Jaylen Warren,pittsburgh_steelers,6.4,8.4,3.0,6.4,6.4,0,0,3,4,4,13.8,9,6,0,2024-12-01,1:00PM,Paycor Stadium,Cincinnati,OH,39.0954,-84.516,Outdoor,Turf,482.0,2000.0,,,,,
2024,13,62,Isaiah Davis,new_york_jets,9.2,7.4,4.0,9.2,9.2,0,0,1,3,3,9.3,4,4,0,2024-12-01,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,13,63,Braelon Allen,new_york_jets,2.7,7.33,2.2,2.7,2.7,0,0,5,2,2,8.0,11,4,0,2024-12-01,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,13,64,Emari Demercado,arizona_cardinals,1.5,7.15,4.0,1.5,1.5,0,0,3,1,2,3.0,12,8,0,2024-12-01,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,13,65,Audric Estime,unknown,1.2,6.9,4.0,1.2,1.2,0,0,3,0,0,0.0,12,8,0,,,,,,,,,,,,,,,,
2024,13,66,Justice Hill,baltimore_ravens,2.1,4.75,2.0,2.1,2.1,0,0,3,4,6,3.8,6,3,0,2024-12-01,4:25PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2024,13,67,Javonte Williams,denver_broncos,6.4,4.6,0.3,6.4,6.4,1,0,4,1,2,3.0,1,2,0,2024-12-02,8:15PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2024,13,68,Michael Burton,denver_broncos,6.1,4.15,1.0,6.1,6.1,1,0,1,0,0,0.0,1,1,0,2024-12-02,8:15PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2024,13,69,Kene Nwangwu,new_york_jets,6.0,3.0,0.0,6.0,6.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,13,70,Will Shipley,philadelphia_eagles,0.4,2.7,4.0,0.4,0.4,0,0,1,0,0,0.0,4,4,0,2024-12-01,4:25PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2024,13,71,Ezekiel Elliott,dallas_cowboys,0.4,2.7,4.0,0.4,0.4,0,0,1,0,0,0.0,4,4,0,2024-11-28,4:30PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2024,13,72,Ezekiel Elliott,los_angeles_chargers,0.4,2.7,4.0,0.4,0.4,0,0,1,0,0,0.0,4,4,0,2024-12-01,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2024,13,73,Hunter Luepke,dallas_cowboys,0.4,2.5,1.3,0.4,0.4,0,0,3,0,0,0.0,4,2,0,2024-11-28,4:30PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2024,13,74,Tyjae Spears,tennessee_titans,0.3,2.05,3.0,0.3,0.3,0,0,1,0,0,0.0,3,3,0,2024-12-01,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2024,13,75,Ty Chandler,minnesota_vikings,0.2,1.35,1.0,0.2,0.2,0,0,2,0,0,0.0,2,2,0,2024-12-01,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,13,76,Alec Ingold,miami_dolphins,1.5,0.95,0.0,1.5,1.5,0,0,0,2,2,7.5,0,0,0,2024-11-28,8:20PM,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640.0,1957.0,,,,,
2024,13,77,Samaje Perine,kansas_city_chiefs,1.5,0.85,0.0,1.5,1.5,0,0,0,1,1,15.0,0,0,0,2024-11-29,3:00PM,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020.0,1972.0,,,,,
2024,13,78,Jamaal Williams,new_orleans_saints,0.7,0.45,0.0,0.7,0.7,0,0,0,1,1,7.0,0,0,0,2024-12-01,4:05PM,Caesars Superdome,New Orleans,LA,29.9509,-90.0815,Indoor,Turf,3.0,1975.0,,,,,
2024,13,79,Dameon Pierce,houston_texans,0.1,0.15,0.0,0.1,0.1,0,0,0,1,1,1.0,0,0,0,2024-12-01,1:00PM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2024,13,80,Scott Matlock,los_angeles_chargers,0.0,0.1,0.0,0.0,0.0,0,0,0,1,1,2.0,0,0,0,2024-12-01,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2024,13,81,Tyler Goodson,indianapolis_colts,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,,,,,
2024,13,82,Raheem Blackshear,carolina_panthers,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,4:05PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2024,13,83,Reggie Gilliam,buffalo_bills,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,8:20PM,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600.0,1973.0,,,,,
2024,13,84,Trey Sermon,indianapolis_colts,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,Gillette Stadium,Foxborough,MA,42.0909,-71.2643,Outdoor,Turf,289.0,2002.0,,,,,
2024,13,85,Rasheen Ali,baltimore_ravens,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,4:25PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2024,13,86,Jaylen Wright,miami_dolphins,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-11-28,8:20PM,Lambeau Field,Green Bay,WI,44.5013,-88.0622,Outdoor,Grass,640.0,1957.0,,,,,
2024,13,87,Carson Steele,kansas_city_chiefs,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-11-29,3:00PM,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020.0,1972.0,,,,,
2024,13,88,Dylan Laube,las_vegas_raiders,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-11-29,3:00PM,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020.0,1972.0,,,,,
2024,13,89,Sean Tucker,tampa_bay_buccaneers,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,4:05PM,Bank of America Stadium,Charlotte,NC,35.2258,-80.8528,Outdoor,Grass,748.0,1996.0,,,,,
2024,13,90,Pierre Strong,cleveland_browns,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-02,8:15PM,Empower Field at Mile High,Denver,CO,39.7439,-105.0201,Outdoor,Turf,5280.0,2001.0,,,,,
2024,13,91,Eric Gray,new_york_giants,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-11-28,4:30PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2024,13,92,Kenneth Gainwell,philadelphia_eagles,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,4:25PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2024,13,93,Avery Williams,atlanta_falcons,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2024,13,94,Kenny Mcintosh,seattle_seahawks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,13,95,Brady Russell,seattle_seahawks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,13,96,Roschon Johnson,chicago_bears,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-11-28,12:30PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,,,,,
2024,13,97,Julius Chestnut,tennessee_titans,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,FedExField,Landover,MD,38.9078,-76.8645,Outdoor,Grass,300.0,1997.0,,,,,
2024,13,98,Patrick Ricard,baltimore_ravens,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,4:25PM,M&T Bank Stadium,Baltimore,MD,39.2779,-76.6227,Outdoor,Grass,10.0,1998.0,,,,,
2024,13,99,Dare Ogunbowale,houston_texans,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,TIAA Bank Field,Jacksonville,FL,30.3239,-81.6373,Outdoor,Grass,16.0,1995.0,,,,,
2024,13,100,Travis Homer,chicago_bears,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-11-28,12:30PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,,,,,
2024,13,101,Cj Ham,minnesota_vikings,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,2024-12-01,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,13,102,Hassan Haskins,los_angeles_chargers,-2.0,-1.0,0.0,-2.0,-2.0,0,1,1,0,0,0.0,0,0,0,2024-12-01,1:00PM,Mercedes-Benz Stadium,Atlanta,GA,33.755,-84.4008,Indoor,Turf,1050.0,2017.0,,,,,
2024,13,103,Kyle Juszczyk,san_francisco_49ers,-2.1,-1.65,-1.0,-2.1,-2.1,0,1,1,0,0,0.0,-1,0,0,2024-12-01,8:20PM,Highmark Stadium,Orchard Park,NY,42.7738,-78.7868,Outdoor,Grass,600.0,1973.0,,,,,
2024,14,1,Zach Charbonnet,seattle_seahawks,31.3,80.57,6.1,31.3,31.3,2,0,22,7,7,8.4,134,51,2,2024-12-08,4:05PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2024,14,2,Rico Dowdle,dallas_cowboys,14.1,68.99,7.3,14.1,14.1,0,0,18,1,2,10.0,131,27,1,2024-12-09,8:15PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2024,14,3,Saquon Barkley,philadelphia_eagles,14.4,65.93,6.2,14.4,14.4,0,0,20,0,1,0.0,124,18,0,2024-12-08,1:00PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,,,,,
2024,14,4,Tony Pollard,tennessee_titans,12.4,55.14,4.9,12.4,12.4,0,0,21,2,2,11.0,102,21,1,2024-12-08,1:00PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,,,,,
2024,14,5,Rachaad White,tampa_bay_buccaneers,22.9,55.04,5.3,22.9,22.9,1,0,17,2,3,9.5,90,13,0,2024-12-08,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,,,,,
2024,14,6,Kyren Williams,los_angeles_rams,21.7,54.35,3.0,21.7,21.7,2,0,29,2,2,5.0,87,12,0,2024-12-08,4:25PM,SoFi Stadium,Inglewood,CA,33.9535,-118.3392,Outdoor,Turf,100.0,2020.0,,,,,
2024,14,7,Bijan Robinson,atlanta_falcons,18.1,53.88,4.2,18.1,18.1,1,0,22,2,2,4.5,92,13,0,2024-12-08,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,14,8,Chuba Hubbard,carolina_panthers,16.7,53.68,3.5,16.7,16.7,1,0,26,4,5,3.8,92,15,0,2024-12-08,1:00PM,Lincoln Financial Field,Philadelphia,PA,39.9008,-75.1675,Outdoor,Grass,30.0,2003.0,,,,,
2024,14,9,James Conner,arizona_cardinals,18.2,52.55,5.0,18.2,18.2,0,0,18,4,4,8.0,90,23,1,2024-12-08,4:05PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2024,14,10,Isaac Guerendo,san_francisco_49ers,24.8,50.78,5.2,24.8,24.8,2,0,15,2,2,25.0,78,30,1,2024-12-08,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2024,14,11,Josh Jacobs,green_bay_packers,24.6,45.56,3.7,24.6,24.6,3,0,18,0,0,0.0,66,19,0,2024-12-05,8:15PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,,,,,
2024,14,12,Aaron Jones,minnesota_vikings,14.4,42.79,5.6,14.4,14.4,1,0,13,2,2,5.5,73,15,0,2024-12-08,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,14,13,Sincere Mccormick,las_vegas_raiders,8.9,42.03,5.2,8.9,8.9,0,0,15,2,3,5.5,78,29,1,2024-12-08,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,,,,,
2024,14,14,Chase Brown,cincinnati_bengals,18.3,37.86,4.1,18.3,18.3,0,0,14,6,8,10.8,58,10,0,2024-12-09,8:15PM,AT&T Stadium,Arlington,TX,32.7473,-97.0945,Indoor,Turf,639.0,2009.0,,,,,
2024,14,15,Tyler Allgeier,atlanta_falcons,12.3,36.85,7.0,12.3,12.3,1,0,9,0,0,0.0,63,25,1,2024-12-08,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,14,16,Tank Bigsby,jacksonville_jaguars,12.2,33.62,3.1,12.2,12.2,1,0,18,1,2,7.0,55,12,0,2024-12-08,1:00PM,Nissan Stadium,Nashville,TN,36.1665,-86.7713,Outdoor,Grass,476.0,1999.0,,,,,
2024,14,17,David Montgomery,detroit_lions,14.4,32.99,3.6,14.4,14.4,1,0,14,5,5,6.6,51,13,0,2024-12-05,8:15PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,,,,,
2024,14,18,Najee Harris,pittsburgh_steelers,11.3,32.0,3.3,11.3,11.3,1,0,16,0,0,0.0,53,20,1,2024-12-08,1:00PM,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730.0,2001.0,,,,,
2024,14,19,Tyrone Tracy,new_york_giants,14.3,30.32,2.8,14.3,14.3,1,0,16,5,10,7.6,45,7,0,2024-12-08,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,14,20,Isiah Pacheco,kansas_city_chiefs,6.1,29.98,3.9,6.1,6.1,0,0,14,2,4,3.0,55,9,0,2024-12-08,8:20PM,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020.0,1972.0,,,,,
2024,14,21,Jahmyr Gibbs,detroit_lions,13.3,28.54,2.9,13.3,13.3,0,0,15,6,6,5.0,43,20,1,2024-12-05,8:15PM,Ford Field,Detroit,MI,42.34,-83.0456,Indoor,Turf,600.0,2002.0,,,,,
2024,14,22,Isaiah Davis,new_york_jets,12.7,26.65,4.0,12.7,12.7,1,0,10,3,6,9.0,40,17,0,2024-12-08,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2024,14,23,Jaylen Warren,pittsburgh_steelers,7.2,26.63,5.2,7.2,7.2,0,0,9,2,5,12.5,47,14,0,2024-12-08,1:00PM,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730.0,2001.0,,,,,
2024,14,24,Alvin Kamara,new_orleans_saints,7.9,26.34,2.6,7.9,7.9,0,0,17,5,5,7.0,44,16,0,2024-12-08,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,14,25,Sean Tucker,tampa_bay_buccaneers,4.7,26.16,15.7,4.7,4.7,0,0,3,0,2,0.0,47,34,1,2024-12-08,1:00PM,Raymond James Stadium,Tampa,FL,27.9759,-82.5033,Outdoor,Grass,26.0,1998.0,,,,,
2024,14,26,Nick Chubb,cleveland_browns,4.8,25.76,4.4,4.8,4.8,0,0,11,0,1,0.0,48,19,0,2024-12-08,1:00PM,Acrisure Stadium,Pittsburgh,PA,40.4468,-80.0158,Outdoor,Grass,730.0,2001.0,,,,,
2024,14,27,Braelon Allen,new_york_jets,8.1,25.49,3.9,8.1,8.1,0,0,11,4,5,9.5,43,7,0,2024-12-08,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
2024,14,28,Gus Edwards,los_angeles_chargers,9.6,22.94,3.6,9.6,9.6,1,0,10,0,0,0.0,36,10,0,2024-12-08,8:20PM,GEHA Field at Arrowhead Stadium,Kansas City,MO,39.049,-94.4839,Outdoor,Grass,1020.0,1972.0,,,,,
2024,14,29,Kenny Mcintosh,seattle_seahawks,4.5,21.06,5.4,4.5,4.5,0,0,7,2,2,3.5,38,16,0,2024-12-08,4:05PM,State Farm Stadium,Glendale,AZ,33.5275,-112.2625,Indoor,Turf,1070.0,2006.0,,,,,
2024,14,30,D'Andre Swift,chicago_bears,4.0,21.01,2.7,4.0,4.0,0,0,14,1,2,2.0,38,8,0,2024-12-08,4:25PM,Levi's Stadium,Santa Clara,CA,37.403,-121.9692,Outdoor,Grass,13.0,2014.0,,,,,
2024,14,31,Kendre Miller,new_orleans_saints,9.2,20.88,3.2,9.2,9.2,1,0,10,0,1,0.0,32,9,0,2024-12-08,1:00PM,MetLife Stadium,East Rutherford,NJ,40.8136,-74.0744,Outdoor,Turf,3.0,2010.0,,,,,
2024,14,32,Cam Akers,houston_texans,3.7,20.11,7.4,3.7,3.7,0,0,5,0,0,0.0,37,25,1,,,,,,,,,,,,,,,,
2024,14,33,Cam Akers,minnesota_vikings,3.7,20.11,7.4,3.7,3.7,0,0,5,0,0,0.0,37,25,1,2024-12-08,1:00PM,U.S. Bank Stadium,Minneapolis,MN,44.974,-93.2581,Indoor,Turf,840.0,2016.0,,,,,
2024,14,34,De'Von Achane,miami_dolphins,12.9,19.9,1.7,12.9,12.9,1,0,14,6,7,7.5,24,7,0,2024-12-08,1:00PM,Hard Rock Stadium,Miami Gardens,FL,25.958,-80.238,Outdoor,Grass,7.0,1987.0,,,,,
