city,state,stadium_name,Date,Time,latitude,longitude,timezone,temp_C,precip_mm,wind_kph,rel_humidity,pressure_hpa
Philadelphia,PA,Lincoln Financial Field,2018-12-03,8:15PM,39.9008,-75.1675,America/New_York,9.2,0.0,51.480000000000004,55,1008.9
Cleveland,OH,FirstEnergy Stadium,2018-12-09,1:00PM,41.5061,-81.6995,America/New_York,-2.0,0.0,9.0,56,1029.0
Houston,TX,NRG Stadium,2018-12-09,1:00PM,29.6847,-95.4107,America/Chicago,10.0,0.0,63.72,68,1025.8
Kansas City,MO,GEHA Field at Arrowhead Stadium,2018-12-09,1:00PM,39.049,-94.4839,America/Chicago,0.3,0.0,13.32,46,1030.4
Miami Gardens,FL,Hard Rock Stadium,2018-12-09,1:00PM,25.958,-80.238,America/New_York,27.4,0.3,79.56,74,1015.6
Tampa,FL,Raymond James Stadium,2018-12-09,1:00PM,27.9759,-82.5033,America/New_York,19.1,10.8,64.08,92,1013.9
Landover,MD,FedExField,2018-12-09,1:00PM,38.9078,-76.8645,America/New_York,0.7,0.0,27.720000000000002,61,1028.9
Inglewood,CA,SoFi Stadium,2018-12-09,4:05PM,33.9535,-118.3392,America/Los_Angeles,15.2,0.0,71.28,78,1022.5
Santa Clara,CA,Levi's Stadium,2018-12-09,4:05PM,37.403,-121.9692,America/Los_Angeles,13.6,0.0,28.08,73,1025.7
Glendale,AZ,State Farm Stadium,2018-12-09,4:25PM,33.5275,-112.2625,America/Phoenix,18.5,0.0,16.2,47,1022.4
Arlington,TX,AT&T Stadium,2018-12-09,4:25PM,32.7473,-97.0945,America/Chicago,8.8,0.0,56.519999999999996,56,1026.8
Las Vegas,NV,Allegiant Stadium,2018-12-09,4:25PM,36.0908,-115.183,America/Los_Angeles,13.6,0.0,8.28,39,1026.5
Chicago,IL,Soldier Field,2018-12-09,8:20PM,41.8623,-87.6167,America/Chicago,-4.3,0.0,39.24,83,1028.0
Seattle,WA,Lumen Field,2018-12-10,8:15PM,47.5952,-122.3316,America/Los_Angeles,7.1,0.0,58.68000000000001,87,1023.6
Kansas City,MO,GEHA Field at Arrowhead Stadium,2018-12-13,8:20PM,39.049,-94.4839,America/Chicago,3.2,0.1,61.2,92,1018.5
East Rutherford,NJ,MetLife Stadium,2018-12-15,4:30PM,40.8136,-74.0744,America/New_York,9.2,0.2,69.12,85,1018.5
Denver,CO,Empower Field at Mile High,2018-12-15,8:20PM,39.7439,-105.0201,America/Denver,-0.3,0.0,37.080000000000005,66,1018.7
Atlanta,GA,Mercedes-Benz Stadium,2018-12-16,1:00PM,33.755,-84.4008,America/New_York,10.6,0.1,73.8,77,1019.9
Chicago,IL,Soldier Field,2018-12-16,1:00PM,41.8623,-87.6167,America/Chicago,7.6,0.0,53.28,59,1018.1
Cincinnati,OH,Paycor Stadium,2018-12-16,1:00PM,39.0954,-84.516,America/New_York,8.2,0.0,7.5600000000000005,76,1018.4
Indianapolis,IN,Lucas Oil Stadium,2018-12-16,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,8.2,0.0,37.800000000000004,71,1019.9
Orchard Park,NY,Highmark Stadium,2018-12-16,1:00PM,42.7738,-78.7868,America/New_York,2.2,0.4,26.64,94,1016.5
Jacksonville,FL,TIAA Bank Field,2018-12-16,1:00PM,30.3239,-81.6373,America/New_York,16.7,0.0,50.4,64,1019.7
Minneapolis,MN,U.S. Bank Stadium,2018-12-16,1:00PM,44.974,-93.2581,America/Chicago,4.0,0.0,25.92,67,1020.4
East Rutherford,NJ,MetLife Stadium,2018-12-16,1:00PM,40.8136,-74.0744,America/New_York,4.2,1.1,81.72,91,1013.6
Baltimore,MD,M&T Bank Stadium,2018-12-16,1:00PM,39.2779,-76.6227,America/New_York,6.3,2.1,66.24,92,1010.1
Santa Clara,CA,Levi's Stadium,2018-12-16,4:05PM,37.403,-121.9692,America/Los_Angeles,15.1,0.6,71.64,79,1016.2
Pittsburgh,PA,Acrisure Stadium,2018-12-16,4:25PM,40.4468,-80.0158,America/New_York,5.0,0.0,31.319999999999997,86,1014.6
Inglewood,CA,SoFi Stadium,2018-12-16,8:20PM,33.9535,-118.3392,America/Los_Angeles,13.9,0.0,36.36,93,1020.3
Charlotte,NC,Bank of America Stadium,2018-12-17,8:15PM,35.2258,-80.8528,America/New_York,7.7,0.0,35.28,70,1016.5
Nashville,TN,Nissan Stadium,2018-12-22,4:30PM,36.1665,-86.7713,America/Chicago,7.7,0.0,27.720000000000002,77,1018.3
Inglewood,CA,SoFi Stadium,2018-12-22,8:20PM,33.9535,-118.3392,America/Los_Angeles,13.8,0.0,10.44,92,1017.6
Charlotte,NC,Bank of America Stadium,2018-12-23,1:00PM,35.2258,-80.8528,America/New_York,8.8,0.0,19.8,65,1021.3
Foxborough,MA,Gillette Stadium,2018-12-23,1:00PM,42.0909,-71.2643,America/New_York,2.7,0.0,55.440000000000005,48,1017.9
Cleveland,OH,FirstEnergy Stadium,2018-12-23,1:00PM,41.5061,-81.6995,America/New_York,4.3,0.0,52.92,74,1018.1
Arlington,TX,AT&T Stadium,2018-12-23,1:00PM,32.7473,-97.0945,America/Chicago,10.2,0.0,65.88000000000001,55,1028.8
Detroit,MI,Ford Field,2018-12-23,1:00PM,42.34,-83.0456,America/Detroit,2.6,0.0,42.12,77,1017.5
East Rutherford,NJ,MetLife Stadium,2018-12-23,1:00PM,40.8136,-74.0744,America/New_York,4.9,0.0,48.6,51,1020.0
Philadelphia,PA,Lincoln Financial Field,2018-12-23,1:00PM,39.9008,-75.1675,America/New_York,6.2,0.0,33.480000000000004,52,1020.9
Indianapolis,IN,Lucas Oil Stadium,2018-12-23,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,0.9,0.0,31.319999999999997,81,1021.3
Miami Gardens,FL,Hard Rock Stadium,2018-12-23,1:00PM,25.958,-80.238,America/New_York,20.5,0.0,30.240000000000002,59,1023.7
Santa Clara,CA,Levi's Stadium,2018-12-23,4:05PM,37.403,-121.9692,America/Los_Angeles,14.3,0.0,36.0,66,1024.0
Glendale,AZ,State Farm Stadium,2018-12-23,4:05PM,33.5275,-112.2625,America/Phoenix,21.4,0.0,5.4,23,1017.4
New Orleans,LA,Caesars Superdome,2018-12-23,4:25PM,29.9509,-90.0815,America/Chicago,18.1,0.1,9.360000000000001,92,1021.6
Seattle,WA,Lumen Field,2018-12-23,8:20PM,47.5952,-122.3316,America/Los_Angeles,6.3,0.0,37.080000000000005,92,1016.3
Las Vegas,NV,Allegiant Stadium,2018-12-24,8:15PM,36.0908,-115.183,America/Los_Angeles,11.5,0.0,5.4,29,1011.2
Tampa,FL,Raymond James Stadium,2018-12-30,1:00PM,27.9759,-82.5033,America/New_York,24.0,0.0,26.28,82,1021.5
Orchard Park,NY,Highmark Stadium,2018-12-30,1:00PM,42.7738,-78.7868,America/New_York,1.4,0.0,86.76,73,1019.8
East Rutherford,NJ,MetLife Stadium,2018-12-30,1:00PM,40.8136,-74.0744,America/New_York,3.4,0.0,19.8,66,1022.4
Green Bay,WI,Lambeau Field,2018-12-30,1:00PM,44.5013,-88.0622,America/Chicago,-2.6,0.0,66.96000000000001,49,1013.5
Houston,TX,NRG Stadium,2018-12-30,1:00PM,29.6847,-95.4107,America/Chicago,9.0,1.1,50.4,91,1017.2
New Orleans,LA,Caesars Superdome,2018-12-30,1:00PM,29.9509,-90.0815,America/Chicago,21.0,0.2,41.76,95,1017.1
Foxborough,MA,Gillette Stadium,2018-12-30,1:00PM,42.0909,-71.2643,America/New_York,-0.2,0.0,11.879999999999999,45,1022.0
Minneapolis,MN,U.S. Bank Stadium,2018-12-30,4:25PM,44.974,-93.2581,America/Chicago,1.3,0.0,22.68,60,1007.0
Pittsburgh,PA,Acrisure Stadium,2018-12-30,4:25PM,40.4468,-80.0158,America/New_York,6.9,0.0,43.56,55,1020.7
Baltimore,MD,M&T Bank Stadium,2018-12-30,4:25PM,39.2779,-76.6227,America/New_York,8.3,0.0,16.92,61,1021.8
Seattle,WA,Lumen Field,2018-12-30,4:25PM,47.5952,-122.3316,America/Los_Angeles,6.4,0.6,31.680000000000003,83,1023.2
Kansas City,MO,GEHA Field at Arrowhead Stadium,2018-12-30,4:25PM,39.049,-94.4839,America/Chicago,7.0,0.0,55.080000000000005,41,1013.0
Denver,CO,Empower Field at Mile High,2018-12-30,4:25PM,39.7439,-105.0201,America/Denver,6.6,0.0,70.56,29,999.1
Landover,MD,FedExField,2018-12-30,4:25PM,38.9078,-76.8645,America/New_York,7.4,0.0,15.48,64,1022.0
Inglewood,CA,SoFi Stadium,2018-12-30,4:25PM,33.9535,-118.3392,America/Los_Angeles,15.1,0.0,30.240000000000002,54,1014.4
Nashville,TN,Nissan Stadium,2018-12-30,8:20PM,36.1665,-86.7713,America/Chicago,9.3,0.0,22.68,85,1019.0
Houston,TX,NRG Stadium,2019-01-05,4:35PM,29.6847,-95.4107,America/Chicago,19.7,0.0,23.400000000000002,49,1020.4
Arlington,TX,AT&T Stadium,2019-01-05,8:15PM,32.7473,-97.0945,America/Chicago,13.2,0.0,42.84,69,1018.5
Baltimore,MD,M&T Bank Stadium,2019-01-06,1:05PM,39.2779,-76.6227,America/New_York,10.2,0.0,83.52,54,1017.2
Kansas City,MO,GEHA Field at Arrowhead Stadium,2019-01-12,4:35PM,39.049,-94.4839,America/Chicago,-0.1,0.6,59.4,91,1020.5
Chicago,IL,Soldier Field,2019-01-06,4:40PM,41.8623,-87.6167,America/Chicago,2.7,0.0,69.84,83,1024.2
Inglewood,CA,SoFi Stadium,2019-01-12,8:15PM,33.9535,-118.3392,America/Los_Angeles,10.1,0.0,24.48,93,1017.5
Foxborough,MA,Gillette Stadium,2019-01-13,1:05PM,42.0909,-71.2643,America/New_York,-3.1,0.0,29.52,41,1029.9
New Orleans,LA,Caesars Superdome,2019-01-13,4:40PM,29.9509,-90.0815,America/Chicago,12.8,0.0,62.63999999999999,57,1023.8
New Orleans,LA,Caesars Superdome,2019-01-20,3:05PM,29.9509,-90.0815,America/Chicago,8.4,0.0,79.2,53,1024.0
Kansas City,MO,GEHA Field at Arrowhead Stadium,2019-01-20,6:40PM,39.049,-94.4839,America/Chicago,-9.2,0.0,57.96000000000001,72,1029.4
Foxborough,MA,Gillette Stadium,2019-02-03,6:30PM,42.0909,-71.2643,America/New_York,0.4,0.0,47.88,97,1019.8
Chicago,IL,Soldier Field,2019-09-05,8:20PM,41.8623,-87.6167,America/Chicago,18.2,0.0,47.519999999999996,80,1017.4
Minneapolis,MN,U.S. Bank Stadium,2019-09-08,1:00PM,44.974,-93.2581,America/Chicago,14.0,0.4,34.56,88,1020.7
East Rutherford,NJ,MetLife Stadium,2019-09-08,1:00PM,40.8136,-74.0744,America/New_York,24.4,0.0,42.84,50,1017.3
Charlotte,NC,Bank of America Stadium,2019-09-08,1:00PM,35.2258,-80.8528,America/New_York,30.7,0.0,11.879999999999999,49,1016.0
Cleveland,OH,FirstEnergy Stadium,2019-09-08,1:00PM,41.5061,-81.6995,America/New_York,20.2,0.0,65.16000000000001,64,1019.4
Jacksonville,FL,TIAA Bank Field,2019-09-08,1:00PM,30.3239,-81.6373,America/New_York,32.5,0.0,25.2,56,1016.3
Miami Gardens,FL,Hard Rock Stadium,2019-09-08,1:00PM,25.958,-80.238,America/New_York,32.0,0.1,27.36,57,1017.3
Philadelphia,PA,Lincoln Financial Field,2019-09-08,1:00PM,39.9008,-75.1675,America/New_York,26.2,0.0,34.92,44,1017.8
Seattle,WA,Lumen Field,2019-09-08,4:05PM,47.5952,-122.3316,America/Los_Angeles,20.1,0.0,76.68,65,1010.3
Inglewood,CA,SoFi Stadium,2019-09-08,4:05PM,33.9535,-118.3392,America/Los_Angeles,23.1,0.0,61.2,54,1010.1
Glendale,AZ,State Farm Stadium,2019-09-08,4:25PM,33.5275,-112.2625,America/Phoenix,37.9,0.0,76.32,23,1003.1
Arlington,TX,AT&T Stadium,2019-09-08,4:25PM,32.7473,-97.0945,America/Chicago,36.7,0.0,83.88000000000001,26,1011.7
Tampa,FL,Raymond James Stadium,2019-09-08,4:25PM,27.9759,-82.5033,America/New_York,32.1,0.0,19.44,51,1015.1
Foxborough,MA,Gillette Stadium,2019-09-08,8:20PM,42.0909,-71.2643,America/New_York,17.6,0.0,34.92,66,1019.2
New Orleans,LA,Caesars Superdome,2019-09-09,7:10PM,29.9509,-90.0815,America/Chicago,30.1,0.0,23.040000000000003,72,1016.7
Las Vegas,NV,Allegiant Stadium,2019-09-09,10:20PM,36.0908,-115.183,America/Los_Angeles,28.9,0.0,86.4,35,1003.6
Charlotte,NC,Bank of America Stadium,2019-09-12,8:20PM,35.2258,-80.8528,America/New_York,30.8,0.0,26.64,48,1018.4
East Rutherford,NJ,MetLife Stadium,2019-09-15,1:00PM,40.8136,-74.0744,America/New_York,25.3,0.0,19.44,57,1020.5
Cincinnati,OH,Paycor Stadium,2019-09-15,1:00PM,39.0954,-84.516,America/New_York,28.0,0.0,36.36,34,1021.4
Nashville,TN,Nissan Stadium,2019-09-15,1:00PM,36.1665,-86.7713,America/Chicago,33.8,0.0,7.920000000000001,41,1019.4
Baltimore,MD,M&T Bank Stadium,2019-09-15,1:00PM,39.2779,-76.6227,America/New_York,27.9,0.0,8.28,47,1020.9
Landover,MD,FedExField,2019-09-15,1:00PM,38.9078,-76.8645,America/New_York,28.4,0.0,14.04,45,1020.8
Detroit,MI,Ford Field,2019-09-15,1:00PM,42.34,-83.0456,America/Detroit,23.0,0.0,46.440000000000005,60,1020.1
Green Bay,WI,Lambeau Field,2019-09-15,1:00PM,44.5013,-88.0622,America/Chicago,24.7,0.0,33.480000000000004,66,1015.5
Houston,TX,NRG Stadium,2019-09-15,1:00PM,29.6847,-95.4107,America/Chicago,33.2,0.0,64.08,43,1016.2
Miami Gardens,FL,Hard Rock Stadium,2019-09-15,1:00PM,25.958,-80.238,America/New_York,31.5,0.0,48.24,66,1013.6
Pittsburgh,PA,Acrisure Stadium,2019-09-15,1:00PM,40.4468,-80.0158,America/New_York,25.6,0.0,6.48,49,1022.1
Las Vegas,NV,Allegiant Stadium,2019-09-15,4:05PM,36.0908,-115.183,America/Los_Angeles,37.4,0.0,60.839999999999996,10,1005.2
Denver,CO,Empower Field at Mile High,2019-09-15,4:25PM,39.7439,-105.0201,America/Denver,32.7,0.0,60.839999999999996,11,1006.5
Inglewood,CA,SoFi Stadium,2019-09-15,4:25PM,33.9535,-118.3392,America/Los_Angeles,23.1,0.0,73.8,75,1010.6
Atlanta,GA,Mercedes-Benz Stadium,2019-09-15,8:20PM,33.755,-84.4008,America/New_York,27.8,0.0,27.36,59,1016.8
East Rutherford,NJ,MetLife Stadium,2019-09-16,8:15PM,40.8136,-74.0744,America/New_York,20.8,0.0,14.4,92,1016.9
Jacksonville,FL,TIAA Bank Field,2019-09-19,8:20PM,30.3239,-81.6373,America/New_York,23.9,0.4,78.48,78,1019.2
Indianapolis,IN,Lucas Oil Stadium,2019-09-22,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,29.0,0.0,86.4,42,1016.3
Orchard Park,NY,Highmark Stadium,2019-09-22,1:00PM,42.7738,-78.7868,America/New_York,27.9,0.0,86.4,54,1016.4
Arlington,TX,AT&T Stadium,2019-09-22,1:00PM,32.7473,-97.0945,America/Chicago,32.5,0.0,75.24,46,1015.0
Green Bay,WI,Lambeau Field,2019-09-22,1:00PM,44.5013,-88.0622,America/Chicago,21.0,4.0,41.4,95,1006.7
Philadelphia,PA,Lincoln Financial Field,2019-09-22,1:00PM,39.9008,-75.1675,America/New_York,30.3,0.0,37.080000000000005,48,1019.9
Kansas City,MO,GEHA Field at Arrowhead Stadium,2019-09-22,1:00PM,39.049,-94.4839,America/Chicago,25.4,0.3,44.28,80,1010.1
Minneapolis,MN,U.S. Bank Stadium,2019-09-22,1:00PM,44.974,-93.2581,America/Chicago,18.6,0.0,44.64,60,1009.6
Foxborough,MA,Gillette Stadium,2019-09-22,1:00PM,42.0909,-71.2643,America/New_York,28.7,0.0,49.68000000000001,38,1018.6
Glendale,AZ,State Farm Stadium,2019-09-22,4:05PM,33.5275,-112.2625,America/Phoenix,35.7,0.0,30.240000000000002,14,1009.5
Inglewood,CA,SoFi Stadium,2019-09-22,4:25PM,33.9535,-118.3392,America/Los_Angeles,25.5,0.0,55.080000000000005,58,1011.0
Tampa,FL,Raymond James Stadium,2019-09-22,4:05PM,27.9759,-82.5033,America/New_York,30.9,0.0,88.92,45,1016.0
Seattle,WA,Lumen Field,2019-09-22,4:25PM,47.5952,-122.3316,America/Los_Angeles,18.0,0.1,23.400000000000002,86,1010.0
Santa Clara,CA,Levi's Stadium,2019-09-22,4:25PM,37.403,-121.9692,America/Los_Angeles,25.4,0.0,75.24,44,1012.6
Cleveland,OH,FirstEnergy Stadium,2019-09-22,8:20PM,41.5061,-81.6995,America/New_York,24.7,0.0,48.24,52,1012.9
Green Bay,WI,Lambeau Field,2019-09-26,8:20PM,44.5013,-88.0622,America/Chicago,15.9,0.0,32.4,54,1010.9
Landover,MD,FedExField,2019-09-23,8:15PM,38.9078,-76.8645,America/New_York,28.7,0.0,43.2,42,1009.5
Atlanta,GA,Mercedes-Benz Stadium,2019-09-29,1:00PM,33.755,-84.4008,America/New_York,30.2,0.0,8.28,55,1022.6
Orchard Park,NY,Highmark Stadium,2019-09-29,1:00PM,42.7738,-78.7868,America/New_York,17.4,0.0,46.800000000000004,59,1028.2
Houston,TX,NRG Stadium,2019-09-29,1:00PM,29.6847,-95.4107,America/Chicago,31.0,0.0,60.480000000000004,63,1016.7
Baltimore,MD,M&T Bank Stadium,2019-09-29,1:00PM,39.2779,-76.6227,America/New_York,28.7,0.0,34.92,54,1023.2
Detroit,MI,Ford Field,2019-09-29,1:00PM,42.34,-83.0456,America/Detroit,16.9,2.1,81.0,89,1026.1
Indianapolis,IN,Lucas Oil Stadium,2019-09-29,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,29.0,0.0,52.92,56,1020.6
Miami Gardens,FL,Hard Rock Stadium,2019-09-29,1:00PM,25.958,-80.238,America/New_York,30.7,0.0,73.44,55,1017.7
East Rutherford,NJ,MetLife Stadium,2019-09-29,1:00PM,40.8136,-74.0744,America/New_York,24.0,0.0,60.12,51,1024.2
Glendale,AZ,State Farm Stadium,2019-09-29,4:05PM,33.5275,-112.2625,America/Phoenix,28.3,0.0,45.0,37,1005.4
Inglewood,CA,SoFi Stadium,2019-09-29,4:05PM,33.9535,-118.3392,America/Los_Angeles,20.5,0.0,79.2,48,1010.2
Chicago,IL,Soldier Field,2019-09-29,4:25PM,41.8623,-87.6167,America/Chicago,18.7,0.0,44.64,93,1019.4
Denver,CO,Empower Field at Mile High,2019-09-29,4:25PM,39.7439,-105.0201,America/Denver,30.5,0.0,106.2,9,993.4
New Orleans,LA,Caesars Superdome,2019-09-29,8:20PM,29.9509,-90.0815,America/Chicago,27.4,0.0,38.88,76,1018.1
Pittsburgh,PA,Acrisure Stadium,2019-09-30,8:15PM,40.4468,-80.0158,America/New_York,22.6,0.0,24.840000000000003,89,1019.1
Seattle,WA,Lumen Field,2019-10-03,8:20PM,47.5952,-122.3316,America/Los_Angeles,11.4,0.1,38.519999999999996,85,1015.8
Philadelphia,PA,Lincoln Financial Field,2019-10-06,1:00PM,39.9008,-75.1675,America/New_York,22.0,0.0,93.24,65,1025.2
Houston,TX,NRG Stadium,2019-10-06,1:00PM,29.6847,-95.4107,America/Chicago,29.9,0.5,48.96,71,1015.3
Nashville,TN,Nissan Stadium,2019-10-06,1:00PM,36.1665,-86.7713,America/Chicago,27.1,0.3,42.12,66,1018.9
Las Vegas,NV,Allegiant Stadium,2019-10-06,1:00PM,36.0908,-115.183,America/Los_Angeles,26.9,0.0,34.2,11,1019.3
Cincinnati,OH,Paycor Stadium,2019-10-06,1:00PM,39.0954,-84.516,America/New_York,25.4,0.0,50.76,68,1018.8
Charlotte,NC,Bank of America Stadium,2019-10-06,1:00PM,35.2258,-80.8528,America/New_York,24.2,0.0,25.2,61,1024.7
East Rutherford,NJ,MetLife Stadium,2019-10-06,1:00PM,40.8136,-74.0744,America/New_York,19.4,0.1,65.52,78,1025.9
New Orleans,LA,Caesars Superdome,2019-10-06,1:00PM,29.9509,-90.0815,America/Chicago,31.0,0.0,73.8,49,1016.1
Landover,MD,FedExField,2019-10-06,1:00PM,38.9078,-76.8645,America/New_York,22.8,0.0,71.28,65,1024.8
Pittsburgh,PA,Acrisure Stadium,2019-10-06,1:00PM,40.4468,-80.0158,America/New_York,22.4,0.0,65.16000000000001,66,1020.2
Inglewood,CA,SoFi Stadium,2019-10-06,4:05PM,33.9535,-118.3392,America/Los_Angeles,20.5,0.0,71.28,68,1014.3
Arlington,TX,AT&T Stadium,2019-10-06,4:25PM,32.7473,-97.0945,America/Chicago,35.0,0.0,27.720000000000002,31,1012.1
Kansas City,MO,GEHA Field at Arrowhead Stadium,2019-10-06,8:20PM,39.049,-94.4839,America/Chicago,13.9,0.0,25.92,73,1023.2
Santa Clara,CA,Levi's Stadium,2019-10-07,8:15PM,37.403,-121.9692,America/Los_Angeles,22.2,0.0,47.519999999999996,44,1012.4
Foxborough,MA,Gillette Stadium,2019-10-10,8:20PM,42.0909,-71.2643,America/New_York,12.6,0.0,88.2,60,1023.0
Tampa,FL,Raymond James Stadium,2019-10-13,9:30AM,27.9759,-82.5033,America/New_York,24.7,0.0,33.84,76,1018.0
Miami Gardens,FL,Hard Rock Stadium,2019-10-13,1:00PM,25.958,-80.238,America/New_York,27.5,0.4,50.04,73,1016.7
Baltimore,MD,M&T Bank Stadium,2019-10-13,1:00PM,39.2779,-76.6227,America/New_York,16.7,0.0,31.680000000000003,43,1019.0
Cleveland,OH,FirstEnergy Stadium,2019-10-13,1:00PM,41.5061,-81.6995,America/New_York,16.3,0.0,95.76,39,1013.0
Kansas City,MO,GEHA Field at Arrowhead Stadium,2019-10-13,1:00PM,39.049,-94.4839,America/Chicago,15.1,0.0,15.48,38,1015.2
Jacksonville,FL,TIAA Bank Field,2019-10-13,1:00PM,30.3239,-81.6373,America/New_York,27.1,0.0,26.28,62,1017.8
Minneapolis,MN,U.S. Bank Stadium,2019-10-13,1:00PM,44.974,-93.2581,America/Chicago,6.0,0.1,67.68,66,1008.6
Glendale,AZ,State Farm Stadium,2019-10-13,4:05PM,33.5275,-112.2625,America/Phoenix,31.8,0.0,18.720000000000002,12,1007.7
Inglewood,CA,SoFi Stadium,2019-10-13,4:05PM,33.9535,-118.3392,America/Los_Angeles,19.9,0.0,62.28,64,1010.4
East Rutherford,NJ,MetLife Stadium,2019-10-13,4:25PM,40.8136,-74.0744,America/New_York,17.8,0.0,11.16,51,1017.4
Denver,CO,Empower Field at Mile High,2019-10-13,4:25PM,39.7439,-105.0201,America/Denver,20.8,0.0,32.4,8,1007.8
Inglewood,CA,SoFi Stadium,2019-10-13,8:20PM,33.9535,-118.3392,America/Los_Angeles,17.4,0.0,23.040000000000003,85,1011.0
Green Bay,WI,Lambeau Field,2019-10-14,8:15PM,44.5013,-88.0622,America/Chicago,4.8,0.0,29.880000000000003,71,1016.7
Denver,CO,Empower Field at Mile High,2019-10-17,8:20PM,39.7439,-105.0201,America/Denver,11.8,0.0,32.04,36,996.9
Orchard Park,NY,Highmark Stadium,2019-10-20,1:00PM,42.7738,-78.7868,America/New_York,17.1,0.0,24.840000000000003,54,1012.4
Indianapolis,IN,Lucas Oil Stadium,2019-10-20,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,19.8,0.0,2.8800000000000003,53,1012.5
Detroit,MI,Ford Field,2019-10-20,1:00PM,42.34,-83.0456,America/Detroit,16.8,0.0,7.920000000000001,64,1012.0
Landover,MD,FedExField,2019-10-20,1:00PM,38.9078,-76.8645,America/New_York,12.3,2.7,73.08,100,1012.5
Atlanta,GA,Mercedes-Benz Stadium,2019-10-20,1:00PM,33.755,-84.4008,America/New_York,21.3,0.0,71.64,68,1013.4
Cincinnati,OH,Paycor Stadium,2019-10-20,1:00PM,39.0954,-84.516,America/New_York,20.9,0.0,7.5600000000000005,60,1012.4
East Rutherford,NJ,MetLife Stadium,2019-10-20,1:00PM,40.8136,-74.0744,America/New_York,14.7,1.2,23.040000000000003,88,1017.5
Green Bay,WI,Lambeau Field,2019-10-20,1:00PM,44.5013,-88.0622,America/Chicago,15.5,0.0,11.16,60,1012.6
Nashville,TN,Nissan Stadium,2019-10-20,4:05PM,36.1665,-86.7713,America/Chicago,22.5,0.0,14.4,57,1011.8
Chicago,IL,Soldier Field,2019-10-20,4:25PM,41.8623,-87.6167,America/Chicago,12.3,0.0,41.76,89,1013.4
Seattle,WA,Lumen Field,2019-10-20,4:25PM,47.5952,-122.3316,America/Los_Angeles,11.8,0.1,92.16000000000001,86,1010.7
Arlington,TX,AT&T Stadium,2019-10-20,8:20PM,32.7473,-97.0945,America/Chicago,25.3,0.0,91.08,75,1002.6
East Rutherford,NJ,MetLife Stadium,2019-10-21,8:15PM,40.8136,-74.0744,America/New_York,11.8,0.0,34.92,89,1019.4
Minneapolis,MN,U.S. Bank Stadium,2019-10-24,8:20PM,44.974,-93.2581,America/Chicago,0.8,0.0,21.240000000000002,79,1028.5
Chicago,IL,Soldier Field,2019-10-27,1:00PM,41.8623,-87.6167,America/Chicago,12.5,0.0,49.32,53,1013.2
Orchard Park,NY,Highmark Stadium,2019-10-27,1:00PM,42.7738,-78.7868,America/New_York,13.2,0.0,147.24,76,1005.8
Indianapolis,IN,Lucas Oil Stadium,2019-10-27,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,14.1,0.0,48.96,63,1015.7
Detroit,MI,Ford Field,2019-10-27,1:00PM,42.34,-83.0456,America/Detroit,13.9,0.0,121.67999999999999,69,1007.9
Atlanta,GA,Mercedes-Benz Stadium,2019-10-27,1:00PM,33.755,-84.4008,America/New_York,18.5,0.0,53.28,64,1015.9
New Orleans,LA,Caesars Superdome,2019-10-27,1:00PM,29.9509,-90.0815,America/Chicago,17.9,0.0,15.840000000000002,73,1017.4
Inglewood,CA,SoFi Stadium,2019-10-27,1:00PM,33.9535,-118.3392,America/Los_Angeles,20.6,0.0,73.08,63,1008.3
Jacksonville,FL,TIAA Bank Field,2019-10-27,1:00PM,30.3239,-81.6373,America/New_York,28.2,0.3,74.16000000000001,75,1015.1
Nashville,TN,Nissan Stadium,2019-10-27,1:00PM,36.1665,-86.7713,America/Chicago,16.5,0.0,6.48,74,1017.4
Santa Clara,CA,Levi's Stadium,2019-10-27,4:05PM,37.403,-121.9692,America/Los_Angeles,21.9,0.0,107.64,11,1010.2
Houston,TX,NRG Stadium,2019-10-27,4:25PM,29.6847,-95.4107,America/Chicago,24.1,0.0,37.440000000000005,55,1013.9
Foxborough,MA,Gillette Stadium,2019-10-27,4:25PM,42.0909,-71.2643,America/New_York,9.7,5.1,92.52,100,1010.8
Kansas City,MO,GEHA Field at Arrowhead Stadium,2019-10-27,8:20PM,39.049,-94.4839,America/Chicago,11.0,0.0,63.0,67,1016.3
Pittsburgh,PA,Acrisure Stadium,2019-10-28,8:15PM,40.4468,-80.0158,America/New_York,12.3,0.0,22.68,83,1018.3
Glendale,AZ,State Farm Stadium,2019-10-31,8:20PM,33.5275,-112.2625,America/Phoenix,15.8,0.0,24.48,9,1018.2
Jacksonville,FL,TIAA Bank Field,2019-11-03,9:30AM,30.3239,-81.6373,America/New_York,14.6,0.0,55.800000000000004,76,1021.9
Orchard Park,NY,Highmark Stadium,2019-11-03,1:00PM,42.7738,-78.7868,America/New_York,5.2,0.0,103.68,61,1020.9
Charlotte,NC,Bank of America Stadium,2019-11-03,1:00PM,35.2258,-80.8528,America/New_York,12.1,0.0,19.8,47,1025.6
