city,state,stadium_name,Date,Time,latitude,longitude,timezone,temp_C,precip_mm,wind_kph,rel_humidity,pressure_hpa
Landover,MD,FedExField,2021-11-29,8:15PM,38.9078,-76.8645,America/New_York,4.5,0.0,39.24,53,1017.9
New Orleans,LA,Caesars Superdome,2021-12-02,8:20PM,29.9509,-90.0815,America/Chicago,15.8,0.0,19.44,93,1020.7
Atlanta,GA,Mercedes-Benz Stadium,2021-12-05,1:00PM,33.755,-84.4008,America/New_York,17.2,0.2,26.64,81,1021.1
Chicago,IL,Soldier Field,2021-12-05,1:00PM,41.8623,-87.6167,America/Chicago,2.7,1.2,82.44,77,1010.1
Cincinnati,OH,Paycor Stadium,2021-12-05,1:00PM,39.0954,-84.516,America/New_York,10.2,0.0,43.2,53,1016.9
Detroit,MI,Ford Field,2021-12-05,1:00PM,42.34,-83.0456,America/Detroit,3.4,0.0,85.32,62,1020.9
East Rutherford,NJ,MetLife Stadium,2021-12-05,1:00PM,40.8136,-74.0744,America/New_York,7.3,0.0,10.08,44,1028.9
Houston,TX,NRG Stadium,2021-12-05,1:00PM,29.6847,-95.4107,America/Chicago,25.1,0.1,73.8,72,1015.7
Miami Gardens,FL,Hard Rock Stadium,2021-12-05,1:00PM,25.958,-80.238,America/New_York,27.1,0.0,28.8,60,1020.0
Seattle,WA,Lumen Field,2021-12-05,4:00PM,47.5952,-122.3316,America/Los_Angeles,5.4,0.0,26.64,64,1032.7
Las Vegas,NV,Allegiant Stadium,2021-12-05,4:05PM,36.0908,-115.183,America/Los_Angeles,21.2,0.0,16.92,15,1016.3
Inglewood,CA,SoFi Stadium,2021-12-05,4:25PM,33.9535,-118.3392,America/Los_Angeles,15.6,0.0,49.32,70,1017.1
Kansas City,MO,GEHA Field at Arrowhead Stadium,2021-12-05,8:20PM,39.049,-94.4839,America/Chicago,11.0,0.0,89.64,58,1009.0
Pittsburgh,PA,Acrisure Stadium,2021-12-05,4:25PM,40.4468,-80.0158,America/New_York,9.8,0.0,47.16,55,1017.7
Orchard Park,NY,Highmark Stadium,2021-12-06,8:15PM,42.7738,-78.7868,America/New_York,2.1,0.2,162.72000000000003,53,1009.8
Minneapolis,MN,U.S. Bank Stadium,2021-12-09,8:20PM,44.974,-93.2581,America/Chicago,-1.1,0.0,43.56,87,1009.0
Charlotte,NC,Bank of America Stadium,2021-12-12,1:00PM,35.2258,-80.8528,America/New_York,9.4,0.0,50.04,31,1027.5
Cleveland,OH,FirstEnergy Stadium,2021-12-12,1:00PM,41.5061,-81.6995,America/New_York,6.4,0.0,87.12,53,1023.1
Cincinnati,OH,Paycor Stadium,2021-12-12,1:00PM,39.0954,-84.516,America/New_York,7.5,0.0,43.92,51,1027.6
Landover,MD,FedExField,2021-12-12,1:00PM,38.9078,-76.8645,America/New_York,7.6,0.0,57.24,40,1025.5
Houston,TX,NRG Stadium,2021-12-12,1:00PM,29.6847,-95.4107,America/Chicago,12.3,0.0,33.480000000000004,59,1026.1
Nashville,TN,Nissan Stadium,2021-12-12,1:00PM,36.1665,-86.7713,America/Chicago,8.1,0.0,18.36,51,1029.0
Kansas City,MO,GEHA Field at Arrowhead Stadium,2021-12-12,1:00PM,39.049,-94.4839,America/Chicago,9.7,0.0,71.64,37,1019.7
East Rutherford,NJ,MetLife Stadium,2021-12-12,1:00PM,40.8136,-74.0744,America/New_York,7.8,0.0,76.68,37,1020.8
Denver,CO,Empower Field at Mile High,2021-12-12,4:05PM,39.7439,-105.0201,America/Denver,14.6,0.0,32.4,12,1006.4
Inglewood,CA,SoFi Stadium,2021-12-12,4:05PM,33.9535,-118.3392,America/Los_Angeles,14.6,0.0,46.440000000000005,54,1015.7
Tampa,FL,Raymond James Stadium,2021-12-12,4:25PM,27.9759,-82.5033,America/New_York,26.4,0.2,43.92,64,1020.7
Green Bay,WI,Lambeau Field,2021-12-12,8:20PM,44.5013,-88.0622,America/Chicago,2.2,0.0,69.84,70,1014.3
Inglewood,CA,SoFi Stadium,2021-12-16,8:20PM,33.9535,-118.3392,America/Los_Angeles,11.1,0.3,48.24,89,1017.8
Orchard Park,NY,Highmark Stadium,2021-12-19,1:00PM,42.7738,-78.7868,America/New_York,-1.3,0.0,46.800000000000004,63,1027.0
Glendale,AZ,State Farm Stadium,2021-12-13,8:15PM,33.5275,-112.2625,America/Phoenix,15.5,0.0,22.32,41,1016.6
Indianapolis,IN,Lucas Oil Stadium,2021-12-18,8:20PM,39.7601,-86.1639,America/Indiana/Indianapolis,2.8,0.0,63.36000000000001,74,1021.7
Detroit,MI,Ford Field,2021-12-19,1:00PM,42.34,-83.0456,America/Detroit,-0.7,0.0,40.68000000000001,63,1029.1
East Rutherford,NJ,MetLife Stadium,2021-12-19,1:00PM,40.8136,-74.0744,America/New_York,4.0,0.0,87.12,49,1018.5
Baltimore,MD,M&T Bank Stadium,2021-12-19,1:00PM,39.2779,-76.6227,America/New_York,6.3,0.0,84.60000000000001,50,1020.2
Jacksonville,FL,TIAA Bank Field,2021-12-19,1:00PM,30.3239,-81.6373,America/New_York,25.1,0.0,80.28,74,1014.7
Miami Gardens,FL,Hard Rock Stadium,2021-12-19,1:00PM,25.958,-80.238,America/New_York,27.6,0.0,49.32,73,1017.3
Pittsburgh,PA,Acrisure Stadium,2021-12-19,1:00PM,40.4468,-80.0158,America/New_York,1.6,0.0,51.84,61,1026.2
Tampa,FL,Raymond James Stadium,2021-12-19,8:20PM,27.9759,-82.5033,America/New_York,22.4,0.0,13.32,95,1015.9
Santa Clara,CA,Levi's Stadium,2021-12-19,4:05PM,37.403,-121.9692,America/Los_Angeles,12.3,0.0,46.800000000000004,66,1018.4
Cleveland,OH,FirstEnergy Stadium,2021-12-20,5:00PM,41.5061,-81.6995,America/New_York,5.3,0.0,57.6,58,1020.8
Chicago,IL,Soldier Field,2021-12-20,8:15PM,41.8623,-87.6167,America/Chicago,0.5,0.0,43.56,80,1021.5
Philadelphia,PA,Lincoln Financial Field,2021-12-21,7:00PM,39.9008,-75.1675,America/New_York,4.0,0.0,19.44,64,1014.1
Nashville,TN,Nissan Stadium,2021-12-23,8:20PM,36.1665,-86.7713,America/Chicago,8.7,0.0,49.32,47,1017.6
Denver,CO,Empower Field at Mile High,2021-12-19,4:05PM,39.7439,-105.0201,America/Denver,10.7,0.0,23.040000000000003,12,1010.6
Green Bay,WI,Lambeau Field,2021-12-25,4:30PM,44.5013,-88.0622,America/Chicago,-1.2,0.0,28.44,65,1011.5
Glendale,AZ,State Farm Stadium,2021-12-25,8:15PM,33.5275,-112.2625,America/Phoenix,13.4,0.0,14.04,85,1013.3
Atlanta,GA,Mercedes-Benz Stadium,2021-12-26,1:00PM,33.755,-84.4008,America/New_York,20.4,0.1,26.64,74,1017.8
Foxborough,MA,Gillette Stadium,2021-12-26,1:00PM,42.0909,-71.2643,America/New_York,4.2,0.0,74.52,66,1009.4
Charlotte,NC,Bank of America Stadium,2021-12-26,1:00PM,35.2258,-80.8528,America/New_York,21.6,0.1,22.32,60,1016.0
Cincinnati,OH,Paycor Stadium,2021-12-26,1:00PM,39.0954,-84.516,America/New_York,10.6,0.0,2.52,74,1019.4
Inglewood,CA,SoFi Stadium,2021-12-21,7:00PM,33.9535,-118.3392,America/Los_Angeles,11.6,0.0,39.96,82,1019.1
Houston,TX,NRG Stadium,2021-12-26,1:00PM,29.6847,-95.4107,America/Chicago,25.9,0.0,95.4,66,1015.5
East Rutherford,NJ,MetLife Stadium,2021-12-26,1:00PM,40.8136,-74.0744,America/New_York,7.8,0.0,72.36000000000001,65,1012.3
Minneapolis,MN,U.S. Bank Stadium,2021-12-26,1:00PM,44.974,-93.2581,America/Chicago,-2.6,0.0,45.36,51,1019.6
Philadelphia,PA,Lincoln Financial Field,2021-12-26,1:00PM,39.9008,-75.1675,America/New_York,10.9,0.0,45.72,53,1013.3
Las Vegas,NV,Allegiant Stadium,2021-12-26,4:25PM,36.0908,-115.183,America/Los_Angeles,10.2,0.0,109.08,41,1011.4
Seattle,WA,Lumen Field,2021-12-26,4:05PM,47.5952,-122.3316,America/Los_Angeles,-4.0,0.5,103.32,79,999.8
Kansas City,MO,GEHA Field at Arrowhead Stadium,2021-12-26,4:25PM,39.049,-94.4839,America/Chicago,13.6,0.0,90.0,77,1000.7
New Orleans,LA,Caesars Superdome,2021-12-27,8:15PM,29.9509,-90.0815,America/Chicago,20.3,0.0,40.68000000000001,86,1013.8
Arlington,TX,AT&T Stadium,2021-12-26,8:20PM,32.7473,-97.0945,America/Chicago,21.0,0.0,93.60000000000001,78,1007.9
New Orleans,LA,Caesars Superdome,2022-01-02,1:00PM,29.9509,-90.0815,America/Chicago,16.1,0.3,141.48,87,1013.1
Orchard Park,NY,Highmark Stadium,2022-01-02,1:00PM,42.7738,-78.7868,America/New_York,-2.6,0.0,47.88,80,1013.1
Chicago,IL,Soldier Field,2022-01-02,1:00PM,41.8623,-87.6167,America/Chicago,-5.3,0.0,93.60000000000001,82,1022.6
Cincinnati,OH,Paycor Stadium,2022-01-02,1:00PM,39.0954,-84.516,America/New_York,1.9,0.0,59.760000000000005,67,1016.8
Indianapolis,IN,Lucas Oil Stadium,2022-01-02,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,-1.2,0.0,49.32,67,1019.8
Foxborough,MA,Gillette Stadium,2022-01-02,1:00PM,42.0909,-71.2643,America/New_York,8.6,0.0,23.040000000000003,94,1000.9
Nashville,TN,Nissan Stadium,2022-01-02,1:00PM,36.1665,-86.7713,America/Chicago,5.9,0.0,48.24,73,1017.3
East Rutherford,NJ,MetLife Stadium,2022-01-02,1:00PM,40.8136,-74.0744,America/New_York,13.1,0.0,54.0,92,1002.5
Inglewood,CA,SoFi Stadium,2022-01-02,4:05PM,33.9535,-118.3392,America/Los_Angeles,16.2,0.0,8.28,32,1022.5
Landover,MD,FedExField,2022-01-02,1:00PM,38.9078,-76.8645,America/New_York,16.0,0.0,41.76,88,1005.7
Arlington,TX,AT&T Stadium,2022-01-02,4:25PM,32.7473,-97.0945,America/Chicago,3.0,0.0,82.08,39,1030.5
Santa Clara,CA,Levi's Stadium,2022-01-02,4:05PM,37.403,-121.9692,America/Los_Angeles,14.1,0.0,49.68000000000001,54,1022.9
Seattle,WA,Lumen Field,2022-01-02,4:25PM,47.5952,-122.3316,America/Los_Angeles,2.8,2.8,76.32,76,1005.1
Baltimore,MD,M&T Bank Stadium,2022-01-02,4:25PM,39.2779,-76.6227,America/New_York,17.4,0.0,57.24,72,1005.8
Green Bay,WI,Lambeau Field,2022-01-02,8:20PM,44.5013,-88.0622,America/Chicago,-14.4,0.0,39.96,70,1027.0
Pittsburgh,PA,Acrisure Stadium,2022-01-03,8:15PM,40.4468,-80.0158,America/New_York,-4.1,0.0,23.759999999999998,68,1029.3
Denver,CO,Empower Field at Mile High,2022-01-08,4:30PM,39.7439,-105.0201,America/Denver,4.3,0.0,56.519999999999996,54,1011.2
Philadelphia,PA,Lincoln Financial Field,2022-01-08,8:15PM,39.9008,-75.1675,America/New_York,-4.9,0.0,30.240000000000002,69,1037.2
Atlanta,GA,Mercedes-Benz Stadium,2022-01-09,1:00PM,33.755,-84.4008,America/New_York,10.4,1.1,34.2,85,1026.5
Minneapolis,MN,U.S. Bank Stadium,2022-01-09,1:00PM,44.974,-93.2581,America/Chicago,-17.7,0.0,47.88,59,1037.0
Tampa,FL,Raymond James Stadium,2022-01-09,1:00PM,27.9759,-82.5033,America/New_York,26.2,0.0,74.88000000000001,56,1026.0
Cleveland,OH,FirstEnergy Stadium,2022-01-09,1:00PM,41.5061,-81.6995,America/New_York,3.2,0.1,115.2,92,1018.3
Jacksonville,FL,TIAA Bank Field,2022-01-09,1:00PM,30.3239,-81.6373,America/New_York,23.5,0.0,63.36000000000001,66,1027.1
Detroit,MI,Ford Field,2022-01-09,1:00PM,42.34,-83.0456,America/Detroit,2.5,0.0,106.2,69,1017.7
Miami Gardens,FL,Hard Rock Stadium,2022-01-09,1:00PM,25.958,-80.238,America/New_York,23.5,0.9,55.800000000000004,77,1025.9
Houston,TX,NRG Stadium,2022-01-09,1:00PM,29.6847,-95.4107,America/Chicago,20.6,1.0,35.28,87,1022.6
East Rutherford,NJ,MetLife Stadium,2022-01-09,1:00PM,40.8136,-74.0744,America/New_York,2.0,0.2,85.68,77,1021.4
Baltimore,MD,M&T Bank Stadium,2022-01-09,1:00PM,39.2779,-76.6227,America/New_York,5.4,1.1,31.319999999999997,74,1022.3
Orchard Park,NY,Highmark Stadium,2022-01-09,4:25PM,42.7738,-78.7868,America/New_York,2.2,0.1,120.60000000000001,87,1013.8
Glendale,AZ,State Farm Stadium,2022-01-09,4:25PM,33.5275,-112.2625,America/Phoenix,22.1,0.0,46.080000000000005,23,1023.3
Inglewood,CA,SoFi Stadium,2022-01-09,4:25PM,33.9535,-118.3392,America/Los_Angeles,17.4,0.0,33.84,64,1024.2
Las Vegas,NV,Allegiant Stadium,2022-01-09,8:25PM,36.0908,-115.183,America/Los_Angeles,10.9,0.0,24.48,29,1031.0
Orchard Park,NY,Highmark Stadium,2022-01-15,8:15PM,42.7738,-78.7868,America/New_York,-14.5,0.0,40.68000000000001,66,1032.7
Cincinnati,OH,Paycor Stadium,2022-01-15,4:30PM,39.0954,-84.516,America/New_York,1.0,0.0,56.16,60,1024.0
Arlington,TX,AT&T Stadium,2022-01-16,4:40PM,32.7473,-97.0945,America/Chicago,11.4,0.0,11.879999999999999,32,1017.3
Tampa,FL,Raymond James Stadium,2022-01-16,1:00PM,27.9759,-82.5033,America/New_York,17.3,0.1,115.56,66,1010.2
Kansas City,MO,GEHA Field at Arrowhead Stadium,2022-01-16,8:15PM,39.049,-94.4839,America/Chicago,-2.1,0.0,39.96,82,1016.0
Inglewood,CA,SoFi Stadium,2022-01-17,8:15PM,33.9535,-118.3392,America/Los_Angeles,13.7,3.2,23.759999999999998,92,1017.6
Nashville,TN,Nissan Stadium,2022-01-22,4:30PM,36.1665,-86.7713,America/Chicago,2.9,0.0,18.720000000000002,26,1026.6
Green Bay,WI,Lambeau Field,2022-01-22,8:15PM,44.5013,-88.0622,America/Chicago,-10.8,0.0,31.680000000000003,70,1019.0
Tampa,FL,Raymond James Stadium,2022-01-23,3:00PM,27.9759,-82.5033,America/New_York,10.7,0.0,58.68000000000001,63,1019.1
Kansas City,MO,GEHA Field at Arrowhead Stadium,2022-01-23,6:30PM,39.049,-94.4839,America/Chicago,-0.5,0.0,34.2,72,1016.9
Kansas City,MO,GEHA Field at Arrowhead Stadium,2022-01-30,3:00PM,39.049,-94.4839,America/Chicago,4.6,0.0,23.759999999999998,56,1019.9
Inglewood,CA,SoFi Stadium,2022-01-30,6:30PM,33.9535,-118.3392,America/Los_Angeles,13.9,0.0,10.8,71,1020.0
Inglewood,CA,SoFi Stadium,2022-02-13,6:30PM,33.9535,-118.3392,America/Los_Angeles,17.9,0.0,62.63999999999999,52,1019.4
Atlanta,GA,Mercedes-Benz Stadium,2022-09-11,1:00PM,33.755,-84.4008,America/New_York,26.4,0.1,45.0,75,1018.3
Inglewood,CA,SoFi Stadium,2022-09-08,8:20PM,33.9535,-118.3392,America/Los_Angeles,25.2,0.0,76.68,71,1001.3
Chicago,IL,Soldier Field,2022-09-11,1:00PM,41.8623,-87.6167,America/Chicago,20.5,0.1,31.680000000000003,87,1010.8
Charlotte,NC,Bank of America Stadium,2022-09-11,1:00PM,35.2258,-80.8528,America/New_York,26.8,0.0,33.84,76,1018.4
Cincinnati,OH,Paycor Stadium,2022-09-11,1:00PM,39.0954,-84.516,America/New_York,24.5,0.1,41.4,75,1014.6
Houston,TX,NRG Stadium,2022-09-11,1:00PM,29.6847,-95.4107,America/Chicago,31.3,0.0,48.24,55,1018.5
Detroit,MI,Ford Field,2022-09-11,1:00PM,42.34,-83.0456,America/Detroit,22.7,0.3,34.2,79,1015.0
Landover,MD,FedExField,2022-09-11,1:00PM,38.9078,-76.8645,America/New_York,24.3,0.2,30.96,85,1017.6
Miami Gardens,FL,Hard Rock Stadium,2022-09-11,1:00PM,25.958,-80.238,America/New_York,33.0,0.0,39.6,59,1018.9
East Rutherford,NJ,MetLife Stadium,2022-09-11,1:00PM,40.8136,-74.0744,America/New_York,23.5,0.6,12.96,66,1020.2
Glendale,AZ,State Farm Stadium,2022-09-11,4:25PM,33.5275,-112.2625,America/Phoenix,37.4,0.0,45.0,29,1009.4
Minneapolis,MN,U.S. Bank Stadium,2022-09-11,4:25PM,44.974,-93.2581,America/Chicago,22.4,0.0,43.2,32,1018.2
Nashville,TN,Nissan Stadium,2022-09-11,4:25PM,36.1665,-86.7713,America/Chicago,24.0,0.1,41.4,83,1013.7
Kansas City,MO,GEHA Field at Arrowhead Stadium,2022-09-15,8:15PM,39.049,-94.4839,America/Chicago,23.9,0.0,33.12,52,1015.8
East Rutherford,NJ,MetLife Stadium,2022-09-18,1:00PM,40.8136,-74.0744,America/New_York,27.5,0.0,66.24,52,1017.3
Arlington,TX,AT&T Stadium,2022-09-11,8:20PM,32.7473,-97.0945,America/Chicago,26.6,0.0,33.84,48,1018.5
Seattle,WA,Lumen Field,2022-09-12,8:20PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Cleveland,OH,FirstEnergy Stadium,2022-09-18,1:00PM,41.5061,-81.6995,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2022-09-18,1:00PM,30.3239,-81.6373,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2022-09-11,4:25PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Detroit,MI,Ford Field,2022-09-18,1:00PM,42.34,-83.0456,America/Detroit,,,,,
Baltimore,MD,M&T Bank Stadium,2022-09-18,1:00PM,39.2779,-76.6227,America/New_York,,,,,
New Orleans,LA,Caesars Superdome,2022-09-18,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Pittsburgh,PA,Acrisure Stadium,2022-09-18,1:00PM,40.4468,-80.0158,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2022-09-18,4:05PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Santa Clara,CA,Levi's Stadium,2022-09-18,4:05PM,37.403,-121.9692,America/Los_Angeles,,,,,
Arlington,TX,AT&T Stadium,2022-09-18,4:25PM,32.7473,-97.0945,America/Chicago,,,,,
Las Vegas,NV,Allegiant Stadium,2022-09-18,4:25PM,36.0908,-115.183,America/Los_Angeles,,,,,
Green Bay,WI,Lambeau Field,2022-09-18,8:20PM,44.5013,-88.0622,America/Chicago,,,,,
Denver,CO,Empower Field at Mile High,2022-09-18,4:25PM,39.7439,-105.0201,America/Denver,,,,,
Orchard Park,NY,Highmark Stadium,2022-09-19,7:15PM,42.7738,-78.7868,America/New_York,,,,,
Philadelphia,PA,Lincoln Financial Field,2022-09-19,8:30PM,39.9008,-75.1675,America/New_York,,,,,
Miami Gardens,FL,Hard Rock Stadium,2022-09-25,1:00PM,25.958,-80.238,America/New_York,,,,,
Chicago,IL,Soldier Field,2022-09-25,1:00PM,41.8623,-87.6167,America/Chicago,,,,,
Charlotte,NC,Bank of America Stadium,2022-09-25,1:00PM,35.2258,-80.8528,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2022-09-25,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Indianapolis,IN,Lucas Oil Stadium,2022-09-25,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Minneapolis,MN,U.S. Bank Stadium,2022-09-25,1:00PM,44.974,-93.2581,America/Chicago,,,,,
Foxborough,MA,Gillette Stadium,2022-09-25,1:00PM,42.0909,-71.2643,America/New_York,,,,,
Nashville,TN,Nissan Stadium,2022-09-25,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Cleveland,OH,FirstEnergy Stadium,2022-09-22,8:15PM,41.5061,-81.6995,America/New_York,,,,,
Landover,MD,FedExField,2022-09-25,1:00PM,38.9078,-76.8645,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2022-09-25,4:05PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Seattle,WA,Lumen Field,2022-09-25,4:25PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Glendale,AZ,State Farm Stadium,2022-09-25,4:25PM,33.5275,-112.2625,America/Phoenix,,,,,
Tampa,FL,Raymond James Stadium,2022-09-25,4:25PM,27.9759,-82.5033,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2022-09-26,8:15PM,40.8136,-74.0744,America/New_York,,,,,
Denver,CO,Empower Field at Mile High,2022-09-25,8:20PM,39.7439,-105.0201,America/Denver,,,,,
Cincinnati,OH,Paycor Stadium,2022-09-29,8:15PM,39.0954,-84.516,America/New_York,,,,,
New Orleans,LA,Caesars Superdome,2022-10-02,9:30AM,29.9509,-90.0815,America/Chicago,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2022-10-02,1:00PM,33.755,-84.4008,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2022-10-02,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Baltimore,MD,M&T Bank Stadium,2022-10-02,1:00PM,39.2779,-76.6227,America/New_York,,,,,
Indianapolis,IN,Lucas Oil Stadium,2022-10-02,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Arlington,TX,AT&T Stadium,2022-10-02,1:00PM,32.7473,-97.0945,America/Chicago,,,,,
Detroit,MI,Ford Field,2022-10-02,1:00PM,42.34,-83.0456,America/Detroit,,,,,
Houston,TX,NRG Stadium,2022-10-02,1:00PM,29.6847,-95.4107,America/Chicago,,,,,
Pittsburgh,PA,Acrisure Stadium,2022-10-02,1:00PM,40.4468,-80.0158,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2022-10-02,4:05PM,35.2258,-80.8528,America/New_York,,,,,
Philadelphia,PA,Lincoln Financial Field,2022-10-02,1:00PM,39.9008,-75.1675,America/New_York,,,,,
Green Bay,WI,Lambeau Field,2022-10-02,4:25PM,44.5013,-88.0622,America/Chicago,,,,,
Tampa,FL,Raymond James Stadium,2022-10-02,8:20PM,27.9759,-82.5033,America/New_York,,,,,
Santa Clara,CA,Levi's Stadium,2022-10-03,8:15PM,37.403,-121.9692,America/Los_Angeles,,,,,
Denver,CO,Empower Field at Mile High,2022-10-06,8:15PM,39.7439,-105.0201,America/Denver,,,,,
Green Bay,WI,Lambeau Field,2022-10-09,9:30AM,44.5013,-88.0622,America/Chicago,,,,,
Tampa,FL,Raymond James Stadium,2022-10-09,1:00PM,27.9759,-82.5033,America/New_York,,,,,
Orchard Park,NY,Highmark Stadium,2022-10-09,1:00PM,42.7738,-78.7868,America/New_York,,,,,
Minneapolis,MN,U.S. Bank Stadium,2022-10-09,1:00PM,44.974,-93.2581,America/Chicago,,,,,
Cleveland,OH,FirstEnergy Stadium,2022-10-09,1:00PM,41.5061,-81.6995,America/New_York,,,,,
Foxborough,MA,Gillette Stadium,2022-10-09,1:00PM,42.0909,-71.2643,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2022-10-09,1:00PM,30.3239,-81.6373,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2022-10-09,1:00PM,40.8136,-74.0744,America/New_York,,,,,
New Orleans,LA,Caesars Superdome,2022-10-09,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Landover,MD,FedExField,2022-10-09,1:00PM,38.9078,-76.8645,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2022-10-09,4:05PM,35.2258,-80.8528,America/New_York,,,,,
Glendale,AZ,State Farm Stadium,2022-10-09,4:25PM,33.5275,-112.2625,America/Phoenix,,,,,
Inglewood,CA,SoFi Stadium,2022-10-09,4:25PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Baltimore,MD,M&T Bank Stadium,2022-10-09,8:20PM,39.2779,-76.6227,America/New_York,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2022-10-10,8:15PM,39.049,-94.4839,America/Chicago,,,,,
New Orleans,LA,Caesars Superdome,2022-10-16,1:00PM,29.9509,-90.0815,America/Chicago,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2022-10-16,1:00PM,33.755,-84.4008,America/New_York,,,,,
Las Vegas,NV,Allegiant Stadium,2022-10-02,4:25PM,36.0908,-115.183,America/Los_Angeles,,,,,
Cleveland,OH,FirstEnergy Stadium,2022-10-16,1:00PM,41.5061,-81.6995,America/New_York,,,,,
Chicago,IL,Soldier Field,2022-10-13,8:15PM,41.8623,-87.6167,America/Chicago,,,,,
Indianapolis,IN,Lucas Oil Stadium,2022-10-16,1:00PM,39.7601,-86.1639,America/Indiana/Indianapolis,,,,,
Green Bay,WI,Lambeau Field,2022-10-16,1:00PM,44.5013,-88.0622,America/Chicago,,,,,
Miami Gardens,FL,Hard Rock Stadium,2022-10-16,1:00PM,25.958,-80.238,America/New_York,,,,,
East Rutherford,NJ,MetLife Stadium,2022-10-16,1:00PM,40.8136,-74.0744,America/New_York,,,,,
Pittsburgh,PA,Acrisure Stadium,2022-10-16,1:00PM,40.4468,-80.0158,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2022-10-16,4:05PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Seattle,WA,Lumen Field,2022-10-16,4:05PM,47.5952,-122.3316,America/Los_Angeles,,,,,
Kansas City,MO,GEHA Field at Arrowhead Stadium,2022-10-16,4:25PM,39.049,-94.4839,America/Chicago,,,,,
Philadelphia,PA,Lincoln Financial Field,2022-10-16,8:20PM,39.9008,-75.1675,America/New_York,,,,,
Inglewood,CA,SoFi Stadium,2022-10-17,8:15PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Glendale,AZ,State Farm Stadium,2022-10-20,8:15PM,33.5275,-112.2625,America/Phoenix,,,,,
Cincinnati,OH,Paycor Stadium,2022-10-23,1:00PM,39.0954,-84.516,America/New_York,,,,,
Charlotte,NC,Bank of America Stadium,2022-10-23,1:00PM,35.2258,-80.8528,America/New_York,,,,,
Baltimore,MD,M&T Bank Stadium,2022-10-23,1:00PM,39.2779,-76.6227,America/New_York,,,,,
Nashville,TN,Nissan Stadium,2022-10-23,1:00PM,36.1665,-86.7713,America/Chicago,,,,,
Arlington,TX,AT&T Stadium,2022-10-23,1:00PM,32.7473,-97.0945,America/Chicago,,,,,
Landover,MD,FedExField,2022-10-23,1:00PM,38.9078,-76.8645,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2022-10-23,1:00PM,30.3239,-81.6373,America/New_York,,,,,
Las Vegas,NV,Allegiant Stadium,2022-10-23,4:05PM,36.0908,-115.183,America/Los_Angeles,,,,,
Denver,CO,Empower Field at Mile High,2022-10-23,4:05PM,39.7439,-105.0201,America/Denver,,,,,
Santa Clara,CA,Levi's Stadium,2022-10-23,4:25PM,37.403,-121.9692,America/Los_Angeles,,,,,
Inglewood,CA,SoFi Stadium,2022-10-23,4:25PM,33.9535,-118.3392,America/Los_Angeles,,,,,
Miami Gardens,FL,Hard Rock Stadium,2022-10-23,8:20PM,25.958,-80.238,America/New_York,,,,,
Foxborough,MA,Gillette Stadium,2022-10-24,8:15PM,42.0909,-71.2643,America/New_York,,,,,
Tampa,FL,Raymond James Stadium,2022-10-27,8:15PM,27.9759,-82.5033,America/New_York,,,,,
Jacksonville,FL,TIAA Bank Field,2022-10-30,9:30AM,30.3239,-81.6373,America/New_York,,,,,
Detroit,MI,Ford Field,2022-10-30,1:00PM,42.34,-83.0456,America/Detroit,,,,,
Philadelphia,PA,Lincoln Financial Field,2022-10-30,1:00PM,39.9008,-75.1675,America/New_York,,,,,
Atlanta,GA,Mercedes-Benz Stadium,2022-10-30,1:00PM,33.755,-84.4008,America/New_York,,,,,
Arlington,TX,AT&T Stadium,2022-10-30,1:00PM,32.7473,-97.0945,America/Chicago,,,,,
